Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
3471|6400752|160|87082999|46|3|0|572|2026-04-01 16:33:04|
3471|6401021|160|87082999|4|3|22|49|2026-04-23 11:58:04|
1614|6002337|160|87089999|24|3|22|739|2026-04-27 09:15:03|
3471|6401102|160|84213199|1|3|22|649|2026-04-29 18:54:01|
1614|6002239|160|87088099|96|3|22|1184|2026-04-21 10:02:05|
1614|6003575|160|40093205|55|3|22|2198|2026-04-23 09:10:05|
3471|6401015|160|87082999|103|3|22|1161|2026-04-23 11:15:03|
1614|6002245|160|87089199|53|3|22|46609|2026-04-21 10:02:04|
3577|6300793|521|73072999|6|3|0|49|2026-04-23 12:32:01|
3471|6400992|160|98020019|130|3|22|1647|2026-04-22 22:33:02|
1614|6003573|160|87082999|41|3|22|881|2026-04-23 09:10:02|
1614|6002319|160|98020019|92|3|22|267|2026-04-20 15:18:03|
3496|6000481|850|87089999|14|3|0|959|2026-04-27 12:03:03|
1925|6700262|160|87082999|64|3|22|120|2026-04-29 14:06:02|
1925|6700213|160|87082999|373|3|22|43|2026-04-23 14:19:01|
1925|6100250|160|87089203|38|3|0|5290|2026-04-09 09:52:01|
1925|6100250|160|98020019|86|3|0|9130|2026-04-09 09:52:01|
1614|6003567|160|98020019|269|3|22|451|2026-04-23 11:04:03|
3471|6401080|160|87089412|98|3|22|830|2026-04-29 11:55:03|
3471|6401102|160|87082999|21|3|22|373|2026-04-29 18:54:01|
1614|6002319|160|98020019|128|3|22|50|2026-04-20 15:18:03|
1614|6003573|160|98020019|77|3|22|80|2026-04-23 09:10:02|
1925|6700213|160|87082999|118|3|22|29|2026-04-23 14:19:01|
1614|6003585|160|98020019|162|3|22|658|2026-04-23 09:09:04|
3577|6300621|521|87082999|32|3|0|15|2026-04-22 17:02:01|
1614|6002325|160|98020019|162|3|22|127|2026-04-23 17:51:05|
1614|6003562|160|73269099|6|6|0|8736|2026-04-22 20:46:02|
1614|6002239|160|98020019|144|3|22|5|2026-04-21 10:02:05|
1925|6700246|160|98020019|217|3|22|54|2026-04-28 20:00:02|
1614|6002341|160|87082999|31|3|22|52|2026-04-27 09:16:01|
1614|6003567|160|87083099|139|3|22|20313|2026-04-23 11:04:03|
1614|6001960|160|87082999|52|3|0|291|2026-04-01 10:31:03|
3471|6400800|160|87082999|19|3|0|225|2026-04-02 00:48:02|
1614|6003567|160|87088005|99|3|22|8971|2026-04-23 11:04:03|
3471|6401096|160|87082999|118|3|22|873|2026-04-29 18:13:02|
3471|6401102|160|98020019|105|3|22|376|2026-04-29 18:54:01|
3471|6400756|160|87089999|79|3|0|36|2026-04-01 23:55:02|
1925|6700214|160|94019999|6|6|0|40|2026-04-23 15:01:03|
1614|6002245|160|87089999|15|3|22|1208|2026-04-21 10:02:04|
1614|6002313|160|98020019|117|3|22|90|2026-04-20 15:18:02|
1614|6002325|160|85371099|70|3|22|3895|2026-04-23 17:51:05|
1614|6002174|160|40169901|7|3|22|271|2026-04-20 16:19:02|
3471|6401021|160|84213199|94|3|22|1497|2026-04-23 11:58:04|
1614|6001815|160|87089203|36|3|0|118|2026-04-07 12:19:04|
3471|6401102|160|98020019|101|3|22|40|2026-04-29 18:54:01|
3471|6401084|160|87082999|32|3|22|430|2026-04-29 11:55:04|
1614|6003565|160|87089999|60|3|22|3017|2026-04-23 09:18:03|
1614|6001960|160|87089999|132|3|0|110|2026-04-01 10:31:03|
1614|6001954|160|73269099|29|6|0|61|2026-04-06 10:11:03|
1614|6002315|160|87082999|11|3|22|620|2026-04-20 15:18:02|
1925|6700254|160|87082999|2|3|22|1901|2026-04-29 17:20:04|
3471|6401102|160|87082999|189|3|22|90|2026-04-29 18:54:01|
3471|6400756|160|98020019|91|3|0|3126|2026-04-01 23:55:02|
1925|6700206|160|87089999|57|3|22|1995|2026-04-23 20:27:03|
1614|6002233|160|87082999|168|3|22|89|2026-04-21 10:01:02|
1925|6000476|160|87082999|101|3|22|153|2026-04-24 17:09:04|
1614|6002245|160|87089412|8|3|22|5342|2026-04-21 10:02:04|
1925|6000474|160|98020019|218|3|22|567|2026-04-24 17:09:03|
1614|6003581|160|87082999|4|3|22|427|2026-04-23 09:09:02|
1614|6001815|160|87082999|92|3|0|618|2026-04-07 12:19:04|
3471|6401053|160|98020019|63|3|22|909|2026-04-29 12:32:05|
3471|6401084|160|98020019|56|3|22|84|2026-04-29 11:55:04|
1614|6002331|160|84213199|1|3|22|1305|2026-04-23 17:52:04|
3471|6400804|160|98020019|188|3|0|21|2026-04-02 01:05:02|
3471|6400804|160|87089999|115|3|0|68|2026-04-02 01:05:02|
1614|6003567|160|98020019|180|3|22|75|2026-04-23 11:04:03|
3471|6401084|160|87088007|14|3|22|1985|2026-04-29 11:55:04|
3471|6401100|160|98020019|149|3|22|403|2026-04-29 18:53:02|
1614|6001958|160|40091102|69|3|0|89|2026-04-06 10:52:02|
1614|6002233|160|98020019|91|3|22|250|2026-04-21 10:01:02|
1614|6003563|160|98020019|84|3|22|9380|2026-04-23 09:18:02|
1614|6002309|160|87082999|45|3|22|174|2026-04-20 15:17:01|
1614|6002311|160|87082999|3|3|22|364|2026-04-20 15:17:02|
1614|6002319|160|98020019|161|3|22|45|2026-04-20 15:18:03|
1614|6003571|160|87082999|30|3|22|770|2026-04-23 09:09:05|
1614|6001823|160|39269099|110|3|0|1237|2026-04-07 12:21:02|
3471|6401098|160|87089999|6|3|22|319|2026-04-29 18:53:01|
1925|6700246|160|98020019|207|3|22|148|2026-04-28 20:00:02|
1614|6002313|160|87083099|174|3|22|104|2026-04-20 15:18:02|
1614|6001954|160|87082999|25|3|0|821|2026-04-06 10:11:03|
1614|6001954|160|73269099|17|3|0|32|2026-04-06 10:11:03|
1614|6003567|160|87082999|128|3|22|597|2026-04-23 11:04:03|
3471|6401084|160|87082201|42|3|22|9259|2026-04-29 11:55:04|
1925|6700248|160|87089999|32|3|22|168|2026-04-28 20:00:02|
1614|6001825|160|94019999|10|6|0|1099|2026-04-07 12:21:03|
1925|6700206|160|87088005|59|3|22|294|2026-04-23 20:27:03|
1614|6003563|160|85371099|40|3|22|4404|2026-04-23 09:18:02|
1925|6000474|160|87089999|113|3|22|179|2026-04-24 17:09:03|
1614|6002325|160|87088005|98|3|22|88|2026-04-23 17:51:05|
1925|6700213|160|87082999|134|3|22|19|2026-04-23 14:19:01|
1614|6002233|160|87082999|159|3|22|116|2026-04-21 10:01:02|
1614|6001958|160|85291009|29|3|0|2793|2026-04-06 10:52:02|
3471|6401098|160|87089999|84|3|22|296|2026-04-29 18:53:01|
3471|6401055|160|98020019|113|3|22|7|2026-04-29 13:11:05|
1614|6002331|160|85365099|29|3|22|643|2026-04-23 17:52:04|
3471|6400804|160|87083099|87|3|0|21235|2026-04-02 01:05:02|
3471|6400804|160|98020019|236|3|0|48|2026-04-02 01:05:02|
1925|6700215|160|87082999|39|3|22|59|2026-04-23 14:49:02|
3471|6401055|160|87089999|69|3|22|1518|2026-04-29 13:11:05|
3471|6401100|160|40169999|28|3|22|63|2026-04-29 18:53:02|
1614|6001958|160|90271001|1|3|0|5217|2026-04-06 10:52:02|
3471|6401019|160|98020019|66|3|22|6080|2026-04-23 11:33:04|
1614|6002319|160|98020019|113|3|22|40|2026-04-20 15:18:03|
1925|6700200|160|87082999|78|3|22|509|2026-04-23 20:27:03|
1614|6002325|160|87082999|18|3|22|3487|2026-04-23 17:51:05|
1614|6002319|160|98020019|93|3|22|50|2026-04-20 15:18:03|
1614|6002168|160|98020019|84|3|22|303|2026-04-20 16:19:01|
3496|6000302|850|98020019|119|3|0|31|2026-04-01 13:03:12|
3471|6401100|160|98020019|135|3|22|7|2026-04-29 18:53:02|
1925|6700294|160|87082999|17|3|22|1971|2026-04-29 10:50:04|
1614|6003567|160|85365099|112|3|22|503|2026-04-23 11:04:03|
1614|6001964|160|87082999|98|3|0|932|2026-04-06 10:53:03|
1614|6001964|160|87082999|25|3|0|1735|2026-04-06 10:53:03|
1614|6003559|160|98020019|115|3|22|20|2026-04-23 10:28:02|
3471|6401055|160|87089999|13|3|22|319|2026-04-29 13:11:05|
3471|6401100|160|82060001|70|3|22|934|2026-04-29 18:53:02|
1614|6001825|160|87082999|38|3|0|4576|2026-04-07 12:21:03|
1614|6002233|160|84821099|7|3|22|455|2026-04-21 10:01:02|
1614|6003581|160|87082201|8|3|22|2141|2026-04-23 09:09:02|
1614|6003569|160|98020019|62|3|22|160|2026-04-23 10:28:03|
1925|6700212|160|73269099|6|6|0|652|2026-04-23 14:32:02|
1614|6002170|160|87089999|40|3|22|4350|2026-04-20 16:19:01|
1614|6002313|160|87089999|67|3|22|729|2026-04-20 15:18:02|
3471|6400783|160|87082999|13|3|0|279|2026-04-01 11:53:02|
1925|6700246|160|87082999|87|3|22|30|2026-04-28 20:00:02|
1925|6700254|160|87082999|74|3|22|9658|2026-04-29 17:20:04|
1614|6003577|160|87082999|20|3|22|623|2026-04-23 09:10:06|
3471|6400843|160|87082999|17|3|0|1185|2026-04-01 16:34:03|
1925|6100250|160|94019999|59|3|0|1662|2026-04-09 09:52:01|
1925|6700215|160|98020019|79|3|22|60|2026-04-23 14:49:02|
1925|6700246|160|73181504|73|3|22|6|2026-04-28 20:00:02|
1925|6700245|160|73269099|4|6|0|655|2026-04-28 16:25:06|
3471|6400783|160|87082999|37|3|0|1147|2026-04-01 11:53:02|
1925|6700204|160|98020019|55|3|22|18|2026-04-24 10:16:02|
1614|6002170|160|98020019|70|3|22|47|2026-04-20 16:19:01|
1614|6002323|160|39263002|37|3|22|480|2026-04-23 17:51:05|
1925|6700202|160|87082999|27|3|22|5|2026-04-23 20:27:02|
1614|6002325|160|85371099|136|3|22|13184|2026-04-23 17:51:05|
1925|6000478|160|87082999|3|3|22|226|2026-04-24 17:09:03|
3471|6400783|160|98020019|57|3|0|48|2026-04-01 11:53:02|
1925|6700250|160|98020019|92|3|22|6|2026-04-28 20:01:01|
1925|6700294|160|73181504|73|3|22|6|2026-04-29 10:50:04|
1614|6003567|160|98020019|244|3|22|516|2026-04-23 11:04:03|
3471|6400762|160|84073304|1|3|0|29542|2026-04-01 23:54:02|
1614|6002012|160|98020019|278|3|0|127|2026-04-08 09:16:04|
1614|6002331|160|98020019|96|3|22|22050|2026-04-23 17:52:04|
1925|6700246|160|98020019|223|3|22|48|2026-04-28 20:00:02|
1925|6700250|160|87082999|60|3|22|7153|2026-04-28 20:01:01|
1614|6001958|160|98020019|185|3|0|401|2026-04-06 10:52:02|
1614|6002173|160|73269099|5|6|0|8|2026-04-20 14:21:07|
1614|6002305|160|98020019|125|3|22|36|2026-04-20 16:05:03|
1925|6000476|160|87082999|108|3|22|486|2026-04-24 17:09:04|
1614|6002170|160|98020019|65|3|22|107|2026-04-20 16:19:01|
1614|6003565|160|98020019|160|3|22|23|2026-04-23 09:18:03|
1925|6700204|160|85365099|115|3|22|572|2026-04-24 10:16:02|
1614|6001958|160|87089999|9|3|0|89|2026-04-06 10:52:02|
3471|6401098|160|87088005|64|3|22|1178|2026-04-29 18:53:01|
1925|6700262|160|85044099|168|3|22|1109|2026-04-29 14:06:02|
1925|6700200|160|87082999|10|3|22|2023|2026-04-23 20:27:03|
1614|6002012|160|87082923|255|6|0|141|2026-04-08 09:16:04|
1614|6002012|160|87089412|227|3|0|4442|2026-04-08 09:16:04|
1614|6003577|160|87082999|36|3|22|748|2026-04-23 09:10:06|
3471|6401055|160|40169999|46|3|22|202|2026-04-29 13:11:05|
3471|6401100|160|87082999|87|3|22|9794|2026-04-29 18:53:02|
1614|6001821|160|87082999|44|3|0|1732|2026-04-07 12:20:09|
3471|6400990|160|98020019|34|3|22|9|2026-04-22 22:33:02|
1614|6002325|160|98020019|208|3|22|148|2026-04-23 17:51:05|
1614|6002297|160|84213199|65|3|22|1289|2026-04-20 16:04:02|
1614|6002174|160|87082999|59|3|22|6565|2026-04-20 16:19:02|
1614|6003560|160|73269099|4|6|0|104|2026-04-22 20:46:01|
1925|6700214|160|73269099|7|3|0|410|2026-04-23 15:01:03|
1614|6001821|160|87082999|11|3|0|903|2026-04-07 12:20:09|
3471|6401100|160|98020019|127|3|22|3|2026-04-29 18:53:02|
1925|6700294|160|84833004|85|3|22|48|2026-04-29 10:50:04|
1614|6002331|160|87082999|6|3|22|265|2026-04-23 17:52:04|
1614|6002012|160|40091102|167|3|0|86|2026-04-08 09:16:04|
1614|6002014|160|87082999|30|3|0|283|2026-04-08 09:17:04|
1614|6003579|160|87089412|24|3|22|3710|2026-04-23 09:09:01|
1925|6700246|160|40169999|49|3|22|302|2026-04-28 20:00:02|
3471|6401098|160|98020019|124|3|22|131|2026-04-29 18:53:01|
1614|6001958|160|87089999|70|3|0|35|2026-04-06 10:52:02|
1925|6700204|160|98020019|171|3|22|18|2026-04-24 10:16:02|
1925|6000476|160|87087099|27|3|22|36081|2026-04-24 17:09:04|
3577|6300737|521|76090002|10|3|0|351|2026-04-22 20:23:01|
1614|6002174|160|40169999|18|3|22|43|2026-04-20 16:19:02|
1614|6002174|160|40169901|31|3|22|90|2026-04-20 16:19:02|
1925|6700204|160|98020019|175|3|22|241|2026-04-24 10:16:02|
1614|6001958|160|87089999|14|3|0|454|2026-04-06 10:52:02|
3471|6401100|160|87089203|32|3|22|490|2026-04-29 18:53:02|
3471|6401055|160|83023091|45|3|22|151|2026-04-29 13:11:05|
3471|6401019|160|87082999|31|3|22|174|2026-04-23 11:33:04|
3471|6400849|160|87082999|9|3|0|881|2026-04-01 23:18:01|
1614|6002014|160|39269020|14|3|0|441|2026-04-08 09:17:04|
3471|6401019|160|87082999|71|3|22|105|2026-04-23 11:33:04|
3471|6401057|160|85044099|61|3|22|1318|2026-04-29 13:11:05|
3471|6401082|160|87089412|86|3|22|6337|2026-04-29 18:13:05|
1614|6001821|160|87082999|105|3|0|282|2026-04-07 12:20:09|
1925|6700204|160|98020019|207|3|22|337|2026-04-24 10:16:02|
1614|6002174|160|87089999|11|3|22|91|2026-04-20 16:19:02|
1925|6000474|160|98020019|49|3|22|174|2026-04-24 17:09:03|
1614|6003555|160|87082999|5|3|22|67|2026-04-23 09:17:02|
1614|6002309|160|87089999|81|3|22|755|2026-04-20 15:17:01|
1614|6003567|160|98020019|253|3|22|18|2026-04-23 11:04:03|
1614|6001958|160|87082999|119|3|0|47|2026-04-06 10:52:02|
3471|6401082|160|98020019|170|3|22|74|2026-04-29 18:13:05|
3471|6401057|160|87082999|97|3|22|6488|2026-04-29 13:11:05|
1614|6002341|160|87082999|40|3|22|7076|2026-04-27 09:16:01|
3471|6400783|160|98020019|72|3|0|31|2026-04-01 11:53:02|
3496|6000367|850|87089999|1|3|0|808|2026-04-09 18:12:07|
1614|6002329|160|87085099|180|3|22|9565|2026-04-23 18:49:03|
3471|6401057|160|87089999|109|3|22|732|2026-04-29 13:11:05|
3471|6401082|160|98020019|172|3|22|7|2026-04-29 18:13:05|
1614|6001958|160|87082999|83|3|0|89|2026-04-06 10:52:02|
1925|6700210|160|87082999|2|3|22|1020|2026-04-23 20:27:01|
1614|6003585|160|98020019|147|3|22|20|2026-04-23 09:09:04|
1614|6003557|160|98020019|81|3|22|63|2026-04-23 09:17:03|
1925|6000474|160|98020019|149|3|22|46|2026-04-24 17:09:03|
3471|6401021|160|87082999|132|3|22|331|2026-04-23 11:58:04|
1614|6003567|160|40091102|159|3|22|98|2026-04-23 11:04:03|
1614|6001958|160|98020019|123|3|0|1827|2026-04-06 10:52:02|
3471|6401082|160|87082999|82|3|22|373|2026-04-29 18:13:05|
3471|6401057|160|98020019|218|3|22|1280|2026-04-29 13:11:05|
1614|6003567|160|98020019|212|3|22|579|2026-04-23 11:04:03|
3471|6400851|160|98020019|42|3|0|109|2026-04-09 12:33:06|
1614|6002007|160|94049099|5|3|0|299|2026-04-08 08:43:02|
1614|6003567|160|85365099|113|3|22|863|2026-04-23 11:04:03|
3471|6401085|160|63079099|5|6|0|651|2026-04-29 11:42:03|
1925|6700245|160|73269099|6|3|0|307|2026-04-28 16:25:06|
1614|6001958|160|87082999|71|3|0|928|2026-04-06 10:52:02|
1925|6700202|160|98020019|108|3|22|78|2026-04-23 20:27:02|
1614|6002174|160|87088005|55|3|22|1451|2026-04-20 16:19:02|
1614|6003571|160|87089999|13|3|22|832|2026-04-23 09:09:05|
1614|6003581|160|87082999|26|3|22|277|2026-04-23 09:09:02|
1614|6002233|160|98020019|212|3|22|40|2026-04-21 10:01:02|
1925|6700202|160|40169901|80|3|22|24|2026-04-23 20:27:02|
1614|6001964|160|84123199|46|3|0|680|2026-04-06 10:53:03|
3471|6401082|160|87089999|5|3|22|40|2026-04-29 18:13:05|
1925|6100276|160|73269099|5|6|0|316|2026-04-15 20:55:02|
1614|6003585|160|87089999|53|3|22|245|2026-04-23 09:09:04|
1614|6002007|160|94049099|1|3|0|9456|2026-04-08 08:43:02|
1614|6002012|160|87082999|231|3|0|280|2026-04-08 09:16:04|
3471|6400989|160|73269099|3|6|0|2378|2026-04-22 23:29:01|
1925|6000425|160|87082999|83|3|0|4434|2026-04-15 13:54:05|
3471|6401102|160|87082999|230|3|22|296|2026-04-29 18:54:01|
1614|6001818|160|87088007|17|3|0|2327|2026-04-07 12:20:11|
1614|6003567|160|87082999|127|3|22|970|2026-04-23 11:04:03|
3471|6401066|160|82041199|15|3|0|11041|2026-04-22 19:31:01|
1614|6003571|160|87089999|8|3|22|107|2026-04-23 09:09:05|
1614|6002317|160|87089999|47|3|22|1110|2026-04-20 15:18:03|
1614|6002239|160|87082999|56|3|22|43|2026-04-21 10:02:05|
1614|6003567|160|87082999|79|3|22|930|2026-04-23 11:04:03|
1614|6001818|160|70091099|41|6|0|611|2026-04-07 12:20:11|
3471|6401082|160|85371099|153|3|22|12156|2026-04-29 18:13:05|
3471|6400900|160|87088005|292|3|22|112|2026-04-15 10:55:04|
1925|6700208|160|87083099|40|3|22|24628|2026-04-23 20:27:02|
1614|6001960|160|87082999|16|3|0|51|2026-04-01 10:31:03|
1614|6002012|160|87082923|215|3|0|957|2026-04-08 09:16:04|
1925|6700200|160|87082201|23|3|22|23313|2026-04-23 20:27:03|
1890|6043918|750|87087099|11|3|22|101088|2026-04-16 18:59:01|
3471|6401096|160|39269020|1|3|22|480|2026-04-29 18:13:02|
1614|6001821|160|87082999|21|3|0|166|2026-04-07 12:20:09|
1614|6003567|160|98020019|207|3|22|9|2026-04-23 11:04:03|
3471|6400996|160|98020019|72|3|22|196|2026-04-22 23:30:02|
3577|6300621|521|98020019|46|3|0|3|2026-04-22 17:02:01|
1614|6002297|160|84254299|125|3|22|18554|2026-04-20 16:04:02|
1614|6002235|160|87089999|22|3|22|455|2026-04-21 10:01:03|
1925|6700210|160|87082999|38|3|22|3886|2026-04-23 20:27:01|
1614|6001821|160|87082999|57|3|0|448|2026-04-07 12:20:09|
3471|6401082|160|98020019|66|3|22|54|2026-04-29 18:13:05|
3471|6400971|160|87082999|27|3|22|75|2026-04-17 19:49:03|
1925|6700200|160|87082999|83|3|22|2484|2026-04-23 20:27:03|
1614|6002012|160|39263002|163|3|0|265|2026-04-08 09:16:04|
3471|6400783|160|98020019|60|3|0|65|2026-04-01 11:53:02|
1614|6002301|160|87082999|25|3|22|1043|2026-04-20 16:04:03|
1925|6100311|160|87082999|37|3|0|44|2026-04-17 14:09:05|
3471|6401082|160|40093106|112|3|22|296|2026-04-29 18:13:05|
3577|6300645|521|98020019|4|3|0|1867|2026-04-10 16:33:01|
3471|6401021|160|87089999|122|3|22|362|2026-04-23 11:58:04|
1614|6002174|160|87088005|69|3|22|34|2026-04-20 16:19:02|
1614|6002174|160|98020019|77|3|22|139|2026-04-20 16:19:02|
3577|6300793|521|39174001|2|6|0|1063|2026-04-23 12:32:01|
1614|6002239|160|84123199|8|3|22|80|2026-04-21 10:02:05|
1614|6003567|160|98020019|227|3|22|18|2026-04-23 11:04:03|
1614|6002010|160|87089904|14|3|0|1079|2026-04-08 08:43:02|
3471|6401082|160|87082999|14|3|22|608|2026-04-29 18:13:05|
3471|6400942|160|98020019|67|3|22|554|2026-04-17 13:44:03|
1614|6002301|160|87082999|53|3|22|597|2026-04-20 16:04:03|
1614|6001962|160|87082999|42|3|0|4741|2026-04-06 10:12:02|
1614|6001966|160|87088099|33|3|0|4311|2026-04-06 10:13:02|
1614|6002301|160|87082999|77|3|22|210|2026-04-20 16:04:03|
1925|6100311|160|87088005|45|3|0|1887|2026-04-17 14:09:05|
3471|6401082|160|98020019|167|3|22|30|2026-04-29 18:13:05|
1614|6002012|160|84123199|211|3|0|262|2026-04-08 09:16:04|
1614|6002327|160|87082999|7|3|22|582|2026-04-23 17:52:02|
1614|6002239|160|98020019|169|3|22|54|2026-04-21 10:02:05|
1614|6002174|160|98020019|121|3|22|15658|2026-04-20 16:19:02|
1614|6002174|160|39263002|37|3|22|3249|2026-04-20 16:19:02|
1614|6002327|160|87082999|68|3|22|172|2026-04-23 17:52:02|
1614|6003573|160|87089999|10|3|22|80|2026-04-23 09:10:02|
1614|6001821|160|87082999|113|3|0|6592|2026-04-07 12:20:09|
3471|6401051|160|87082999|112|3|22|6439|2026-04-29 12:32:03|
1925|6000425|160|98020019|99|3|0|54|2026-04-15 13:54:05|
1925|6700200|160|87082999|59|3|22|96|2026-04-23 20:27:03|
3471|6400756|160|87082999|22|3|0|4|2026-04-01 23:55:02|
3471|6400758|160|98020019|139|3|0|168|2026-04-01 23:55:02|
1614|6002339|160|85269299|17|3|22|1351|2026-04-27 09:16:02|
3471|6400944|160|87082201|57|3|22|3086|2026-04-17 13:57:04|
3471|6401051|160|87088099|92|3|22|1646|2026-04-29 12:32:03|
1614|6001818|160|94019999|192|6|0|20|2026-04-07 12:20:11|
1925|6700213|160|87089199|63|3|22|12409|2026-04-23 14:19:01|
1614|6002319|160|98020019|129|3|22|16|2026-04-20 15:18:03|
1614|6002174|160|40169999|45|3|22|47|2026-04-20 16:19:02|
1614|6002174|160|85444299|33|3|22|448|2026-04-20 16:19:02|
1614|6003567|160|98020019|252|3|22|18|2026-04-23 11:04:03|
1925|6700213|160|84123199|23|3|22|257|2026-04-23 14:19:01|
3471|6400835|160|98020019|175|3|0|28|2026-04-01 16:33:05|
3471|6401051|160|87089999|76|3|22|326|2026-04-29 12:32:03|
1925|6100307|160|98020019|160|3|0|3784|2026-04-17 13:29:09|
1925|6700200|160|87082999|15|3|22|406|2026-04-23 20:27:03|
1614|6001815|160|85122099|103|3|0|6010|2026-04-07 12:19:04|
1614|6001815|160|87082999|79|3|0|41|2026-04-07 12:19:04|
1614|6003557|160|87082201|49|3|22|693|2026-04-23 09:17:03|
1925|6100309|160|84833004|118|3|0|20|2026-04-17 13:48:10|
1925|6700254|160|98020019|146|3|22|118|2026-04-29 17:20:04|
1759|6000775|160|98020019|218|3|0|76|2026-04-10 16:39:02|
1614|6003575|160|98020019|100|3|22|1046|2026-04-23 09:10:05|
3577|6300621|521|87082999|33|3|0|17|2026-04-22 17:02:01|
1614|6002299|160|87082999|144|3|22|522|2026-04-20 16:04:01|
1614|6002299|160|98020019|76|3|22|539|2026-04-20 16:04:01|
1614|6003569|160|87082999|115|3|22|116|2026-04-23 10:28:03|
1614|6003575|160|87089999|60|3|22|1473|2026-04-23 09:10:05|
3471|6400799|160|73269099|1|6|0|1324|2026-04-02 00:48:01|
1925|6700254|160|98020019|94|3|22|22|2026-04-29 17:20:04|
1925|6100309|160|87082999|138|3|0|327|2026-04-17 13:48:10|
1925|6700215|160|87089999|23|3|22|154|2026-04-23 14:49:02|
3471|6400806|160|98020019|88|3|0|114|2026-04-02 00:47:01|
3471|6400806|160|98020019|105|3|0|2380|2026-04-02 00:47:01|
1614|6003557|160|87082999|25|3|22|577|2026-04-23 09:17:03|
1925|6100309|160|98020019|222|3|0|82|2026-04-17 13:48:10|
1925|6700254|160|87082999|66|3|22|175|2026-04-29 17:20:04|
3471|6400802|160|87082999|78|3|0|41|2026-04-02 12:32:02|
1614|6002327|160|87089999|47|3|22|869|2026-04-23 17:52:02|
1614|6003569|160|84123199|91|3|22|994|2026-04-23 10:28:03|
1614|6002299|160|98020019|164|3|22|27|2026-04-20 16:04:01|
1614|6002299|160|85371099|124|3|22|2201|2026-04-20 16:04:01|
1614|6003569|160|87082999|47|3|22|86|2026-04-23 10:28:03|
1614|6002235|160|87082999|53|3|22|1088|2026-04-21 10:01:03|
3471|6400802|160|87089999|114|3|0|499|2026-04-02 12:32:02|
3471|6401055|160|98020019|107|3|22|118|2026-04-29 13:11:05|
1614|6002052|160|87082999|112|3|0|289|2026-04-14 14:55:05|
1614|6003557|160|98020019|85|3|22|7|2026-04-23 09:17:03|
1759|6000774|160|94019999|6|6|0|80|2026-04-10 16:39:01|
1759|6000774|160|73269099|10|6|0|162|2026-04-10 16:39:01|
1614|6003557|160|87082999|37|3|22|944|2026-04-23 09:17:03|
1890|6066550|750|98020019|40|3|22|15702|2026-04-17 14:38:01|
1925|6700252|160|87088007|34|3|22|571|2026-04-28 18:17:02|
3471|6400802|160|85365099|22|3|0|1722|2026-04-02 12:32:02|
1614|6002239|160|87089999|108|3|22|523|2026-04-21 10:02:05|
1614|6002319|160|98020019|85|3|22|127|2026-04-20 15:18:03|
1614|6003555|160|87082999|17|3|22|494|2026-04-23 09:17:02|
1925|6000476|160|98020019|169|3|22|66|2026-04-24 17:09:04|
3577|6300621|521|87082904|22|3|0|23|2026-04-22 17:02:01|
3471|6401009|160|87089999|64|3|22|3575|2026-04-23 10:20:05|
3471|6400835|160|98020019|155|3|0|18|2026-04-01 16:33:05|
1925|6700252|160|85444299|66|3|22|4242|2026-04-28 18:17:02|
1925|6100309|160|98020019|210|3|0|20|2026-04-17 13:48:10|
3471|6400993|160|73181599|11|3|0|11|2026-04-22 19:32:02|
3471|6400805|160|39211991|1|6|0|4|2026-04-02 01:06:01|
1925|6000396|160|85365099|39|3|0|1639|2026-04-01 12:57:03|
1925|6700200|160|87082999|63|3|22|265|2026-04-23 20:27:03|
3471|6400971|160|87087099|7|3|22|44936|2026-04-17 19:49:03|
1925|6700256|160|98020019|17|3|22|4232|2026-04-29 13:55:03|
1614|6001959|160|73269099|3|6|0|331|2026-04-01 10:31:02|
3471|6400986|160|87082999|48|3|22|343|2026-04-22 21:37:01|
1925|6000474|160|87089999|98|3|22|1119|2026-04-24 17:09:03|
3471|6400994|160|98020019|223|3|22|49|2026-04-22 23:30:01|
1614|6002327|160|87082999|50|3|22|60|2026-04-23 17:52:02|
3577|6300621|521|98020019|53|3|0|3|2026-04-22 17:02:01|
3471|6400988|160|98020019|18|3|22|67|2026-04-22 21:37:02|
1614|6001958|160|98020019|209|3|0|56|2026-04-06 10:52:02|
3471|6401102|160|87089999|38|3|22|5453|2026-04-29 18:54:01|
1925|6100307|160|98020019|52|3|0|87|2026-04-17 13:29:09|
1925|6700200|160|87082999|39|3|22|322|2026-04-23 20:27:03|
3471|6400756|160|40169999|2|3|0|39|2026-04-01 23:55:02|
1614|6001958|160|98020019|194|3|0|140|2026-04-06 10:52:02|
3471|6400992|160|87082999|2|3|22|570|2026-04-22 22:33:02|
1925|6100309|160|87089904|30|3|0|2369|2026-04-17 13:48:10|
3471|6401102|160|87089999|50|3|22|484|2026-04-29 18:54:01|
1614|6001958|160|98020019|173|3|0|112|2026-04-06 10:52:02|
3471|6401015|160|87089999|51|3|22|169|2026-04-23 11:15:03|
1925|6000474|160|98020019|50|3|22|46|2026-04-24 17:09:03|
3471|6401011|160|87082999|61|3|22|1758|2026-04-23 10:26:05|
1614|6002303|160|98020019|72|3|22|293|2026-04-20 16:04:02|
1925|6000474|160|87082901|86|3|22|471|2026-04-24 17:09:03|
