Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1592|3002076|160|39269020|9|3|0|114|2023-03-23 12:03:00|
1592|3002076|160|39269020|9|6|0|92|2023-03-23 12:03:00|
1592|3002076|160|39269099|10|3|0|90|2023-03-23 12:03:00|
1592|3002076|160|39269099|11|3|0|10|2023-03-23 12:03:00|
1592|3002076|160|39269099|12|3|0|1|2023-03-23 12:03:00|
1592|3002076|160|39269099|13|3|0|7|2023-03-23 12:03:00|
1592|3002076|160|39269099|14|3|0|1|2023-03-23 12:03:00|
1592|3002076|160|39269099|15|3|0|1|2023-03-23 12:03:00|
1592|3002076|160|39269099|16|3|0|10|2023-03-23 12:03:00|
1592|3002076|160|39269099|17|3|0|5|2023-03-23 12:03:00|
1592|3002076|160|39269099|18|3|0|5|2023-03-23 12:03:00|
1592|3002076|160|39269099|19|3|0|8|2023-03-23 12:03:00|
1592|3002076|160|40091102|20|3|0|19|2023-03-23 12:03:00|
1592|3002076|160|40091102|21|3|0|8|2023-03-23 12:03:00|
1592|3002076|160|40091102|22|3|0|45|2023-03-23 12:03:00|
1592|3002076|160|40091102|23|3|0|27|2023-03-23 12:03:00|
1592|3002076|160|40169101|24|3|0|2|2023-03-23 12:03:00|
1592|3002076|160|40169101|24|6|0|1|2023-03-23 12:03:00|
1592|3002076|160|40169304|25|3|0|17|2023-03-23 12:03:00|
1592|3002076|160|40169304|26|3|0|18|2023-03-23 12:03:00|
1592|3002076|160|40169304|27|3|0|43|2023-03-23 12:03:00|
1592|3002076|160|40169304|28|3|0|13|2023-03-23 12:03:00|
1592|3002076|160|40169901|29|3|0|4|2023-03-23 12:03:00|
1592|3002076|160|40169901|29|6|0|1|2023-03-23 12:03:00|
1592|3002076|160|40169901|30|3|0|18|2023-03-23 12:03:00|
1592|3002076|160|40169901|30|6|0|5|2023-03-23 12:03:00|
1592|3002076|160|40169901|32|3|0|6|2023-03-23 12:03:00|
1592|3002076|160|40169901|32|6|0|2|2023-03-23 12:03:00|
1592|3002076|160|40169901|33|3|0|4|2023-03-23 12:03:00|
1592|3002076|160|40169901|33|6|0|1|2023-03-23 12:03:00|
1592|3002076|160|40169999|34|3|0|3|2023-03-23 12:03:00|
1592|3002076|160|40169999|35|3|0|38|2023-03-23 12:03:00|
1592|3002076|160|40169999|36|3|0|30|2023-03-23 12:03:00|
1592|3002076|160|40169999|37|3|0|5|2023-03-23 12:03:00|
1592|3002076|160|40169999|38|3|0|19|2023-03-23 12:03:00|
1592|3002076|160|40169999|39|3|0|5|2023-03-23 12:03:00|
1592|3002076|160|40169999|40|3|0|1|2023-03-23 12:03:00|
1592|3002076|160|40169999|41|3|0|12|2023-03-23 12:03:00|
1592|3002076|160|48239099|42|3|0|52|2023-03-23 12:03:00|
1592|3002076|160|48239099|42|6|0|15|2023-03-23 12:03:00|
1592|3002076|160|68151101|44|3|0|77|2023-03-23 12:03:00|
1592|3002076|160|68151101|44|6|0|23|2023-03-23 12:03:00|
1592|3002076|160|70091099|45|3|0|6|2023-03-23 12:03:00|
1592|3002076|160|70091099|45|6|0|5|2023-03-23 12:03:00|
1592|3002076|160|70091099|46|3|0|163|2023-03-23 12:03:00|
1592|3002076|160|70091099|46|6|0|132|2023-03-23 12:03:00|
1592|3002076|160|73181504|47|3|0|38|2023-03-23 12:03:00|
1592|3002076|160|73181504|47|6|0|11|2023-03-23 12:03:00|
1592|3002076|160|73181599|48|3|0|3|2023-03-23 12:03:00|
