Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
1925|5001421|160|83023091|111|PS|XIX||2025-11-19 12:01:02|
3471|5600860|160|39269099|9|EN|U|NOM-002-CONAGUA-2021|2025-11-14 16:30:07|
3471|5600862|160|73181599|91|EC|1||2025-11-14 16:48:01|
1925|5700271|160|73182291|14|EN|X|NOM-050-SCFI-2004|2025-11-19 09:42:02|
1925|5100827|160|87082999|196|PS|XIX||2025-11-12 16:35:05|
3471|5600946|160|98020019|183|EC|1||2025-11-28 20:35:00|
3471|5600946|160|39269099|7|XP|S3|U|2025-11-28 20:35:00|
1925|5100825|160|87082999|117|PS|XIX||2025-11-12 16:35:02|
1925|5001423|160|40093205|213|EN|X|NOM-209-SCFI-2017|2025-11-19 12:01:02|
1925|5700242|160|87082999|19|PS|XIX||2025-11-13 11:23:02|
3471|5600792|160|70091099|38|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600785|160|85444299|37|PS|XIX||2025-11-19 19:35:02|
3471|5600858|160|85443099|30|EN|E|NOM-024-SCFI-2013|2025-11-14 17:16:03|
3471|5600792|160|85122099|111|PS|XIX||2025-11-14 17:05:01|
1925|5700200|160|87082999|61|PS|XIX||2025-11-13 10:25:05|
1925|5700236|160|84213199|1|EN|X|NOM-050-SCFI-2004|2025-11-13 10:49:01|
1925|5001428|160|73269099|2|XP|T9|U|2025-11-19 12:00:03|
3471|5600863|160|73269099|11|XP|T9|U|2025-11-14 16:10:03|
1925|5700238|160|73181599|84|EC|1||2025-11-13 14:41:01|
3471|5600789|160|73181599|46|EC|1||2025-11-19 18:29:04|
1925|5100829|160|87082999|12|PS|XIX||2025-11-12 16:35:03|
3471|5600949|160|63079099|2|XP|T9|U|2025-11-27 18:39:02|
3471|5600942|160|87082999|2|PS|XIX||2025-11-27 18:24:03|
1925|5100823|160|84833004|230|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
1925|5001423|160|87089999|225|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
1925|5700236|160|39269099|33|EN|X|NOM-050-SCFI-2004|2025-11-13 10:49:01|
3471|5600864|160|87082999|75|PS|XIX||2025-11-14 16:48:03|
1925|5700273|160|87082999|35|PS|XIX||2025-11-19 09:44:04|
1925|5700238|160|73181606|114|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
3577|5102368|521|49089099|16|EN|X|NOM-050-SCFI-2004|2025-11-13 19:27:00|
3471|5600862|160|39269099|32|XP|S3|U|2025-11-14 16:48:01|
3577|5102368|521|49089099|18|EN|X|NOM-050-SCFI-2004|2025-11-13 19:27:00|
1925|5001422|160|73269099|1|XP|T9|U|2025-11-19 12:00:01|
3471|5600794|160|39269099|5|EN|U|NOM-002-CONAGUA-2021|2025-11-14 15:50:01|
3471|5600866|160|90328999|108|PS|XIX||2025-11-14 16:09:02|
3471|5600788|160|73269099|6|XP|T9|U|2025-11-20 10:54:04|
1925|5700216|160|87082201|78|PS|XIX||2025-11-12 18:20:01|
1925|5700351|160|87082999|40|PS|XIX||2025-11-28 14:22:01|
3471|5600946|160|87083011|213|EN|X|NOM-050-SCFI-2004|2025-11-28 20:35:00|
1925|5700214|160|85044099|49|EN|X|NOM-024-SCFI-2013|2025-11-12 18:15:01|
1925|5100858|160|73269099|33|XP|T9|U|2025-11-19 11:48:01|
1925|5700236|160|87085099|74|PS|XIX||2025-11-13 10:49:01|
1925|5700204|160|85044099|58|EN|U|NOM-001-SCFI-2018|2025-11-13 10:37:02|
3471|5600785|160|87089999|88|EN|X|NOM-050-SCFI-2004|2025-11-19 19:35:02|
3577|5102368|521|49089099|15|EN|X|NOM-050-SCFI-2004|2025-11-13 19:27:00|
3471|5600862|160|73181599|68|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600858|160|85182202|28|EN|X|NOM-032-ENER-2013|2025-11-14 17:16:03|
3471|5600895|160|39269099|13|EN|X|NOM-050-SCFI-2004|2025-11-15 11:53:02|
3471|5600764|160|73269099|74|XP|T9|U|2025-11-19 19:00:03|
3471|5600862|160|73181606|103|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600858|160|73181599|9|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
3471|5600790|160|73269099|8|XP|T1|U|2025-11-19 18:29:02|
1925|5001390|160|87082999|27|PS|XIX||2025-11-13 13:04:03|
3471|5600944|160|83023091|34|PS|XIX||2025-11-27 19:08:01|
1925|5700242|160|87082999|27|PS|XIX||2025-11-13 11:23:02|
3043|5603394|520|73269099|1|XP|C6|UM|2025-11-11 18:08:02|
1925|5100854|160|83100099|220|ES|N||2025-11-19 11:25:05|
1925|5700204|160|85044099|58|EN|X|NOM-024-SCFI-2013|2025-11-13 10:37:02|
3471|5600796|160|87082999|65|PS|XIX||2025-11-14 17:16:03|
1925|5700327|160|87082999|107|PS|XIX||2025-11-20 12:24:03|
3471|5600895|160|73269099|32|XP|T9|U|2025-11-15 11:53:02|
3471|5600798|160|73181606|87|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
3471|5600866|160|39269099|7|EN|U|NOM-002-CONAGUA-2021|2025-11-14 16:09:02|
3471|5600895|160|39269099|6|XP|A1|U|2025-11-15 11:53:02|
1925|5700283|160|84836099|13|PS|XIX||2025-11-19 10:05:03|
3471|5600796|160|85444299|17|PS|XIX||2025-11-14 17:16:03|
1925|5700230|160|87082999|8|PS|XIX||2025-11-13 09:40:03|
1925|5100856|160|85365099|73|EN|X|NOM-003-SCFI-2014|2025-11-19 11:27:03|
1925|5100825|160|87082999|114|PS|XIX||2025-11-12 16:35:02|
3471|5600796|160|87082999|49|PS|XIX||2025-11-14 17:16:03|
3471|5600796|160|87089999|113|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
1925|5100825|160|87082999|13|PS|XIX||2025-11-12 16:35:02|
1925|5001427|160|87082999|26|PS|XIX||2025-11-19 12:00:05|
3471|5600858|160|85124001|26|EN|X|NOM-024-SCFI-2013|2025-11-14 17:16:03|
3471|5600798|160|73269099|110|XP|T3|U|2025-11-14 16:30:06|
1925|5700327|160|87082999|82|PS|XIX||2025-11-20 12:24:03|
3471|5600895|160|39269099|7|EN|X|NOM-050-SCFI-2004|2025-11-15 11:53:02|
1925|5700217|160|73181599|9|EC|1||2025-11-13 09:58:01|
3471|5600798|160|87089999|216|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
3471|5600895|160|39269099|8|EN|X|NOM-050-SCFI-2004|2025-11-15 11:53:02|
1925|5100854|160|85122099|96|PS|XIX||2025-11-19 11:25:05|
3471|5600864|160|85124001|30|EN|X|NOM-024-SCFI-2013|2025-11-14 16:48:03|
1925|5700218|160|73181599|9|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
3471|5600764|160|87089999|198|EN|X|NOM-050-SCFI-2004|2025-11-19 19:00:03|
1925|5700226|160|40169901|123|PS|XIX||2025-11-12 18:32:01|
1925|5700242|160|83023091|57|PS|XIX||2025-11-13 11:23:02|
3471|5600796|160|85044099|10|EN|ENOM|NOM-058-SCFI-2017|2025-11-14 17:16:03|
1925|5700210|160|85124001|53|EN|X|NOM-024-SCFI-2013|2025-11-12 17:57:01|
3471|5600766|160|39269099|33|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
1925|5001386|160|87082999|165|PS|XIX||2025-11-13 13:04:02|
1925|5700218|160|73182403|142|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
1925|5700283|160|73269099|10|XP|T1|U|2025-11-19 10:05:03|
3471|5600895|160|87089904|97|PS|XIX||2025-11-15 11:53:02|
3471|5600792|160|73181599|51|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600798|160|73181599|70|EC|1||2025-11-14 16:30:06|
3471|5600895|160|70091099|22|EN|X|NOM-050-SCFI-2004|2025-11-15 11:53:02|
1925|5001425|160|87082201|188|PS|XIX||2025-11-19 12:01:01|
3577|5102368|521|40169304|13|EN|X|NOM-002-CONAGUA-2021|2025-11-13 19:27:00|
3471|5600798|160|87082999|160|PS|XIX||2025-11-14 16:30:06|
1925|5100854|160|73181599|290|EC|1||2025-11-19 11:25:05|
1925|5700211|160|73269099|3|XP|T9|U|2025-11-12 18:07:01|
3471|5600796|160|73269099|5|XP|T9|U|2025-11-14 17:16:03|
3471|5600796|160|87082999|33|PS|XIX||2025-11-14 17:16:03|
1925|5700210|160|73269099|2|XP|T9|U|2025-11-12 17:57:01|
3471|5600766|160|73262006|118|EN|U|NOM-050-SCFI-2004|2025-11-19 18:35:03|
1925|5700204|160|39269099|78|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
3471|5600862|160|73181599|88|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
1925|5700279|160|73181599|1|EN|X|NOM-050-SCFI-2004|2025-11-19 09:58:02|
1925|5700208|160|87082999|10|PS|XIX||2025-11-13 11:04:05|
3471|5600792|160|87089999|213|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600862|160|73181599|73|EC|1||2025-11-14 16:48:01|
1925|5700218|160|39235001|56|PS|XIX||2025-11-13 10:05:03|
3471|5600770|160|87082999|69|PS|XIX||2025-11-19 18:29:05|
1925|5001386|160|73181599|20|EC|1||2025-11-13 13:04:02|
1925|5001394|160|39269014|222|PS|XIX||2025-11-13 11:32:07|
1925|5100858|160|87082999|9|PS|XIX||2025-11-19 11:48:01|
1925|5100827|160|87082999|174|PS|XIX||2025-11-12 16:35:05|
3471|5600796|160|84152001|7|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
1925|5700218|160|39269099|137|XP|S3|U|2025-11-13 10:05:03|
1925|5100823|160|73181599|209|EC|1||2025-11-12 16:31:00|
3471|5600791|160|84152001|2|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
1925|5700238|160|73181599|31|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
3471|5600860|160|87082999|75|PS|XIX||2025-11-14 16:30:07|
1925|5100856|160|87082999|190|PS|XIX||2025-11-19 11:27:03|
1925|5700218|160|73269099|41|XP|T9|U|2025-11-13 10:05:03|
3471|5600792|160|73269099|93|XP|T1|U|2025-11-14 17:05:01|
3471|5600792|160|87082101|137|EN|X|NOM-119-SCFI-2000|2025-11-14 17:05:01|
3471|5600895|160|73181606|28|EN|X|NOM-050-SCFI-2004|2025-11-15 11:53:02|
1925|5001423|160|73181401|131|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
3471|5600860|160|87082999|78|PS|XIX||2025-11-14 16:30:07|
3471|5600862|160|73181599|61|EC|1||2025-11-14 16:48:01|
1925|5700277|160|39269099|75|EN|X|NOM-050-SCFI-2004|2025-11-19 09:58:01|
1925|5700212|160|87082999|5|PS|XIX||2025-11-12 18:08:01|
3471|5600862|160|73181599|66|EC|1||2025-11-14 16:48:01|
3471|5600867|160|73269099|3|XP|T1|U|2025-11-14 16:09:02|
1925|5700226|160|73181599|6|EN|X|NOM-050-SCFI-2004|2025-11-12 18:32:01|
1925|5001425|160|87082201|192|PS|XIX||2025-11-19 12:01:01|
3471|5600798|160|73269099|106|XP|T1|U|2025-11-14 16:30:06|
1925|5700238|160|73181599|22|EC|1||2025-11-13 14:41:01|
3471|5600764|160|39269099|27|XP|S1|U|2025-11-19 19:00:03|
3471|5600895|160|87082999|83|PS|XIX||2025-11-15 11:53:02|
1925|5001388|160|39269099|88|ES|N||2025-11-13 13:04:02|
3471|5600792|160|84254299|104|EN|U|NOM-114-SCFI-2016|2025-11-14 17:05:01|
3471|5600895|160|39269099|6|XP|S1|U|2025-11-15 11:53:02|
3471|5600764|160|85365099|95|EN|X|NOM-024-SCFI-2013|2025-11-19 19:00:03|
3471|5600862|160|73181599|92|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
1925|5001386|160|87082999|174|PS|XIX||2025-11-13 13:04:02|
1925|5001427|160|39269099|61|XP|A1|U|2025-11-19 12:00:05|
1925|5700210|160|85365099|41|EN|X|NOM-003-SCFI-2014|2025-11-12 17:57:01|
1925|5700238|160|85129007|68|EN|U|NOM-050-SCFI-2004|2025-11-13 14:41:01|
3471|5600798|160|73181606|88|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
1925|5700214|160|73181599|44|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5001425|160|39235001|7|PS|XIX||2025-11-19 12:01:01|
1925|5001386|160|73181599|33|EC|1||2025-11-13 13:04:02|
1925|5700238|160|87085099|149|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
1925|5001423|160|73269099|33|XP|T9|U|2025-11-19 12:01:02|
3471|5600895|160|87089999|98|EN|X|NOM-050-SCFI-2004|2025-11-15 11:53:02|
1925|5700238|160|87085099|148|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
3471|5600862|160|87089999|230|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600895|160|87082999|61|PS|XIX||2025-11-15 11:53:02|
3471|5600764|160|39269099|20|XP|S3|U|2025-11-19 19:00:03|
3471|5600860|160|39269099|7|XP|S1|U|2025-11-14 16:30:07|
3471|5600798|160|87082999|165|PS|XIX||2025-11-14 16:30:06|
1925|5100856|160|73181401|37|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
1925|5100827|160|85122099|77|PS|XIX||2025-11-12 16:35:05|
3471|5600798|160|39269099|31|EN|U|NOM-002-CONAGUA-2021|2025-11-14 16:30:06|
1925|5700218|160|73182403|61|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
1925|5100827|160|73181599|5|EC|1||2025-11-12 16:35:05|
1925|5001425|160|87089999|61|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:01|
3471|5600862|160|73269099|137|XP|T9|U|2025-11-14 16:48:01|
3471|5600794|160|39269099|6|EN|U|NOM-002-CONAGUA-2021|2025-11-14 15:50:01|
1925|5001427|160|85129007|30|EN|U|NOM-050-SCFI-2004|2025-11-19 12:00:05|
3471|5600895|160|87082999|76|PS|XIX||2025-11-15 11:53:02|
3471|5600866|160|87082999|49|PS|XIX||2025-11-14 16:09:02|
1925|5700240|160|73181599|5|EC|1||2025-11-13 11:24:02|
1925|5700228|160|84152001|12|PS|XIX||2025-11-13 09:35:05|
3471|5600783|160|73269099|3|XP|T9|U|2025-11-19 15:08:00|
3471|5600799|160|73269099|11|XP|T9|U|2025-11-14 15:49:03|
3471|5600862|160|87089203|212|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
1925|5001423|160|87082999|82|PS|XIX||2025-11-19 12:01:02|
1925|5001386|160|87089999|155|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
1925|5700238|160|73181599|171|EC|1||2025-11-13 14:41:01|
1925|5700238|160|73181401|38|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
1925|5700204|160|39269099|116|XP|S1|U|2025-11-13 10:37:02|
3043|5603481|520|73269099|1|XP|T8|U|2025-11-20 18:47:01|
1925|5001394|160|87089999|76|EN|X|NOM-050-SCFI-2004|2025-11-13 11:32:07|
3471|5600794|160|87082999|51|PS|XIX||2025-11-14 15:50:01|
3471|5600787|160|73181599|80|EC|1||2025-11-20 10:54:04|
1925|5700238|160|73269099|61|XP|T9|U|2025-11-13 14:41:01|
1925|5001392|160|87089203|15|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:03|
1925|5001390|160|73269099|28|XP|T1|U|2025-11-13 13:04:03|
3471|5600792|160|73269099|89|XP|T9|U|2025-11-14 17:05:01|
1925|5100854|160|73181606|278|EN|X|NOM-050-SCFI-2004|2025-11-19 11:25:05|
1925|5700238|160|87089999|165|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
1925|5001394|160|73181599|60|EN|X|NOM-050-SCFI-2004|2025-11-13 11:32:07|
1925|5700327|160|87082999|99|PS|XIX||2025-11-20 12:24:03|
1925|5100825|160|87082201|90|PS|XIX||2025-11-12 16:35:02|
3471|5600796|160|39269099|2|XP|A1|U|2025-11-14 17:16:03|
1925|5700204|160|84253101|55|PS|XIX||2025-11-13 10:37:02|
1925|5100827|160|87088007|41|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:05|
1925|5100856|160|87083099|127|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
3471|5600798|160|85122099|120|EN|X|NOM-024-SCFI-2013|2025-11-14 16:30:06|
1925|5700204|160|73181599|8|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
1925|5100856|160|84833004|138|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
1925|5700232|160|87089999|14|EN|X|NOM-050-SCFI-2004|2025-11-13 09:50:05|
1925|5700238|160|85365099|138|EN|X|NOM-003-SCFI-2014|2025-11-13 14:41:01|
3471|5600866|160|40169901|11|PS|XIX||2025-11-14 16:09:02|
1925|5700240|160|87082999|2|PS|XIX||2025-11-13 11:24:02|
1925|5700271|160|70091099|83|EN|X|NOM-050-SCFI-2004|2025-11-19 09:42:02|
3471|5600792|160|73181599|46|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5001394|160|39269099|186|XP|A1|U|2025-11-13 11:32:07|
1925|5100856|160|84213199|2|EN|X|NOM-050-SCFI-2004|2025-11-19 11:27:03|
1925|5100831|160|87089203|4|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:03|
3471|5600863|160|73269099|9|XP|T1|U|2025-11-14 16:10:03|
3471|5600799|160|73269099|4|XP|T3|U|2025-11-14 15:49:03|
1925|5100825|160|87082999|62|PS|XIX||2025-11-12 16:35:02|
3471|5600768|160|39269099|3|XP|A1|U|2025-11-19 16:47:03|
3471|5600798|160|73181599|65|EC|1||2025-11-14 16:30:06|
3471|5600792|160|73181599|62|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
1925|5700355|160|85044099|192|PS|XIX||2025-11-20 11:41:02|
3471|5600792|160|73182403|85|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600866|160|85129007|21|EN|X|NOM-024-SCFI-2013|2025-11-14 16:09:02|
1925|5001386|160|73182291|47|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
1925|5001394|160|87089999|77|EN|X|NOM-050-SCFI-2004|2025-11-13 11:32:07|
1925|5100854|160|73181599|109|EC|1||2025-11-19 11:25:05|
1925|5700200|160|87082999|71|PS|XIX||2025-11-13 10:25:05|
3471|5600861|160|63079099|1|EX|31||2025-11-14 16:09:03|
3471|5600789|160|87082999|145|PS|XIX||2025-11-19 18:29:04|
1925|5100832|160|73269099|4|XP|T1|U|2025-11-12 16:40:01|
1925|5001386|160|39269099|148|XP|S1|U|2025-11-13 13:04:02|
3471|5600798|160|85365099|127|EN|U|NOM-003-SCFI-2014|2025-11-14 16:30:06|
1925|5700236|160|87088007|12|PS|XIX||2025-11-13 10:49:01|
1925|5700281|160|39269099|117|XP|S3|U|2025-11-19 10:04:02|
3471|5600794|160|85122099|33|PS|XIX||2025-11-14 15:50:01|
3471|5600866|160|39269099|7|XP|S3|U|2025-11-14 16:09:02|
3471|5600791|160|87082999|9|PS|XIX||2025-11-19 18:35:03|
1925|5700230|160|87082999|5|PS|XIX||2025-11-13 09:40:03|
3471|5600792|160|87089203|186|EN|X|NOM-050-SCFI-2004|2025-11-14 17:05:01|
3471|5600862|160|90328999|241|PS|XIX||2025-11-14 16:48:01|
1925|5700238|160|73181599|29|EC|1||2025-11-13 14:41:01|
3471|5600780|160|87082999|28|PS|XIX||2025-11-19 19:29:03|
1925|5700239|160|73269099|1|XP|T9|U|2025-11-13 11:28:01|
3471|5600794|160|39269099|10|EN|X|NOM-050-SCFI-2004|2025-11-14 15:50:01|
1925|5700353|160|87082999|3|PS|XIX||2025-11-20 11:39:04|
1925|5700216|160|87082999|75|PS|XIX||2025-11-12 18:20:01|
3471|5600863|160|73269099|8|XP|T9|U|2025-11-14 16:10:03|
3471|5600796|160|87082999|52|PS|XIX||2025-11-14 17:16:03|
1925|5700210|160|70091099|46|PS|XIX||2025-11-12 17:57:01|
3471|5600768|160|87082999|46|PS|XIX||2025-11-19 16:47:03|
3471|5600863|160|73269099|4|XP|T3|U|2025-11-14 16:10:03|
1925|5001386|160|87082999|90|PS|XIX||2025-11-13 13:04:02|
1925|5001421|160|87089999|142|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
1925|5001393|160|73269099|1|XP|T1|U|2025-11-13 11:32:03|
1925|5001394|160|73181599|206|EN|X|NOM-050-SCFI-2004|2025-11-13 11:32:07|
3471|5600862|160|85365099|166|EN|U|NOM-003-SCFI-2014|2025-11-14 16:48:01|
1925|5001390|160|73181599|43|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:03|
3471|5600766|160|73181599|51|EC|1||2025-11-19 18:35:03|
1925|5001386|160|87082999|180|PS|XIX||2025-11-13 13:04:02|
3471|5600867|160|73269099|4|XP|T3|U|2025-11-14 16:09:02|
1925|5001428|160|73269099|5|XP|T1|U|2025-11-19 12:00:03|
1925|5100823|160|85365099|187|EN|X|NOM-024-SCFI-2013|2025-11-12 16:31:00|
3471|5600796|160|39269099|2|XP|S3|U|2025-11-14 17:16:03|
3471|5600796|160|87082999|68|PS|XIX||2025-11-14 17:16:03|
1925|5100829|160|85122099|49|PS|XIX||2025-11-12 16:35:03|
3471|5600768|160|85122002|22|EN|X|NOM-024-SCFI-2013|2025-11-19 16:47:03|
3471|5600858|160|73181599|8|EC|1||2025-11-14 17:16:03|
3471|5600866|160|73269099|17|XP|T3|U|2025-11-14 16:09:02|
1925|5001421|160|39269099|115|XP|S3|U|2025-11-19 12:01:02|
1925|5001389|160|73269099|5|XP|T9|U|2025-11-13 11:32:02|
3471|5600866|160|87082999|59|PS|XIX||2025-11-14 16:09:02|
3471|5600866|160|85365099|25|EN|X|NOM-024-SCFI-2013|2025-11-14 16:09:02|
1925|5001386|160|87089999|125|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
1925|5001427|160|87082101|69|EN|X|NOM-119-SCFI-2000|2025-11-19 12:00:05|
3471|5600866|160|39269099|8|XP|A1|U|2025-11-14 16:09:02|
3471|5600858|160|87089999|78|EN|X|NOM-050-SCFI-2004|2025-11-14 17:16:03|
1925|5100856|160|87082999|162|PS|XIX||2025-11-19 11:27:03|
1925|5700218|160|73181599|30|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
1925|5001394|160|90328999|128|PS|XIX||2025-11-13 11:32:07|
1925|5700236|160|87088099|13|EN|X|NOM-050-SCFI-2004|2025-11-13 10:49:01|
1925|5700238|160|73181599|11|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
3471|5600780|160|87082999|27|PS|XIX||2025-11-19 19:29:03|
1925|5700238|160|73181599|35|EC|1||2025-11-13 14:41:01|
1925|5700230|160|87082999|4|PS|XIX||2025-11-13 09:40:03|
3471|5600782|160|85365099|91|EN|U|NOM-003-SCFI-2014|2025-11-19 15:41:01|
1925|5001386|160|73181599|13|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
3471|5600798|160|87082999|152|PS|XIX||2025-11-14 16:30:06|
3471|5600862|160|85044099|158|PS|XIX||2025-11-14 16:48:01|
1925|5700238|160|85365099|132|EN|X|NOM-003-SCFI-2014|2025-11-13 14:41:01|
3471|5600782|160|39269099|32|EN|X|NOM-050-SCFI-2004|2025-11-19 15:41:01|
3471|5600862|160|39269099|29|XP|S1|U|2025-11-14 16:48:01|
3471|5600862|160|73181401|50|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600790|160|73269099|5|XP|T9|U|2025-11-19 18:29:02|
1925|5700226|160|85365099|65|EN|U|NOM-024-SCFI-2013|2025-11-12 18:32:01|
3471|5600796|160|73181599|4|EC|1||2025-11-14 17:16:03|
1925|5700238|160|73182291|51|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
1925|5001394|160|87082999|12|PS|XIX||2025-11-13 11:32:07|
1925|5700277|160|39263002|71|EN|U|NOM-050-SCFI-2004|2025-11-19 09:58:01|
3471|5600798|160|39269099|36|XP|A1|U|2025-11-14 16:30:06|
3471|5600860|160|39269099|12|XP|S1|U|2025-11-14 16:30:07|
3471|5600782|160|87082101|97|EN|X|NOM-119-SCFI-2000|2025-11-19 15:41:01|
1925|5001386|160|39269099|148|EN|U|NOM-002-CONAGUA-2021|2025-11-13 13:04:02|
3471|5600862|160|73181599|89|EC|1||2025-11-14 16:48:01|
3471|5600865|160|73269099|2|XP|T1|U|2025-11-14 16:48:02|
1925|5700238|160|39269029|167|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
1925|5001421|160|73181599|19|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
3471|5600860|160|70091099|22|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:07|
3471|5600798|160|87082999|191|PS|XIX||2025-11-14 16:30:06|
3471|5600789|160|84099199|103|EN|X|NOM-050-SCFI-2004|2025-11-19 18:29:04|
1925|5001386|160|73181599|144|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
3471|5600864|160|87082999|70|PS|XIX||2025-11-14 16:48:03|
1925|5700218|160|73181599|32|EC|1||2025-11-13 10:05:03|
1925|5700232|160|87082999|68|PS|XIX||2025-11-13 09:50:05|
1925|5100858|160|84152001|30|EN|X|NOM-050-SCFI-2004|2025-11-19 11:48:01|
3471|5600862|160|87089999|219|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600794|160|39269099|6|XP|S1|U|2025-11-14 15:50:01|
1925|5100856|160|73181599|39|EC|1||2025-11-19 11:27:03|
1925|5700204|160|73182291|9|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
1925|5001388|160|39269099|97|XP|S1|U|2025-11-13 13:04:02|
3471|5600862|160|73269099|136|XP|T1|U|2025-11-14 16:48:01|
1925|5700236|160|39269099|32|XP|A1|U|2025-11-13 10:49:01|
1925|5700273|160|85365099|43|EN|X|NOM-003-SCFI-2014|2025-11-19 09:44:04|
3471|5600860|160|87087099|88|EN|U|NOM-086-1-SCFI-2020|2025-11-14 16:30:07|
3471|5600862|160|73181599|74|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
1925|5700277|160|87083099|94|EN|X|NOM-050-SCFI-2004|2025-11-19 09:58:01|
1925|5001394|160|73182403|52|EN|X|NOM-050-SCFI-2004|2025-11-13 11:32:07|
3471|5600798|160|73181599|77|EN|X|NOM-050-SCFI-2004|2025-11-14 16:30:06|
1925|5001394|160|73181599|194|EC|1||2025-11-13 11:32:07|
1925|5001394|160|87082999|4|PS|XIX||2025-11-13 11:32:07|
1925|5001421|160|39269099|122|EN|U|NOM-002-CONAGUA-2021|2025-11-19 12:01:02|
3471|5600862|160|83082001|148|PS|XIX||2025-11-14 16:48:01|
3471|5600895|160|85044099|37|EN|ENOM|NOM-058-SCFI-2017|2025-11-15 11:53:02|
3471|5600789|160|85365099|114|EN|X|NOM-024-SCFI-2013|2025-11-19 18:29:04|
1925|5700236|160|49089099|42|EN|X|NOM-050-SCFI-2004|2025-11-13 10:49:01|
3471|5600862|160|73182291|117|EN|X|NOM-050-SCFI-2004|2025-11-14 16:48:01|
3471|5600866|160|87082999|48|PS|XIX||2025-11-14 16:09:02|
1925|5001386|160|87089999|67|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
3471|5600789|160|73182403|94|EN|X|NOM-050-SCFI-2004|2025-11-19 18:29:04|
3471|5600794|160|87082999|53|PS|XIX||2025-11-14 15:50:01|
