Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1925|5700238|160|73181599|15|6|0|233|2025-11-13 14:41:01|
1925|5001421|160|85122099|171|3|0|4577|2025-11-19 12:01:02|
1925|5700347|160|94019999|27|3|0|436|2025-11-24 13:15:00|
1925|5700238|160|73181599|27|6|0|388|2025-11-13 14:41:01|
3471|5600858|160|84123199|16|3|0|931|2025-11-14 17:16:03|
3471|5600798|160|87088005|198|3|0|736|2025-11-14 16:30:06|
1925|5700282|160|73269099|3|3|0|112|2025-11-19 10:04:01|
1925|5700277|160|87082919|91|3|0|5807|2025-11-19 09:58:01|
1925|5001425|160|94019999|227|3|0|160|2025-11-19 12:01:01|
1925|5100823|160|73181599|2|6|0|259|2025-11-12 16:31:00|
1925|5100827|160|87088005|47|3|0|239|2025-11-12 16:35:05|
1925|5700365|160|87082999|35|3|0|495|2025-11-21 13:40:02|
1925|5700270|160|63079099|1|6|0|137|2025-11-19 09:41:03|
1925|5700355|160|87082999|134|3|0|94|2025-11-20 11:41:02|
1925|5100825|160|87089999|3|3|0|558|2025-11-12 16:35:02|
3471|5600782|160|40169999|38|3|0|25|2025-11-19 15:41:01|
3471|5600866|160|87082999|89|3|0|215|2025-11-14 16:09:02|
1925|5700335|160|87082999|13|3|0|224|2025-11-21 12:21:01|
1925|5700349|160|39174001|27|3|0|282|2025-11-24 13:18:01|
1925|5700238|160|73182403|87|3|0|88|2025-11-13 14:41:01|
3471|5600782|160|85365099|91|3|0|367|2025-11-19 15:41:01|
1925|5100825|160|87082999|15|3|0|119|2025-11-12 16:35:02|
1925|5700277|160|73181599|15|3|0|191|2025-11-19 09:58:01|
3471|5600778|160|98020019|63|3|0|76|2025-11-21 18:31:03|
1925|5001425|160|87082999|159|3|0|2642|2025-11-19 12:01:01|
1925|5100823|160|73182291|123|3|0|4|2025-11-12 16:31:00|
1925|5100823|160|87082999|46|3|0|42|2025-11-12 16:31:00|
3471|5600780|160|87089999|69|3|0|588|2025-11-19 19:29:03|
3471|5600778|160|39269099|17|3|0|219|2025-11-21 18:31:03|
1925|5700355|160|87089412|62|3|0|1238|2025-11-20 11:41:02|
3471|5600862|160|84073304|150|3|0|86806|2025-11-14 16:48:01|
3471|5600858|160|87088007|60|3|0|5007|2025-11-14 17:16:03|
1925|5001388|160|87082999|75|3|0|149|2025-11-13 13:04:02|
3471|5600766|160|87082999|186|3|0|92|2025-11-19 18:35:03|
1925|5700356|160|73269099|3|3|0|947|2025-11-21 11:51:02|
1925|5100830|160|39232991|2|3|0|95|2025-11-12 16:35:03|
3471|5600858|160|87089999|84|3|0|185|2025-11-14 17:16:03|
1925|5100831|160|40169999|60|3|0|36|2025-11-12 16:35:03|
1925|5700355|160|73181599|7|6|0|573|2025-11-20 11:41:02|
1925|5700277|160|85365099|63|3|0|2445|2025-11-19 09:58:01|
3471|5600776|160|85182202|69|3|0|3362|2025-11-21 18:08:02|
3471|5600858|160|73182291|15|6|0|26|2025-11-14 17:16:03|
3471|5600798|160|39199099|15|3|0|14|2025-11-14 16:30:06|
1925|5700339|160|73181599|52|3|0|41|2025-11-22 10:51:00|
1925|5700331|160|87082919|123|3|0|7297|2025-11-21 12:15:02|
1925|5700355|160|73182291|19|6|0|20|2025-11-20 11:41:02|
1925|5100831|160|39199099|24|3|0|24|2025-11-12 16:35:03|
1925|5700283|160|84099199|4|3|0|85|2025-11-19 10:05:03|
1925|5700238|160|73181599|75|3|0|760|2025-11-13 14:41:01|
3471|5600768|160|87082999|60|3|0|73|2025-11-19 16:47:03|
1925|5001421|160|87088005|119|3|0|1053|2025-11-19 12:01:02|
1925|5700238|160|85365099|135|3|0|4144|2025-11-13 14:41:01|
3471|5600782|160|73181606|60|3|0|129|2025-11-19 15:41:01|
3471|5600795|160|73269099|2|6|0|2769|2025-11-14 15:49:02|
1925|5700347|160|87089999|44|3|0|279|2025-11-24 13:15:00|
3471|5600787|160|49089099|73|6|0|58|2025-11-20 10:54:04|
1925|5700289|160|87082999|34|3|0|113|2025-11-26 17:57:07|
1925|5100823|160|87085099|202|6|0|2048|2025-11-12 16:31:00|
1925|5700200|160|87089999|5|3|0|209|2025-11-13 10:25:05|
1925|5700359|160|94019999|24|3|0|132|2025-11-21 11:54:06|
3471|5600766|160|73182291|102|3|0|5|2025-11-19 18:35:03|
1925|5700277|160|87082919|90|3|0|5807|2025-11-19 09:58:01|
1925|5700226|160|87085099|97|6|0|2585|2025-11-12 18:32:01|
3577|5102382|521|87089999|29|3|0|15|2025-11-19 14:44:02|
1925|5100827|160|87082922|80|6|0|3522|2025-11-12 16:35:05|
1925|5700331|160|73181606|128|3|0|858|2025-11-21 12:15:02|
1925|5001421|160|87089999|143|3|0|674|2025-11-19 12:01:02|
1925|5700238|160|73181599|84|6|0|78|2025-11-13 14:41:01|
3471|5600798|160|39199099|4|3|0|162|2025-11-14 16:30:06|
1925|5100823|160|87088007|169|3|0|3831|2025-11-12 16:31:00|
1925|5700355|160|87089999|172|3|0|3017|2025-11-20 11:41:02|
1925|5700287|160|94019999|17|3|0|421|2025-11-26 17:43:03|
1925|5700357|160|73181599|7|3|0|467|2025-11-21 11:53:02|
1925|5700238|160|73182291|53|6|0|39|2025-11-13 14:41:01|
1925|5700202|160|87087099|7|3|0|35145|2025-11-13 10:26:04|
1925|5100856|160|73181606|40|6|0|20|2025-11-19 11:27:03|
1925|5001425|160|94019999|168|3|0|114|2025-11-19 12:01:01|
3471|5600789|160|87082922|134|6|0|4972|2025-11-19 18:29:04|
1925|5100823|160|73181599|91|3|0|80|2025-11-12 16:31:00|
1925|5700283|160|83021002|40|3|0|1507|2025-11-19 10:05:03|
1925|5700238|160|87089999|124|3|0|12|2025-11-13 14:41:01|
1925|5700329|160|87089999|86|3|0|209|2025-11-20 12:28:02|
3471|5600768|160|87089999|83|3|0|209|2025-11-19 16:47:03|
3471|5600862|160|73202005|129|3|0|48|2025-11-14 16:48:01|
3471|5600782|160|73262006|72|3|0|5|2025-11-19 15:41:01|
1925|5100823|160|73181599|99|3|0|90|2025-11-12 16:31:00|
3471|5600778|160|85044099|122|3|0|1242|2025-11-21 18:31:03|
1925|5001425|160|73181606|132|3|0|86|2025-11-19 12:01:01|
1925|5100856|160|73181599|28|6|0|61|2025-11-19 11:27:03|
1925|5100826|160|73269099|4|3|0|440|2025-11-12 16:35:01|
1925|5700214|160|83082001|27|3|0|63|2025-11-12 18:15:01|
1925|5100856|160|73181599|12|6|0|614|2025-11-19 11:27:03|
1925|5001425|160|87082999|156|3|0|374|2025-11-19 12:01:01|
1925|5700279|160|87082999|43|3|0|154|2025-11-19 09:58:02|
3471|5600796|160|87082919|26|3|0|11020|2025-11-14 17:16:03|
3471|5600782|160|87082919|100|3|0|11615|2025-11-19 15:41:01|
1925|5001394|160|87089904|9|3|0|2524|2025-11-13 11:32:07|
1925|5700336|160|73269099|4|3|0|13|2025-11-21 12:23:00|
1925|5001421|160|39269099|167|3|0|206|2025-11-19 12:01:02|
1925|5001394|160|73181599|33|6|0|39|2025-11-13 11:32:07|
3471|5600782|160|39199099|8|6|0|37|2025-11-19 15:41:01|
3471|5600796|160|87088005|104|3|0|924|2025-11-14 17:16:03|
1925|5700345|160|87082999|17|3|0|763|2025-11-22 10:59:02|
3471|5600766|160|39263002|26|3|0|169|2025-11-19 18:35:03|
1925|5700339|160|87082999|39|3|0|978|2025-11-22 10:51:00|
1925|5700238|160|40169999|89|3|0|107|2025-11-13 14:41:01|
1925|5700232|160|87082999|11|3|0|167|2025-11-13 09:50:05|
3471|5600764|160|85444299|106|3|0|2439|2025-11-19 19:00:03|
1925|5700340|160|73269099|2|3|0|121|2025-11-22 10:52:02|
1925|5700357|160|73269099|182|3|0|12|2025-11-21 11:53:02|
3471|5600858|160|87088007|62|3|0|5007|2025-11-14 17:16:03|
3471|5600895|160|87089999|105|3|0|943|2025-11-15 11:53:02|
1925|5001394|160|39199099|157|6|0|6|2025-11-13 11:32:07|
3471|5600780|160|87089999|70|3|0|108|2025-11-19 19:29:03|
3471|5600778|160|98020019|94|3|0|17|2025-11-21 18:31:03|
3471|5600796|160|85044099|10|3|0|1853|2025-11-14 17:16:03|
1925|5700282|160|73181599|7|6|0|8|2025-11-19 10:04:01|
1925|5100823|160|39269099|229|3|0|203|2025-11-12 16:31:00|
1925|5700277|160|73182291|11|3|0|9|2025-11-19 09:58:01|
1925|5001425|160|87089999|56|3|0|124|2025-11-19 12:01:01|
1925|5700345|160|87082999|20|3|0|84|2025-11-22 10:59:02|
1925|5700200|160|87082201|64|3|0|265|2025-11-13 10:25:05|
1925|5100823|160|73181401|112|3|0|16|2025-11-12 16:31:00|
1925|5700357|160|73182403|55|3|0|6|2025-11-21 11:53:02|
3471|5600766|160|39199099|18|3|0|14|2025-11-19 18:35:03|
1925|5700371|160|87089199|7|3|0|18105|2025-11-21 18:43:02|
3471|5600799|160|73269099|8|6|0|7|2025-11-14 15:49:03|
3471|5600780|160|87089999|72|3|0|601|2025-11-19 19:29:03|
1925|5700240|160|39263002|38|3|0|3460|2025-11-13 11:24:02|
1925|5100860|160|87082999|36|3|0|295|2025-11-19 11:28:07|
1925|5700369|160|84254299|50|3|0|18417|2025-11-21 18:50:03|
1925|5100823|160|73181599|99|6|0|146|2025-11-12 16:31:00|
3471|5600780|160|87082999|20|3|0|1312|2025-11-19 19:29:03|
1925|5001394|160|87085099|175|6|0|2247|2025-11-13 11:32:07|
1925|5700370|160|73269099|2|3|0|127|2025-11-21 18:48:06|
1925|5700331|160|87082201|104|3|0|322|2025-11-21 12:15:02|
1925|5700369|160|40091102|85|3|0|52|2025-11-21 18:50:03|
1925|5100823|160|73181606|118|6|0|1269|2025-11-12 16:31:00|
1925|5100825|160|87082999|114|3|0|167|2025-11-12 16:35:02|
1925|5700281|160|73181599|29|6|0|15|2025-11-19 10:04:02|
1925|5700331|160|87082999|115|3|0|215|2025-11-21 12:15:02|
1925|5700357|160|73181606|38|6|0|230|2025-11-21 11:53:02|
3471|5600796|160|87089999|112|3|0|338|2025-11-14 17:16:03|
3471|5600788|160|73269099|8|3|0|12|2025-11-20 10:54:04|
1925|5100823|160|73181599|91|6|0|129|2025-11-12 16:31:00|
1925|5100860|160|87089999|4|3|0|192|2025-11-19 11:28:07|
3471|5600778|160|87082999|170|3|0|380|2025-11-21 18:31:03|
3471|5600862|160|83100099|149|3|0|45|2025-11-14 16:48:01|
1925|5700273|160|87082919|86|3|0|7259|2025-11-19 09:44:04|
1925|5100823|160|73269099|217|6|0|246|2025-11-12 16:31:00|
3471|5600778|160|98020019|62|3|0|51|2025-11-21 18:31:03|
1925|5700277|160|85365099|64|3|0|329|2025-11-19 09:58:01|
1925|5700369|160|87082999|53|3|0|158|2025-11-21 18:50:03|
1925|5700204|160|73182403|12|3|0|8|2025-11-13 10:37:02|
1925|5100823|160|73262006|131|3|0|4|2025-11-12 16:31:00|
3471|5600776|160|87082999|108|3|0|2323|2025-11-21 18:08:02|
3471|5600766|160|73181599|78|3|0|57|2025-11-19 18:35:03|
1925|5700359|160|85122099|87|3|0|2288|2025-11-21 11:54:06|
1925|5001394|160|39199099|155|3|0|20|2025-11-13 11:32:07|
1925|5700273|160|73182291|7|6|0|15|2025-11-19 09:44:04|
1925|5001393|160|73269099|5|6|0|479|2025-11-13 11:32:03|
3471|5600778|160|87082999|210|3|0|185|2025-11-21 18:31:03|
3471|5600780|160|87082999|58|3|0|382|2025-11-19 19:29:03|
1925|5100823|160|87082999|165|3|0|1477|2025-11-12 16:31:00|
3471|5600780|160|87082999|48|3|0|953|2025-11-19 19:29:03|
1925|5700242|160|40169999|63|3|0|161|2025-11-13 11:23:02|
3471|5600776|160|98020019|47|3|0|161|2025-11-21 18:08:02|
3471|5600778|160|98020019|65|3|0|9|2025-11-21 18:31:03|
1925|5700331|160|73181599|2|6|0|50|2025-11-21 12:15:02|
1925|5001386|160|73181599|28|6|0|26|2025-11-13 13:04:02|
1925|5100823|160|87089412|171|3|0|776|2025-11-12 16:31:00|
3471|5600776|160|87087006|115|3|0|161|2025-11-21 18:08:02|
3471|5600778|160|87082919|153|3|0|8711|2025-11-21 18:31:03|
1925|5700333|160|73181606|1|6|0|266|2025-11-21 12:20:02|
1925|5100823|160|73182403|197|3|0|177|2025-11-12 16:31:00|
1925|5001386|160|73181599|23|3|0|169|2025-11-13 13:04:02|
1925|5100823|160|85389001|141|3|0|80|2025-11-12 16:31:00|
3471|5600779|160|73269099|5|3|0|1263|2025-11-21 12:26:01|
1925|5700337|160|87088005|37|3|0|200|2025-11-21 12:23:01|
1925|5001386|160|87082999|120|3|0|376|2025-11-13 13:04:02|
3471|5600862|160|39199099|20|3|0|4|2025-11-14 16:48:01|
1925|5700214|160|87089904|46|6|0|1695|2025-11-12 18:15:01|
3471|5600789|160|39269099|6|3|0|1299|2025-11-19 18:29:04|
3471|5600776|160|98020019|58|3|0|72|2025-11-21 18:08:02|
3471|5600776|160|94019999|144|3|0|217|2025-11-21 18:08:02|
1925|5001394|160|84879006|54|3|0|48|2025-11-13 11:32:07|
1925|5001394|160|39199099|94|6|0|39|2025-11-13 11:32:07|
1925|5700357|160|73181606|96|3|0|1462|2025-11-21 11:53:02|
3471|5600776|160|39235001|6|3|0|60|2025-11-21 18:08:02|
3471|5600778|160|85371099|139|3|0|10391|2025-11-21 18:31:03|
1925|5700214|160|73182291|22|3|0|16|2025-11-12 18:15:01|
3471|5600785|160|73269099|18|3|0|100|2025-11-19 19:35:02|
3471|5600799|160|73269099|5|3|0|478|2025-11-14 15:49:03|
3471|5600780|160|87082999|38|3|0|83|2025-11-19 19:29:03|
1925|5700275|160|87082999|44|3|0|1126|2025-11-19 09:51:01|
1925|5100823|160|73181599|209|6|0|492|2025-11-12 16:31:00|
3471|5600789|160|73181606|82|3|0|642|2025-11-19 18:29:04|
1925|5100826|160|73269099|2|6|0|160|2025-11-12 16:35:01|
1925|5700273|160|73181599|34|3|0|43|2025-11-19 09:44:04|
1925|5700335|160|87082999|6|3|0|299|2025-11-21 12:21:01|
3471|5600776|160|94019999|147|3|0|329|2025-11-21 18:08:02|
1925|5001394|160|85443099|118|3|0|12965|2025-11-13 11:32:07|
1925|5700218|160|73181599|1|6|0|104|2025-11-13 10:05:03|
1925|5100856|160|73181599|6|6|0|128|2025-11-19 11:27:03|
3471|5600778|160|87088007|258|3|0|2713|2025-11-21 18:31:03|
1925|5700347|160|84253101|36|3|0|421|2025-11-24 13:15:00|
3471|5600862|160|73181599|59|3|0|56|2025-11-14 16:48:01|
1925|5100860|160|87088009|21|6|0|32|2025-11-19 11:28:07|
1925|5700214|160|85129007|29|3|0|60|2025-11-12 18:15:01|
3471|5600776|160|40169901|25|3|0|25|2025-11-21 18:08:02|
3471|5600766|160|87089999|227|3|0|166|2025-11-19 18:35:03|
1925|5700214|160|73181599|13|3|0|8|2025-11-12 18:15:01|
1925|5001423|160|87088005|202|3|0|409|2025-11-19 12:01:02|
1925|5100829|160|39263002|45|3|0|88|2025-11-12 16:35:03|
1925|5100856|160|87089999|88|3|0|9|2025-11-19 11:27:03|
1925|5700339|160|87082999|38|3|0|184|2025-11-22 10:51:00|
1925|5700326|160|56090002|1|3|0|8970|2025-11-20 12:24:02|
1925|5001386|160|73181599|8|6|0|117|2025-11-13 13:04:02|
1925|5100823|160|73181599|143|3|0|48|2025-11-12 16:31:00|
1925|5700357|160|87082999|80|3|0|130|2025-11-21 11:53:02|
3471|5600778|160|87088007|257|3|0|452|2025-11-21 18:31:03|
3471|5600764|160|39235001|14|3|0|21|2025-11-19 19:00:03|
1925|5001394|160|84879006|55|3|0|215|2025-11-13 11:32:07|
3471|5600789|160|73181599|42|3|0|267|2025-11-19 18:29:04|
1925|5001386|160|87088005|84|3|0|2312|2025-11-13 13:04:02|
1925|5700349|160|87082999|11|3|0|100|2025-11-24 13:18:01|
3577|5102382|521|73181606|2|6|0|65|2025-11-19 14:44:02|
1925|5001386|160|87082922|106|3|0|11143|2025-11-13 13:04:02|
3471|5600770|160|83023091|20|3|0|60|2025-11-19 18:29:05|
1925|5100823|160|73181599|105|3|0|16|2025-11-12 16:31:00|
1925|5700347|160|85044099|74|3|0|1502|2025-11-24 13:15:00|
3471|5600777|160|73269099|3|3|0|852|2025-11-21 12:26:02|
3471|5600780|160|87082999|31|3|0|49|2025-11-19 19:29:03|
1925|5700214|160|39263002|61|3|0|439|2025-11-12 18:15:01|
1925|5001394|160|73181599|39|3|0|32|2025-11-13 11:32:07|
1925|5100856|160|87082999|192|3|0|113|2025-11-19 11:27:03|
3471|5600778|160|40169999|30|3|0|456|2025-11-21 18:31:03|
1925|5700277|160|94019999|51|3|0|432|2025-11-19 09:58:01|
1925|5001394|160|73181599|43|3|0|145|2025-11-13 11:32:07|
1925|5001423|160|73181599|102|6|0|109|2025-11-19 12:01:02|
1925|5001390|160|87082999|11|3|0|39|2025-11-13 13:04:03|
3471|5600778|160|98020019|85|3|0|327|2025-11-21 18:31:03|
1925|5700283|160|87082902|31|3|0|476|2025-11-19 10:05:03|
3471|5600862|160|87083099|201|3|0|93|2025-11-14 16:48:01|
1925|5001423|160|73181599|130|6|0|9|2025-11-19 12:01:02|
1925|5100823|160|73181599|89|3|0|24|2025-11-12 16:31:00|
3471|5600778|160|40169999|34|3|0|25|2025-11-21 18:31:03|
3471|5600778|160|87089999|285|3|0|185|2025-11-21 18:31:03|
1925|5700357|160|87089999|79|3|0|653|2025-11-21 11:53:02|
1925|5001394|160|73181599|67|3|0|48|2025-11-13 11:32:07|
3577|5102368|521|40169304|11|3|0|6|2025-11-13 19:27:00|
1925|5700277|160|85129007|14|3|0|42|2025-11-19 09:58:01|
3471|5600787|160|87082999|185|3|0|844|2025-11-20 10:54:04|
1925|5700277|160|87089999|27|3|0|124|2025-11-19 09:58:01|
1925|5100823|160|87089999|53|3|0|3431|2025-11-12 16:31:00|
1925|5001423|160|73181606|138|6|0|22|2025-11-19 12:01:02|
1925|5100823|160|87089412|172|3|0|776|2025-11-12 16:31:00|
1925|5700362|160|73269099|3|6|0|167|2025-11-21 13:25:02|
1925|5700357|160|73181606|181|3|0|648|2025-11-21 11:53:02|
1925|5100823|160|73181606|120|3|0|181|2025-11-12 16:31:00|
3471|5600770|160|87082999|76|3|0|506|2025-11-19 18:29:05|
1925|5100827|160|39199099|94|3|0|4|2025-11-12 16:35:05|
3471|5600778|160|87089999|287|3|0|95|2025-11-21 18:31:03|
3471|5600778|160|94019999|341|3|0|170|2025-11-21 18:31:03|
1925|5700331|160|73181599|10|6|0|100|2025-11-21 12:15:02|
1925|5700236|160|40169999|61|3|0|63|2025-11-13 10:49:01|
1925|5700236|160|39199099|41|3|0|32|2025-11-13 10:49:01|
1925|5700331|160|40093106|86|3|0|77|2025-11-21 12:15:02|
3471|5600780|160|87082999|57|3|0|267|2025-11-19 19:29:03|
3471|5600766|160|39269099|32|3|0|18|2025-11-19 18:35:03|
1925|5100827|160|39191001|96|3|0|6|2025-11-12 16:35:05|
3471|5600766|160|73181606|96|6|0|19|2025-11-19 18:35:03|
1925|5001388|160|87089999|112|3|0|415|2025-11-13 13:04:02|
3471|5600782|160|73181599|47|3|0|135|2025-11-19 15:41:01|
1925|5700331|160|73181599|29|3|0|289|2025-11-21 12:15:02|
3577|5102368|521|87089999|34|3|0|21|2025-11-13 19:27:00|
3471|5600766|160|73261999|116|3|0|42|2025-11-19 18:35:03|
1925|5700200|160|87082999|61|3|0|143|2025-11-13 10:25:05|
1925|5700279|160|73181504|69|3|0|4|2025-11-19 09:58:02|
3471|5600766|160|73181599|54|3|0|181|2025-11-19 18:35:03|
1925|5700327|160|87082999|83|3|0|361|2025-11-20 12:24:03|
1925|5001390|160|94019999|35|3|0|72|2025-11-13 13:04:03|
3577|5102368|521|49089099|15|6|0|70|2025-11-13 19:27:00|
1925|5700357|160|73181606|40|6|0|26|2025-11-21 11:53:02|
1925|5700367|160|87088005|14|3|0|2823|2025-11-21 18:30:05|
1925|5700339|160|73261999|6|3|0|92|2025-11-22 10:51:00|
1925|5700200|160|87082201|45|3|0|483|2025-11-13 10:25:05|
3471|5600766|160|87082999|172|3|0|170|2025-11-19 18:35:03|
1925|5001394|160|39199099|93|6|0|13|2025-11-13 11:32:07|
1925|5100859|160|56090002|1|3|0|5538|2025-11-19 11:28:06|
1925|5700347|160|39199099|19|3|0|186|2025-11-24 13:15:00|
1925|5001386|160|87082999|176|3|0|2566|2025-11-13 13:04:02|
3471|5600766|160|73181599|52|6|0|23|2025-11-19 18:35:03|
3577|5102378|521|84672902|1|3|0|2886|2025-11-12 14:56:01|
1925|5700357|160|73181599|19|6|0|51|2025-11-21 11:53:02|
1925|5700335|160|84152001|46|3|0|22320|2025-11-21 12:21:01|
1925|5700359|160|94019999|76|3|0|12|2025-11-21 11:54:06|
1925|5100829|160|73182291|39|6|0|26|2025-11-12 16:35:03|
1925|5700218|160|73181599|13|3|0|56|2025-11-13 10:05:03|
1925|5700359|160|87082999|4|3|0|97|2025-11-21 11:54:06|
3471|5600776|160|85371006|74|3|0|3717|2025-11-21 18:08:02|
3471|5600778|160|87089999|274|3|0|204|2025-11-21 18:31:03|
1925|5100827|160|87089412|52|3|0|289|2025-11-12 16:35:05|
1925|5001423|160|73181599|162|6|0|1262|2025-11-19 12:01:02|
1925|5700214|160|73181401|14|6|0|78|2025-11-12 18:15:01|
3471|5600779|160|73269099|9|6|0|8|2025-11-21 12:26:01|
1925|5700357|160|73182403|129|3|0|140|2025-11-21 11:53:02|
1925|5001394|160|73181599|45|6|0|26|2025-11-13 11:32:07|
1925|5001423|160|87082902|182|3|0|529|2025-11-19 12:01:02|
3471|5600792|160|39269099|18|3|0|39|2025-11-14 17:05:01|
1925|5100854|160|87089999|201|3|0|252|2025-11-19 11:25:05|
1925|5700283|160|87082999|71|3|0|85|2025-11-19 10:05:03|
3471|5600776|160|39269099|16|3|0|64|2025-11-21 18:08:02|
3471|5600796|160|87082999|36|3|0|384|2025-11-14 17:16:03|
1925|5700232|160|87082999|23|3|0|66|2025-11-13 09:50:05|
1925|5700357|160|73181599|12|3|0|133|2025-11-21 11:53:02|
1925|5700350|160|87082999|12|3|0|636|2025-11-24 13:18:02|
1925|5100854|160|87088099|173|3|0|1149|2025-11-19 11:25:05|
3471|5600860|160|87089999|103|3|0|218|2025-11-14 16:30:07|
1925|5100860|160|94019999|13|3|0|441|2025-11-19 11:28:07|
3471|5600798|160|39235001|27|3|0|26|2025-11-14 16:30:06|
1925|5700336|160|73269099|3|6|0|157|2025-11-21 12:23:00|
1925|5700369|160|87089999|16|3|0|144|2025-11-21 18:50:03|
3471|5600866|160|85371099|29|3|0|14095|2025-11-14 16:09:02|
1925|5700273|160|73181599|4|6|0|31|2025-11-19 09:44:04|
1925|5100827|160|85122099|77|3|0|1826|2025-11-12 16:35:05|
3471|5600767|160|39232991|2|3|0|105|2025-11-21 15:26:02|
1925|5700365|160|87082999|48|3|0|606|2025-11-21 13:40:02|
3471|5600776|160|87089999|128|3|0|289|2025-11-21 18:08:02|
1925|5100823|160|87089203|9|3|0|352|2025-11-12 16:31:00|
3471|5600862|160|85364199|164|3|0|1005|2025-11-14 16:48:01|
3471|5600776|160|87087099|116|3|0|25910|2025-11-21 18:08:02|
1925|5100858|160|87085099|29|3|0|2793|2025-11-19 11:48:01|
3471|5600766|160|87082999|173|3|0|3350|2025-11-19 18:35:03|
1925|5100827|160|87082999|37|3|0|203|2025-11-12 16:35:05|
3471|5600766|160|73181599|68|3|0|67|2025-11-19 18:35:03|
1925|5001386|160|73181599|4|6|0|492|2025-11-13 13:04:02|
3471|5600768|160|87082999|55|3|0|168|2025-11-19 16:47:03|
1925|5700349|160|84833004|40|3|0|61|2025-11-24 13:18:01|
1925|5001388|160|87082999|51|3|0|1050|2025-11-13 13:04:02|
3471|5600766|160|73182291|104|6|0|8|2025-11-19 18:35:03|
3471|5600860|160|87082922|47|6|0|503|2025-11-14 16:30:07|
1925|5100854|160|87082999|41|3|0|61|2025-11-19 11:25:05|
3471|5600789|160|94019999|226|3|0|74|2025-11-19 18:29:04|
3897|5611854|240|00000000|1|3|6|1186920|2025-11-21 11:50:17|
1925|5700238|160|85365099|138|3|0|519|2025-11-13 14:41:01|
1925|5100832|160|73269099|2|3|0|116|2025-11-12 16:40:01|
1925|5700356|160|73269099|2|3|0|426|2025-11-21 11:51:02|
1925|5001421|160|87082919|154|3|0|2178|2025-11-19 12:01:02|
1925|5700357|160|87082999|94|3|0|108|2025-11-21 11:53:02|
1925|5100827|160|84123199|17|3|0|465|2025-11-12 16:35:05|
3471|5600766|160|83100099|128|3|0|25|2025-11-19 18:35:03|
3471|5600866|160|40169999|12|3|0|107|2025-11-14 16:09:02|
1925|5100860|160|87082999|60|3|0|1432|2025-11-19 11:28:07|
3471|5600782|160|85365099|87|3|0|889|2025-11-19 15:41:01|
3471|5600796|160|87082999|55|3|0|1377|2025-11-14 17:16:03|
3471|5600766|160|85122099|140|3|0|898|2025-11-19 18:35:03|
1925|5100827|160|40093106|81|3|0|130|2025-11-12 16:35:05|
1925|5100854|160|87089999|17|3|0|660|2025-11-19 11:25:05|
1925|5700348|160|73269099|1|3|0|226|2025-11-24 13:17:00|
1925|5700331|160|84213199|3|3|0|614|2025-11-21 12:15:02|
3471|5600858|160|87089203|67|3|0|433|2025-11-14 17:16:03|
1925|5100823|160|85291009|37|3|0|1772|2025-11-12 16:31:00|
3471|5600776|160|39269099|18|3|0|219|2025-11-21 18:08:02|
3471|5600778|160|87082919|151|3|0|11615|2025-11-21 18:31:03|
1925|5100854|160|73182403|61|6|0|205|2025-11-19 11:25:05|
1925|5100827|160|39173999|129|3|0|549|2025-11-12 16:35:05|
3471|5600766|160|87082999|168|3|0|393|2025-11-19 18:35:03|
1925|5700238|160|40091102|170|3|0|66|2025-11-13 14:41:01|
1925|5700357|160|39269099|177|3|0|484|2025-11-21 11:53:02|
1925|5700343|160|70091099|35|3|0|112|2025-11-22 10:57:01|
1925|5700238|160|85365099|134|3|0|576|2025-11-13 14:41:01|
3471|5600789|160|87082999|163|3|0|217|2025-11-19 18:29:04|
1925|5700240|160|87088009|49|3|0|232|2025-11-13 11:24:02|
1925|5700357|160|73181606|42|3|0|153|2025-11-21 11:53:02|
1925|5700350|160|87082999|9|3|0|1767|2025-11-24 13:18:02|
3471|5600776|160|98020019|42|3|0|25|2025-11-21 18:08:02|
1925|5100823|160|87088005|57|3|0|1658|2025-11-12 16:31:00|
1925|5700238|160|73269099|182|3|0|60|2025-11-13 14:41:01|
1925|5700358|160|73269099|4|3|0|115|2025-11-21 11:53:01|
1925|5700350|160|87082999|21|3|0|1611|2025-11-24 13:18:02|
1925|5700289|160|87082999|13|3|0|799|2025-11-26 17:57:07|
1925|5100827|160|39199099|97|3|0|141|2025-11-12 16:35:05|
3471|5600766|160|87082999|184|3|0|623|2025-11-19 18:35:03|
3471|5600798|160|39199099|23|3|0|23|2025-11-14 16:30:06|
3471|5600776|160|87089999|129|3|0|1598|2025-11-21 18:08:02|
3471|5600782|160|70091099|43|3|0|800|2025-11-19 15:41:01|
1925|5700227|160|73269099|2|3|0|495|2025-11-13 09:35:04|
3471|5600766|160|87089999|236|3|0|167|2025-11-19 18:35:03|
3577|5102368|521|87082999|25|6|0|705|2025-11-13 19:27:00|
3471|5600780|160|87082999|39|3|0|191|2025-11-19 19:29:03|
1925|5700289|160|87082999|19|3|0|292|2025-11-26 17:57:07|
1925|5700331|160|87089999|59|3|0|1572|2025-11-21 12:15:02|
1925|5700240|160|87088005|28|3|0|2873|2025-11-13 11:24:02|
1925|5700240|160|73269099|72|3|0|153|2025-11-13 11:24:02|
