Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClavePermiso|FirmaDescargo|NumeroPermiso|ValorComercialDolares|CantidadMUMTarifa|FechaPagoReal
3471|5600946|160|98020019|243|C1||1931R825050575|11.52|576.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|210|C1||1931R825050550|161.28|576.00000|2025-11-27 19:08:01|
3471|5600946|160|98020019|175|C1||1931R825050575|46.08|576.00000|2025-11-28 20:35:00|
3471|5600776|160|98020019|37|C1||1931R825050575|80.00|800.00000|2025-11-21 18:08:02|
3471|5600944|160|98020019|205|C1||1931R825050575|86.40|576.00000|2025-11-27 19:08:01|
3471|5600946|160|98020019|191|C1||1931R825050385|8.64|864.00000|2025-11-28 20:35:00|
3471|5600776|160|98020019|76|C1||1931R825050647|6146.64|72.00000|2025-11-21 18:08:02|
3471|5600946|160|98020019|231|C1||1931R825050424|19.36|88.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|227|C1||1931R825051346|72.00|144.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|198|C1||1931R825050550|69.12|1152.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|217|C1||1931R825051346|1.44|144.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|185|C1||1931R825050547|64.80|1296.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|158|C1||1931R825050575|40.32|576.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|251|C1||1931R825034758|4053.77|49.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|206|C1||1931R825050575|155.52|1728.00000|2025-11-27 19:08:01|
3471|5600946|160|98020019|177|C1||1931R825050575|2.88|288.00000|2025-11-28 20:35:00|
3577|5102337|521|98020019|61|C1||1931R825034636|477.60|2.00000|2025-11-05 11:14:03|
3471|5600946|160|98020019|167|C1||1931R825050575|40.32|288.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|200|C1||1931R825050575|28.80|576.00000|2025-11-27 19:08:01|
3471|5600944|160|98020019|217|C1||1931R825050385|63.36|576.00000|2025-11-27 19:08:01|
3471|5600946|160|98020019|234|C1||1931R825038867|7341.12|288.00000|2025-11-28 20:35:00|
3471|5600948|160|98020019|81|C1||1931R825050608|46.08|1152.00000|2025-11-27 18:38:02|
3471|5600776|160|98020019|49|C1||1931R825050547|234.60|1020.00000|2025-11-21 18:08:02|
3471|5600778|160|98020019|44|C1||1931R825050575|80.64|288.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|100|C1||1931R825050550|74.88|576.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|206|C1||1931R825050424|8.64|288.00000|2025-11-28 20:35:00|
3471|5600776|160|98020019|50|C1||1931R825050547|211.68|7056.00000|2025-11-21 18:08:02|
3471|5600778|160|98020019|60|C1||1931R825050575|46.08|288.00000|2025-11-21 18:31:03|
3471|5600950|160|98020019|120|C1||1931R825050575|232.00|800.00000|2025-11-27 18:19:02|
3471|5600946|160|98020019|163|C1||1931R825050575|103.68|1152.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|203|C1||1931R825050575|17.28|576.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|208|C1||1931R825051346|2.88|288.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|246|C1||1931R825050575|23.04|576.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|229|C1||1931R825050550|20.16|144.00000|2025-11-27 19:08:01|
3471|5600776|160|98020019|40|C1||1931R825050575|20.16|144.00000|2025-11-21 18:08:02|
3471|5600778|160|98020019|67|C1||1931R825050575|10.80|216.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|214|C1||1931R825034636|32472.00|144.00000|2025-11-28 20:35:00|
3471|5600948|160|98020019|83|C1||1931R825050424|50.00|250.00000|2025-11-27 18:38:02|
3471|5600944|160|98020019|227|C1||1931R825050612|149.76|576.00000|2025-11-27 19:08:01|
3471|5600946|160|98020019|207|C1||1931R825050612|2.88|288.00000|2025-11-28 20:35:00|
3471|5600776|160|98020019|39|C1||1931R825050575|30.24|216.00000|2025-11-21 18:08:02|
3471|5600944|160|98020019|231|C1||1931R825034758|2316.44|28.00000|2025-11-27 19:08:01|
3471|5600944|160|98020019|199|C1||1931R825050575|11.52|288.00000|2025-11-27 19:08:01|
3471|5600778|160|98020019|92|C1||1931R825050385|31.68|288.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|182|C1||1931R825050547|5.76|576.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|215|C1||1931R825051346|10.08|144.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|159|C1||1931R825050575|28.80|288.00000|2025-11-28 20:35:00|
3471|5600950|160|98020019|129|C1||1931R825050575|21.60|432.00000|2025-11-27 18:19:02|
3471|5600946|160|98020019|233|C1||1931R825038867|6672.96|288.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|213|C1||1931R825050575|358.56|11952.00000|2025-11-27 19:08:01|
3471|5600778|160|98020019|45|C1||1931R825050575|167.04|576.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|199|C1||1931R825050424|8.64|864.00000|2025-11-28 20:35:00|
1905|5017408|160|98020019|9|C1||1931R825051044|28420.00|14000.00000|2025-11-14 18:36:06|
3471|5600776|160|98020019|58|C1||1931R825050550|24.48|144.00000|2025-11-21 18:08:02|
3471|5600944|160|98020019|195|C1||1931R825050575|102.08|352.00000|2025-11-27 19:08:01|
3471|5600946|160|98020019|209|C1||1931R825051346|8.64|288.00000|2025-11-28 20:35:00|
3471|5600778|160|98020019|81|C1||1931R825050547|17.28|576.00000|2025-11-21 18:31:03|
3471|5600944|160|98020019|224|C1||1931R825050534|14.40|288.00000|2025-11-27 19:08:01|
3471|5600778|160|98020019|85|C1||1931R825050547|110.88|1584.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|35|C1||1931R825050544|51.84|288.00000|2025-11-21 18:31:03|
3471|5600944|160|98020019|202|C1||1931R825050575|207.36|2592.00000|2025-11-27 19:08:01|
3471|5600946|160|98020019|147|C1||1931R825050575|109.44|5472.00000|2025-11-28 20:35:00|
1905|5017408|160|98020019|4|C1||1931R825051044|20300.00|10000.00000|2025-11-14 18:36:06|
3471|5600776|160|98020019|38|C1||1931R825050575|40.00|500.00000|2025-11-21 18:08:02|
3471|5600946|160|98020019|221|C1||1931R825051346|7.20|144.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|154|C1||1931R825050575|11.52|288.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|211|C1||1931R825050544|103.68|576.00000|2025-11-27 19:08:01|
3471|5600946|160|98020019|170|C1||1931R825050575|8.64|288.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|194|C1||1931R825050385|23.04|2304.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|197|C1||1931R825050550|51.84|144.00000|2025-11-28 20:35:00|
3471|5600778|160|98020019|54|C1||1931R825050575|103.68|1296.00000|2025-11-21 18:31:03|
3471|5600944|160|98020019|218|C1||1931R825050608|207.36|576.00000|2025-11-27 19:08:01|
3471|5600946|160|98020019|241|C1||1931R825050530|26.88|128.00000|2025-11-28 20:35:00|
3471|5600776|160|98020019|36|C1||1931R825050575|30.24|1008.00000|2025-11-21 18:08:02|
3471|5600776|160|98020019|57|C1||1931R825050612|74.88|288.00000|2025-11-21 18:08:02|
3471|5600778|160|98020019|90|C1||1931R825050385|1.44|72.00000|2025-11-21 18:31:03|
1905|5017408|160|98020019|3|C1||1931R825051044|22440.00|11000.00000|2025-11-14 18:36:06|
3471|5600946|160|98020019|152|C1||1931R825050575|4.80|160.00000|2025-11-28 20:35:00|
3471|5600776|160|98020019|46|C1||1931R825050575|12.96|144.00000|2025-11-21 18:08:02|
3471|5600946|160|98020019|169|C1||1931R825050575|5.76|288.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|161|C1||1931R825050575|34.56|576.00000|2025-11-28 20:35:00|
3471|5600776|160|98020019|52|C1||1931R825050424|2.88|288.00000|2025-11-21 18:08:02|
3471|5600946|160|98020019|219|C1||1931R825051346|2.88|144.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|225|C1||1931R825050616|14.40|288.00000|2025-11-27 19:08:01|
3471|5600778|160|98020019|66|C1||1931R825050575|123.84|6192.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|29|C1||1931R825050612|133.92|4464.00000|2025-11-28 20:35:00|
3471|5600948|160|98020019|84|C1||1931R825050424|44.00|200.00000|2025-11-27 18:38:02|
1905|5017408|160|98020019|12|C1||1931R825051044|23400.00|12000.00000|2025-11-14 18:36:06|
3471|5600946|160|98020019|176|C1||1931R825034285|2.88|288.00000|2025-11-28 20:35:00|
3471|5600950|160|98020019|118|C1||1931R825050612|8.64|288.00000|2025-11-27 18:19:02|
3471|5600946|160|98020019|173|C1||1931R825050575|11.52|288.00000|2025-11-28 20:35:00|
3471|5600778|160|98020019|94|C1||1931R825050424|5.76|576.00000|2025-11-21 18:31:03|
3471|5600944|160|98020019|198|C1||1931R825050575|88.80|1776.00000|2025-11-27 19:08:01|
3471|5600778|160|98020019|72|C1||1931R825050602|12.96|72.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|58|C1||1931R825050575|43.20|288.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|63|C1||1931R825050575|25.92|288.00000|2025-11-21 18:31:03|
1925|5001421|160|98020019|135|C1||1931R825034195|23.12|68.00000|2025-11-19 12:01:02|
3471|5600944|160|98020019|194|C1||1931R825050602|17.28|1728.00000|2025-11-27 19:08:01|
3471|5600944|160|98020019|197|C1||1931R825050575|168.00|5600.00000|2025-11-27 19:08:01|
3471|5600778|160|98020019|84|C1||1931R825050547|32.40|360.00000|2025-11-21 18:31:03|
3471|5600776|160|98020019|55|C1||1931R825050550|34.56|144.00000|2025-11-21 18:08:02|
3471|5600946|160|98020019|153|C1||1931R825050575|51.84|1728.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|212|C1||1931R825050423|4033.80|60.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|252|C1||1931R825038867|4093.20|120.00000|2025-11-28 20:35:00|
3471|5600778|160|98020019|41|C1||1931R825050575|11.52|576.00000|2025-11-21 18:31:03|
3471|5600950|160|98020019|126|C1||1931R825050575|25.92|864.00000|2025-11-27 18:19:02|
3471|5600778|160|98020019|77|C1||1931R825050575|4.32|72.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|56|C1||1931R825050575|25.92|288.00000|2025-11-21 18:31:03|
1905|5017408|160|98020019|14|C1||1931R825051044|27472.00|13600.00000|2025-11-14 18:36:06|
3471|5600785|160|98020019|68|C1||1931R825038867|90.84|12.00000|2025-11-19 19:35:02|
3471|5600776|160|98020019|33|C1||1931R825050575|12.96|648.00000|2025-11-21 18:08:02|
3471|5600778|160|98020019|104|C1||1931R825050550|120.96|864.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|220|C1||1931R825051346|2.88|144.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|230|C1||1931R825050423|193.98|2.00000|2025-11-27 19:08:01|
1905|5017408|160|98020019|16|C1||1931R825051044|32480.00|16000.00000|2025-11-14 18:36:06|
3471|5600778|160|98020019|91|C1||1931R825050385|2.88|288.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|65|C1||1931R825050575|2.88|144.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|224|C1||1931R825051346|7.20|144.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|215|C1||1931R825050575|360.00|18000.00000|2025-11-27 19:08:01|
3471|5600776|160|98020019|54|C1||1931R825050424|4.32|144.00000|2025-11-21 18:08:02|
3471|5600946|160|98020019|247|C1||1931R825050547|144.00|4800.00000|2025-11-28 20:35:00|
1905|5017408|160|98020019|2|C1||1931R825051044|19500.00|10000.00000|2025-11-14 18:36:06|
3471|5600778|160|98020019|82|C1||1931R825050547|23.04|576.00000|2025-11-21 18:31:03|
3471|5600944|160|98020019|214|C1||1931R825050575|390.24|13008.00000|2025-11-27 19:08:01|
3471|5600778|160|98020019|101|C1||1931R825050550|80.64|288.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|223|C1||1931R825051346|7.20|144.00000|2025-11-28 20:35:00|
3471|5600776|160|98020019|44|C1||1931R825050575|4.08|136.00000|2025-11-21 18:08:02|
3471|5600778|160|98020019|78|C1||1931R825050575|31.68|288.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|148|C1||1931R825050575|159.84|5328.00000|2025-11-28 20:35:00|
3471|5600778|160|98020019|144|C1||1931R825050636|53.28|144.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|96|C1||1931R825050424|31.68|144.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|171|C1||1931R825050575|34.56|1152.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|248|C1||1931R825050550|48.96|288.00000|2025-11-28 20:35:00|
1905|5017408|160|98020019|7|C1||1931R825051044|40800.00|20000.00000|2025-11-14 18:36:06|
3471|5600950|160|98020019|124|C1||1931R825050575|17.28|288.00000|2025-11-27 18:19:02|
3471|5600946|160|98020019|236|C1||1931R825051346|11.52|144.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|157|C1||1931R825050575|60.48|864.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|250|C1||1931R825038867|1084.32|144.00000|2025-11-28 20:35:00|
3471|5600950|160|98020019|139|C1||1931R825034758|3722.85|45.00000|2025-11-27 18:19:02|
3471|5600778|160|98020019|52|C1||1931R825050575|20.16|288.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|70|C1||1931R825050575|208.80|10440.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|211|C1||1931R825051346|51.84|144.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|160|C1||1931R825050575|107.20|1072.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|228|C1||1931R825050547|279.36|9312.00000|2025-11-27 19:08:01|
1925|5001421|160|98020019|133|C1||1931R825034195|5.44|68.00000|2025-11-19 12:01:02|
3471|5600778|160|98020019|47|C1||1931R825050575|72.00|2400.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|68|C1||1931R825050575|179.28|5976.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|64|C1||1931R825050575|23.04|288.00000|2025-11-21 18:31:03|
3471|5600944|160|98020019|226|C1||1931R825050550|54.72|288.00000|2025-11-27 19:08:01|
3471|5600950|160|98020019|138|C1||1931R825050423|6789.30|70.00000|2025-11-27 18:19:02|
3471|5600946|160|98020019|149|C1||1931R825050575|11.52|576.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|232|C1||1931R825051346|38.88|1296.00000|2025-11-28 20:35:00|
3471|5600778|160|98020019|57|C1||1931R825050575|14.40|144.00000|2025-11-21 18:31:03|
3471|5600944|160|98020019|219|C1||1931R825050602|25.92|144.00000|2025-11-27 19:08:01|
3471|5600778|160|98020019|249|C1||1931R825038867|542.16|72.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|42|C1||1931R825050575|4.32|216.00000|2025-11-21 18:31:03|
3471|5600776|160|98020019|59|C1||1931R825050550|10.08|72.00000|2025-11-21 18:08:02|
3471|5600946|160|98020019|172|C1||1931R825050575|51.84|576.00000|2025-11-28 20:35:00|
3471|5600776|160|98020019|48|C1||1931R825050547|56.00|800.00000|2025-11-21 18:08:02|
3471|5600950|160|98020019|131|C1||1931R825034288|270.72|6768.00000|2025-11-27 18:19:02|
3471|5600778|160|98020019|79|C1||1931R825050575|11.52|288.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|75|C1||1931R825050616|7.20|144.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|102|C1||1931R825050550|25.92|72.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|230|C1||1931R825050424|7.60|38.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|216|C1||1931R825051346|1.44|144.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|229|C1||1931R825051346|8.64|144.00000|2025-11-28 20:35:00|
3471|5600778|160|98020019|55|C1||1931R825050575|23.36|292.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|186|C1||1931R825050547|282.24|4032.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|228|C1||1931R825051346|60.48|144.00000|2025-11-28 20:35:00|
3471|5600776|160|98020019|43|C1||1931R825050575|8.64|432.00000|2025-11-21 18:08:02|
3471|5600778|160|98020019|49|C1||1931R825050575|42.00|1400.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|156|C1||1931R825050575|8.64|288.00000|2025-11-28 20:35:00|
3471|5600778|160|98020019|88|C1||1931R825050547|1.44|144.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|162|C1||1931R825050575|86.72|1084.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|222|C1||1931R825051346|5.76|288.00000|2025-11-28 20:35:00|
3471|5600778|160|98020019|97|C1||1931R825034288|106.56|2664.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|249|C1||1931R825050423|6983.28|72.00000|2025-11-28 20:35:00|
1905|5017408|160|98020019|1|C1||1931R825051044|38570.00|19000.00000|2025-11-14 18:36:06|
3471|5600776|160|98020019|35|C1||1931R825050575|8.40|168.00000|2025-11-21 18:08:02|
3471|5600776|160|98020019|56|C1||1931R825050612|1.44|144.00000|2025-11-21 18:08:02|
3471|5600946|160|98020019|202|C1||1931R825050575|72.00|2400.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|205|C1||1931R825050424|23.04|2304.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|201|C1||1931R825050575|5.76|288.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|174|C1||1931R825050575|11.52|288.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|218|C1||1931R825051346|11.52|144.00000|2025-11-28 20:35:00|
3471|5600950|160|98020019|132|C1||1931R825051346|80.64|288.00000|2025-11-27 18:19:02|
1925|5001421|160|98020019|134|C1||1931R825034195|1.36|68.00000|2025-11-19 12:01:02|
3471|5600946|160|98020019|242|C1||1931R825050530|7.36|32.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|150|C1||1931R825050575|17.28|864.00000|2025-11-28 20:35:00|
3471|5600776|160|98020019|42|C1||1931R825050575|8.64|144.00000|2025-11-21 18:08:02|
3471|5600778|160|98020019|71|C1||1931R825050575|6.48|216.00000|2025-11-21 18:31:03|
3471|5600776|160|98020019|41|C1||1931R825050575|38.88|144.00000|2025-11-21 18:08:02|
3471|5600778|160|98020019|86|C1||1931R825050547|96.60|420.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|178|C1||1931R825034285|17.28|576.00000|2025-11-28 20:35:00|
3471|5600776|160|98020019|47|C1||1931R825050616|54.72|288.00000|2025-11-21 18:08:02|
3471|5600950|160|98020019|123|C1||1931R825050575|120.00|2400.00000|2025-11-27 18:19:02|
3471|5600776|160|98020019|34|C1||1931R825050575|42.00|1400.00000|2025-11-21 18:08:02|
3471|5600946|160|98020019|238|C1||1931R825051346|2.88|144.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|210|C1||1931R825051346|51.84|144.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|180|C1||1931R825050575|5.76|288.00000|2025-11-28 20:35:00|
3471|5600950|160|98020019|128|C1||1931R825050385|8.64|864.00000|2025-11-27 18:19:02|
3471|5600778|160|98020019|62|C1||1931R825050575|17.28|576.00000|2025-11-21 18:31:03|
3471|5600950|160|98020019|122|C1||1931R825050575|23.04|1152.00000|2025-11-27 18:19:02|
3471|5600944|160|98020019|222|C1||1931R825050602|23.04|576.00000|2025-11-27 19:08:01|
3471|5600778|160|98020019|105|C1||1931R825050550|27.36|144.00000|2025-11-21 18:31:03|
3471|5600950|160|98020019|125|C1||1931R825050575|92.16|576.00000|2025-11-27 18:19:02|
3471|5600778|160|98020019|248|C1||1931R825050423|4840.56|72.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|187|C1||1931R825050547|7.20|144.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|188|C1||1931R825050547|64.80|720.00000|2025-11-28 20:35:00|
3471|5600778|160|98020019|46|C1||1931R825050575|2.88|144.00000|2025-11-21 18:31:03|
3471|5600946|160|98020019|190|C1||1931R825050385|2.88|288.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|146|C1||1931R825050575|36.00|720.00000|2025-11-28 20:35:00|
3471|5600778|160|98020019|61|C1||1931R825050575|2.88|144.00000|2025-11-21 18:31:03|
1905|5017408|160|98020019|11|C1||1931R825051044|40600.00|20000.00000|2025-11-14 18:36:06|
3471|5600946|160|98020019|239|C1||1931R825051346|48.96|144.00000|2025-11-28 20:35:00|
3471|5600778|160|98020019|59|C1||1931R825050575|155.52|576.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|48|C1||1931R825050575|5.76|288.00000|2025-11-21 18:31:03|
3471|5600950|160|98020019|130|C1||1931R825050424|31.68|288.00000|2025-11-27 18:19:02|
3471|5600778|160|98020019|156|C1||1931R825034636|16236.00|72.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|80|C1||1931R825050608|23.04|576.00000|2025-11-21 18:31:03|
3471|5600778|160|98020019|93|C1||1931R825050385|2.88|288.00000|2025-11-21 18:31:03|
1925|5001374|160|98020019|127|C1||1931R824060641|12628.00|56.00000|2025-11-01 11:06:01|
3471|5600785|160|98020019|36|C1||1931R825050647|4140.00|48.00000|2025-11-19 19:35:02|
3471|5600942|160|98020019|13|C1||1931R825034758|1820.06|22.00000|2025-11-27 18:24:03|
3471|5600946|160|98020019|204|C1||1931R825050575|17.28|576.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|234|C1||1931R825038867|818.64|24.00000|2025-11-27 19:08:01|
3471|5600950|160|98020019|133|C1||1931R825050423|15328.44|228.00000|2025-11-27 18:19:02|
3471|5600944|160|98020019|212|C1||1931R825050575|233.28|11664.00000|2025-11-27 19:08:01|
3471|5600944|160|98020019|221|C1||1931R825050385|5.76|576.00000|2025-11-27 19:08:01|
3471|5600946|160|98020019|183|C1||1931R825050547|8.64|288.00000|2025-11-28 20:35:00|
3471|5600950|160|98020019|119|C1||1931R825050575|161.28|576.00000|2025-11-27 18:19:02|
3471|5600776|160|98020019|32|C1||1931R825050575|54.72|2736.00000|2025-11-21 18:08:02|
3471|5600776|160|98020019|53|C1||1931R825050424|15.84|144.00000|2025-11-21 18:08:02|
3471|5600944|160|98020019|208|C1||1931R825050547|69.12|864.00000|2025-11-27 19:08:01|
1905|5017408|160|98020019|6|C1||1931R825051044|40600.00|20000.00000|2025-11-14 18:36:06|
3471|5600944|160|98020019|201|C1||1931R825050575|80.00|800.00000|2025-11-27 19:08:01|
3471|5600946|160|98020019|192|C1||1931R825050385|5.76|576.00000|2025-11-28 20:35:00|
3471|5600952|160|98020019|21|C1||1931R825050612|244.80|288.00000|2025-11-27 17:41:05|
3471|5600778|160|98020019|145|C1||1931R825050493|320.76|66.00000|2025-11-21 18:31:03|
3471|5600950|160|98020019|134|C1||1931R825050575|25.92|288.00000|2025-11-27 18:19:02|
1905|5017408|160|98020019|15|C1||1931R825051044|10200.00|5000.00000|2025-11-14 18:36:06|
3471|5600946|160|98020019|184|C1||1931R825050547|46.08|1152.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|196|C1||1931R825050575|25.92|1296.00000|2025-11-27 19:08:01|
3471|5600950|160|98020019|135|C1||1931R825050493|699.84|144.00000|2025-11-27 18:19:02|
3471|5600944|160|98020019|207|C1||1931R825050575|311.04|1152.00000|2025-11-27 19:08:01|
3471|5600946|160|98020019|235|C1||1931R825050647|3862.56|48.00000|2025-11-28 20:35:00|
3471|5600946|160|98020019|240|C1||1931R825050530|26.88|128.00000|2025-11-28 20:35:00|
3471|5600944|160|98020019|220|C1||1931R825050547|2.88|288.00000|2025-11-27 19:08:01|
