Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
3471|5600765|160|2025-10-20|COVE257T6XH34|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 19:00:02|
1925|5100861|160|2025-10-14|COVE257SUS3T1|CIF|USD|944.51|944.51|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:34:02|
3471|5600895|160|2025-10-09|COVE257TX02A2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-15 11:53:02|
1925|5700272|160|2025-10-15|COVE257TS04K7|CIF|USD|129.06|129.06|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 09:43:01|
3471|5600746|160|2025-10-20|COVE257T2GMG2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-20 21:45:01|
1925|5001390|160|2025-10-08|COVE257SGJV47|CIF|USD|37573.25|37573.25|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 13:04:03|
1925|5700276|160|2025-10-15|COVE257TRKFH1|CIF|USD|2181.32|2181.32|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 09:52:01|
1925|5700368|160|2025-10-15|COVE257TZWHN3|CIF|USD|390.24|390.24|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 18:47:04|
3471|5600867|160|2025-10-09|COVE257TNNP13|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:09:02|
3471|5600768|160|2025-10-20|COVE257T75M05|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 16:47:03|
1925|5001428|160|2025-10-21|COVE257T8RGP6|CIF|USD|209.70|209.70|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:00:03|
1925|5700337|160|2025-10-17|COVE257TXQQL4|CIF|USD|50869.93|50869.93|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 12:23:01|
1925|5700333|160|2025-10-17|COVE257TYH9J6|CIF|USD|72611.78|72611.78|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 12:20:02|
1925|5700286|160|2025-10-27|COVE257U3M5Z8|CIF|USD|228.52|228.52|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-26 17:34:04|
1925|5001386|160|2025-10-08|COVE257SDLU95|CIF|USD|16449.48|16449.48|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 13:04:02|
3471|5600861|160|2025-10-09|COVE257TP6M84|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:09:03|
1925|5100859|160|2025-10-14|COVE257SUJ0R4|CIF|USD|1714.98|1714.98|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:28:06|
1925|5100855|160|2025-10-14|COVE257STY551|CIF|USD|415.56|415.56|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:25:05|
1925|5700358|160|2025-10-15|COVE257TZWBI2|CIF|USD|276.91|276.91|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 11:53:01|
3471|5600859|160|2025-10-09|COVE257TWSR02|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 17:16:03|
1925|5700359|160|2025-10-15|COVE257TZWD54|CIF|USD|59526.57|59526.57|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 11:54:06|
1925|5700227|160|2025-10-10|COVE257TEWC58|CIF|USD|2934.54|2934.54|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 09:35:04|
3471|5600950|160|2025-10-29|COVE257UI9AZ6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-27 18:19:02|
1925|5700327|160|2025-10-17|COVE257TX1JT8|CIF|USD|44857.85|44857.85|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-20 12:24:03|
3471|5600796|160|2025-10-21|COVE257TEUEY3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 17:16:03|
3471|5600947|160|2025-10-29|COVE257UFLG94|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-28 20:17:01|
3471|5600902|160|2025-10-24|COVE257UAQL02|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 23:57:01|
1925|5700370|160|2025-10-15|COVE257TZWHS8|CIF|USD|1240.34|1240.34|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 18:48:06|
3471|5600944|160|2025-10-29|COVE257ULNGH5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-27 19:08:01|
3471|5600779|160|2025-10-14|COVE257U810T7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 12:26:01|
3471|5600799|160|2025-10-21|COVE257TFXH61|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 15:49:03|
3577|5102427|521|2025-11-13|COVE257U4VSU6|DAP|USD|944.61|944.61|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-20 11:33:02|
3471|5600793|160|2025-10-21|COVE257TDERE1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 15:49:02|
3471|5600866|160|2025-10-09|COVE257TNNP13|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:09:02|
3471|5600797|160|2025-10-21|COVE257TEZKP8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 17:05:02|
1925|5100855|160|2025-10-14|COVE257STY4Z2|CIF|USD|287.18|287.18|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:25:05|
1925|5700348|160|2025-10-17|COVE257TX2316|CIF|USD|122.10|122.10|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-24 13:17:00|
1925|5100832|160|2025-10-11|COVE257SELVG2|CIF|USD|689.64|689.64|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:40:01|
1925|5700342|160|2025-10-17|COVE257TX1VN4|CIF|USD|122.10|122.10|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-22 10:56:02|
1925|5001427|160|2025-10-21|COVE257TGNTY4|CIF|USD|29024.46|29024.46|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:00:05|
3471|5600785|160|2025-10-16|COVE257U51IX3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 19:35:02|
3471|5600783|160|2025-10-14|COVE257TL1UH4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 15:08:00|
1925|5001423|160|2025-10-21|COVE257THV4S4|CIF|USD|59012.72|59012.72|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:01:02|
1925|5001427|160|2025-10-21|COVE257TGNU22|CIF|USD|68979.24|68979.24|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:00:05|
3471|5600945|160|2025-10-29|COVE257ULNGH5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-27 18:24:02|
1925|5001425|160|2025-10-21|COVE257TGW8D1|CIF|USD|23118.19|23118.19|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:01:01|
1925|5700202|160|2025-10-12|COVE257T9NDY1|CIF|USD|35288.52|35288.52|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 10:26:04|
3471|5600821|160|2025-10-22|COVE257TKOFW1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-20 10:14:05|
3471|5600796|160|2025-10-21|COVE257TEZKP8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 17:16:03|
3471|5600791|160|2025-10-16|COVE257TDQR77|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 18:35:03|
1925|5700334|160|2025-10-17|COVE257TX1JX2|CIF|USD|598.00|598.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 12:48:02|
3471|5600736|160|2025-10-15|COVE257U7FGL7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-20 16:19:03|
3471|5600787|160|2025-10-16|COVE257U3X5B4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-20 10:54:04|
1925|5100823|160|2025-10-11|COVE257THCNK7|CIF|USD|65873.94|65873.94|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:31:00|
1925|5001421|160|2025-10-21|COVE257TGJ0I3|CIF|USD|53043.81|53043.81|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:01:02|
1925|5700344|160|2025-10-17|COVE257TX1Z15|CIF|USD|24.62|24.62|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-22 10:59:01|
1925|5100825|160|2025-10-11|COVE257SE2ZU6|CIF|USD|51812.99|51812.99|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:35:02|
3471|5600740|160|2025-10-15|COVE257U7V108|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-20 18:28:04|
1925|5700364|160|2025-10-15|COVE257TZWFU7|CIF|USD|26.08|26.08|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 13:25:03|
3577|5102378|521|2025-11-06|COVE257TROF34|DAP|USD|944.61|944.61|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-12 14:56:01|
3471|5000891|160|2025-10-24|COVE257U7Z756|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 23:58:01|
3471|5600903|160|2025-10-24|COVE257UAREY7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 23:57:01|
1925|5100823|160|2025-10-11|COVE257THCNC5|CIF|USD|99528.44|99528.44|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:31:00|
3471|5600739|160|2025-10-15|COVE257U726A4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-20 18:29:03|
1925|5700287|160|2025-10-27|COVE257U3PXX2|CIF|USD|71469.17|71469.17|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-26 17:43:03|
1925|5700318|160|2025-10-30|COVE257U7PDG4|CIF|USD|32953.30|32953.30|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:24:02|
1925|5700349|160|2025-10-17|COVE257TY7IQ7|CIF|USD|59473.10|59473.10|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-24 13:18:01|
1925|5700329|160|2025-10-17|COVE257TWTZ93|CIF|USD|60413.29|60413.29|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-20 12:28:02|
1925|5700347|160|2025-10-17|COVE257TYTTP7|CIF|USD|55995.97|55995.97|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-24 13:15:00|
3577|5102343|521|2025-10-30|COVE257TBM6V8|DAP|USD|3230.70|3230.70|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-04 15:46:01|
1925|5700212|160|2025-10-10|COVE257TDODN5|CIF|USD|69049.78|69049.78|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 18:08:01|
3471|5600863|160|2025-10-09|COVE257TQFUD1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:10:03|
3471|5600798|160|2025-10-21|COVE257TFXH61|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:30:06|
3471|5600799|160|2025-10-21|COVE257TFXCK2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 15:49:03|
3577|5102401|521|2025-11-11|COVE257U0TMX5|DAP|USD|944.61|944.61|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-18 13:32:00|
1925|5100829|160|2025-10-11|COVE257TGDT93|CIF|USD|78581.02|78581.02|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:35:03|
3471|5600860|160|2025-10-09|COVE257TP6M84|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:30:07|
3471|5600727|160|2025-09-26|COVE257SPD574|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-13 09:40:06|
1925|5100829|160|2025-10-11|COVE257SEYN98|CIF|USD|25333.90|25333.90|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:35:03|
3471|5600866|160|2025-10-09|COVE257TNNUQ3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:09:02|
3471|5600785|160|2025-10-16|COVE257U51YS3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 19:35:02|
1925|5700361|160|2025-10-15|COVE257TZWEM8|CIF|USD|24693.32|24693.32|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 13:26:01|
3471|5600778|160|2025-10-14|COVE257U810V4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 18:31:03|
3471|5600765|160|2025-10-20|COVE257T6XI36|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 19:00:02|
3471|5600864|160|2025-10-09|COVE257TOF616|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:48:03|
3577|5102333|521|2025-10-30|COVE257TEASC5|DAP|USD|944.61|944.61|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-05 15:32:01|
1925|5001395|160|2025-10-08|COVE257SF0ZY6|CIF|USD|798.54|798.54|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:32:04|
3577|5102434|521|2025-11-08|COVE257U6Q0R2|DAP|USD|11836.80|11836.80|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-20 14:38:01|
3577|5102337|521|2025-10-20|COVE257TDDBR5|DAP|USD|7602.70|7602.70|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-05 11:14:03|
3471|5600754|160|2025-10-22|COVE257T2H8B8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 15:03:05|
3471|5600732|160|2025-10-15|COVE257U5ANR1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-20 16:20:02|
1925|5700203|160|2025-10-12|COVE257T9V6F2|CIF|USD|340.08|340.08|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 10:28:03|
1925|5700336|160|2025-10-17|COVE257TX1K16|CIF|USD|530.15|530.15|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 12:23:00|
3471|5600795|160|2025-10-21|COVE257TEIG35|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 15:49:02|
1925|5100828|160|2025-10-11|COVE257SEYLK4|CIF|USD|2136.00|2136.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:35:04|
3471|5600777|160|2025-10-14|COVE257U7YFJ6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 12:26:02|
1925|5700371|160|2025-10-15|COVE257TYXS01|CIF|USD|59875.12|59875.12|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 18:43:02|
3471|5600895|160|2025-10-09|COVE257TP6M84|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-15 11:53:02|
1925|5700279|160|2025-10-15|COVE257TR5UF2|CIF|USD|28051.67|28051.67|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 09:58:02|
1925|5100860|160|2025-10-14|COVE257SUP3S1|CIF|USD|55153.59|55153.59|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:28:07|
3471|5600894|160|2025-10-24|COVE257U7Z756|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 23:57:03|
1925|5001374|160|2025-09-29|COVE257S899K1|CIF|USD|59867.53|59867.53|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-01 11:06:01|
1925|5100824|160|2025-10-11|COVE257THF1K6|CIF|USD|129.50|129.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:35:04|
3471|5600769|160|2025-10-20|COVE257TY3Q22|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 16:47:04|
1925|5001391|160|2025-10-08|COVE257SE9S87|CIF|USD|689.64|689.64|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:32:03|
1925|5700308|160|2025-10-30|COVE257U9VB85|CIF|USD|84227.51|84227.51|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:14:03|
1925|5700353|160|2025-10-15|COVE257TZ5CK3|CIF|USD|31467.73|31467.73|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-20 11:39:04|
3577|5102369|521|2025-11-05|COVE257TRO115|DAP|USD|944.61|944.61|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-12 13:58:01|
1925|5700345|160|2025-10-17|COVE257TXQPD2|CIF|USD|28229.68|28229.68|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-22 10:59:02|
1925|5001393|160|2025-10-08|COVE257SH1R27|CIF|USD|121.92|121.92|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:32:03|
1925|5700236|160|2025-10-12|COVE257TCE9Q8|CIF|USD|54450.00|54450.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 10:49:01|
