Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SubdivisionFraccion|DescripcionMercancia|PrecioUnitario|ValorAduana|ValorComercial|ValorDolares|CantidadUMComercial|UnidadMedidaComercial|CantidadUMTarifa|UnidadMedidaTarifa|ValorAgregado|ClaveVinculacion|MetodoValorizacion|CodigoMercanciaProducto|MarcaMercanciaProducto|ModeloMercanciaProducto|PaisOrigenDestino|PaisCompradorVendedor|EntidadFedOrigen|EntidadFedDestino|EntidadFedComprador|EntidadFedVendedor|TipoOperacion|ClaveDocumento|FechaPagoReal
3043|5603231|523|56090002|3|99|BANDA DE SEGURIDAD DE MATERIAL TEXTIL|222.00000|0|222|12.00|1.000|6|0.89400|1||0|0||||USA|CHN| | | | |2|A1|2025-11-03 18:32:01|
3471|5600794|160|84253101|29|00|CABRESTANTE|1312.75000|10502|10502|567.68|8.000|6|8.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 15:50:01|
3471|5600862|160|85371099|173|99|MODULO DE CONTROL|910.50000|3642|3642|196.84|4.000|6|0.08000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:01|
1925|5700281|160|73182291|75|99|ARANDELA|2.01250|483|483|26.40|240.000|6|22.88000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 10:04:02|
1925|5001423|160|73181606|139|03|TUERCA|1.46324|597|597|32.64|408.000|6|23.68834|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
3471|5600946|160|87082999|60|99|PARTE DE LA CARROCERIA|38.84028|5593|5593|302.40|144.000|6|144.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 20:35:00|
3471|5600946|160|87088005|117|00|PARTE DE LA SUSPENSION|7.39583|355|355|19.20|48.000|6|48.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 20:35:00|
1925|5001423|160|87082201|76|00|PARABRISAS|1392.42308|36203|36203|1980.42|26.000|6|26.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
3471|5600789|160|73181599|20|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.36607|205|205|11.20|560.000|6|11.20000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 18:29:04|
1925|5700302|160|73181401|12|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.55500|222|222|12.00|400.000|6|31.42000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:39:01|
1925|5700306|160|40169901|135|00|ARANDELAS DE CAUCHO|0.74000|148|148|8.00|200.000|6|23.86000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:04:03|
1925|5001423|160|73262006|149|99|ABRAZADERA|0.36765|25|25|1.36|68.000|6|3.94805|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
1925|5001421|160|87089999|39|99|GANCHO DE CAJA DE CARGA|3.47304|1417|1417|77.52|408.000|6|408.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
1925|5001394|160|87082999|8|99|PARTE DE LA CARROCERÍA|160.21667|9613|9613|519.60|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 11:32:07|
3471|5600792|160|39269099|20|06|DISTRIBUIDOR DE VENTILACION|75.11111|5408|5408|292.32|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 17:05:01|
1925|5700357|160|73182291|98|99|ARANDELA|2.00938|643|643|35.20|320.000|6|19.79000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-21 11:53:02|
1925|5700365|160|87082201|47|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOVILES|110.23750|8819|8819|482.40|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-21 13:40:02|
3471|5600798|160|39199099|18|00|ETIQUETA AUTOADHESIVA|0.37500|27|27|1.44|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:30:06|
1925|5700236|160|49089099|42|99|ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO|3.32500|266|266|14.40|80.000|6|14.68000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:49:01|
3471|5600770|160|94019999|120|01|PARTES PARA ASIENTO DE USO AUTOMOTRIZ|10.41667|625|625|34.20|60.000|6|1.20000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 18:29:05|
1925|5100854|160|90262003|291|00|MEDIDOR DE PRESION DE NEUMATICOS|3.47500|278|278|15.20|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 11:25:05|
3471|5600946|160|87089999|137|99|TUBOS PREFORMADOS PARA REFRIGERANTE|8.32639|1199|1199|64.80|144.000|6|144.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 20:35:00|
3471|5600946|160|87089999|132|99|SOPORTE|0.74306|107|107|5.76|144.000|6|144.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 20:35:00|
1925|5700277|160|85444299|84|04|CABLE DE TECHO|252.08333|15125|15125|827.40|60.000|6|2.95000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 09:58:01|
1925|5700281|160|87082999|66|99|PARTE DE LA CARROCERIA|12.25000|735|735|40.20|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 10:04:02|
1925|5700320|160|87082999|9|99|SOPORTE|10.36000|1036|1036|56.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:22:01|
1925|5700302|160|73181599|35|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.55500|222|222|12.00|400.000|6|31.42000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:39:01|
1925|5001423|160|39199099|193|00|PLACA ADHESIVA|0.18382|25|25|1.36|136.000|6|5.34582|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
1925|5100856|160|85365099|99|08|INTERRUPTOR AUTOMOTRIZ|31.81250|2545|2545|139.20|80.000|6|4.98281|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 11:27:03|
1925|5700242|160|94019999|47|01|PARTES PARA AUTO|3.51000|351|351|19.00|100.000|6|13.44000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 11:23:02|
3471|5600792|160|39174001|4|00|ACCESORIO PARA TUBERIA|35.51389|2557|2557|138.24|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 17:05:01|
3043|5003577|523|56090002|1|99|BANDA DE SEGURIDAD DE MATERIAL TEXTIL|384.25893|43037|43037|2352.00|112.000|6|54.74000|1||1|6||||CHN|CHN| | | | |1|A1|2025-11-19 18:13:01|
1925|5700367|160|87082919|51|00|PUERTA|4500.50000|18002|18002|984.76|4.000|6|4.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-21 18:30:05|
1925|5700238|160|87089203|96|99|SILENCIADOR|1789.50000|178950|178950|9673.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 14:41:01|
3471|5600798|160|87089999|207|99|SOPORTE|6.47222|932|932|50.40|144.000|6|144.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:30:06|
3471|5600764|160|40169304|35|01|EMPAQUE DEL TANQUE DE GASOLINA|2.55833|307|307|16.80|120.000|6|2.40000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 19:00:03|
1925|5700273|160|87085099|61|04|EJE|465.96667|55916|55916|3058.80|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 09:44:04|
1925|5700316|160|39174001|100|00|ACCESORIO PARA TUBERIA|35.68571|1249|1249|67.55|35.000|6|4.11000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:26:01|
1925|5700351|160|87082999|55|99|PARTE DE CARROCERÍA|12.02500|2405|2405|130.00|200.000|6|200.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 14:22:01|
1925|5100854|160|73181599|108|03|PERNOS ROSCADOS DE USO AUTOMOTRIZ|0.73125|117|117|6.40|160.000|6|7.24473|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 11:25:05|
3471|5600764|160|73181599|55|03|PERNOS ROSCADOS DE USO AUTOMOTRIZ|1.64583|395|395|21.60|240.000|6|4.80000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 19:00:03|
1925|5700302|160|85365099|102|08|INTERRUPTOR AUTOMOTRIZ|34.59000|3459|3459|187.00|100.000|6|13.70000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:39:01|
1925|5700302|160|87082923|41|00|TAPA PARA CINTURON DE SEGURIDAD|0.74000|148|148|8.00|200.000|6|200.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:39:01|
1925|5700273|160|87085099|99|99|DIFERENCIAL|1773.03333|106382|106382|5819.40|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 09:44:04|
1925|5100854|160|87089203|22|99|PROTECTOR ASILANTE DE CALOR PARA SILENCIADOR|21.57500|1726|1726|94.40|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 11:25:05|
1925|5001394|160|73181599|32|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.37000|296|296|16.00|800.000|6|18.64882|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 11:32:07|
1925|5700216|160|87082201|44|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOVILES|21.83000|8732|8732|472.00|400.000|6|400.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 18:20:01|
1925|5700339|160|94019999|24|01|PARTE PARA ASIENTO|34.20000|342|342|18.70|10.000|6|2.11000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:51:00|
1925|5700343|160|87089999|1|99|TUBERIA PREFORMADA|116.43333|3493|3493|191.10|30.000|6|30.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:57:01|
3471|5600792|160|82060001|94|00|JUEGO DE HERRAMIENTAS|50.86667|1526|1526|82.50|30.000|12|0.60000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 17:05:01|
1925|5001388|160|87082999|73|99|PARTE DE CARROCERÍA|10.36000|1036|1036|56.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
3471|5600789|160|73182291|90|99|ARANDELA DE ACERO|0.18571|26|26|1.40|140.000|6|2.80000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 18:29:04|
1925|5001425|160|87082999|158|99|PARTE PARA CARROCERIA|248.79412|16918|16918|925.48|68.000|6|68.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:01|
1925|5700302|160|87089412|89|99|CAJA DE DIRECCION ELECTRICA|1319.91250|105593|105593|5708.80|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:39:01|
1925|5700351|160|87082999|39|99|PARTE DE LA CARROCERÍA|441.70000|44170|44170|2388.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 14:22:01|
1925|5100854|160|87089999|259|99|TUBOS PREFORMADOS PARA REFRIGERANTE|56.48750|4519|4519|247.20|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 11:25:05|
1925|5001421|160|87082999|5|99|PARTE PARA CARROCERIA|122.83824|8353|8353|456.96|68.000|6|68.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
1925|5700320|160|87082999|72|99|PARTE DE CARROCERÍA|7.03000|703|703|38.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:22:01|
1925|5700306|160|73181606|75|04|TUERCAS|6.66000|666|666|36.00|100.000|6|1.94000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:04:03|
3471|5600782|160|39269099|31|06|SELLO|0.91667|132|132|7.20|144.000|6|2.88000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 15:41:01|
1925|5700283|160|87082999|103|99|PARTE DE CARROCERÍA|164.33333|9860|9860|539.40|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 10:05:03|
1925|5001388|160|94019999|117|01|PARTE PARA ASIENTO|26.08000|2608|2608|141.00|100.000|6|39.92000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
1925|5100829|160|87082999|8|99|PARTE DE LA CARROCERÍA|407.92000|20396|20396|1102.50|50.000|6|50.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:03|
1925|5700345|160|87082999|2|99|PARTES PARA CARROCERIA (ASIENTO DE MONTAJE)|8.59231|1117|1117|61.10|130.000|6|130.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:59:02|
1925|5700345|160|87082999|18|99|PARTE DE LA CARROCERÍA|2.37692|309|309|16.90|130.000|6|130.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:59:02|
1925|5700204|160|87082919|106|00|PUERTA|4578.40000|45784|45784|2474.80|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:37:02|
1925|5001388|160|87082999|106|99|parte de carroceria|128.20000|2564|2564|138.60|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
1925|5700283|160|73182999|29|99|PERNO|0.73108|1623|1623|88.80|2220.000|6|242.39000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 10:05:03|
1925|5001423|160|87082999|81|99|PARTE DE CARROCERÍA|14.80882|2014|2014|110.16|136.000|6|136.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
1925|5700320|160|87082999|16|99|PARTE DE CARROCERÍA|81.57000|8157|8157|441.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:22:01|
1925|5700304|160|90271001|2|00|SENSOR DE OXIGENO|195.14000|19514|19514|1055.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:04:02|
1925|5001421|160|40093106|85|02|TUBO DE CAUCHO|43.69118|2971|2971|162.52|68.000|6|2.34724|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
1925|5700277|160|73181599|17|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.54833|3290|3290|180.00|6000.000|6|294.67000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 09:58:01|
1925|5700301|160|73269099|3|99|EMBALAJE METALICO|148.00000|444|444|24.00|3.000|6|13.07000|1||1|6||||CHN|CHN| | | | |1|A1|2025-11-28 10:52:03|
1925|5700351|160|87082999|5|99|PARTE DE CARROCERÍA|6.66000|666|666|36.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 14:22:01|
1925|5700277|160|87089999|30|99|SOPORTE|50.63333|3038|3038|166.20|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 09:58:01|
3471|5600789|160|73181606|71|04|TUERCA|0.73036|409|409|22.40|560.000|6|11.20000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 18:29:04|
3471|5600860|160|85044099|37|00|CABLE CON CONECTOR|36.26000|7252|7252|392.00|200.000|6|200.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:30:07|
3471|5600864|160|73181599|16|03|PERNOS ROSCADOS DE USO AUTOMOTRIZ|5.18000|1036|1036|56.00|200.000|6|4.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:03|
1925|5700339|160|73181599|53|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|2.01154|1046|1046|57.20|520.000|6|196.21000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:51:00|
1925|5700339|160|87089999|34|99|TUBERIA PREFORMADA|26.15000|1046|1046|57.20|40.000|6|40.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:51:00|
1925|5700232|160|94019999|48|01|PARTES PARA AUTO|3.51000|351|351|19.00|100.000|6|13.44000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 09:50:05|
1925|5001388|160|87082201|50|00|PARTES PARA MOTOCICLETA|21.83081|8645|8645|467.28|396.000|6|396.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
1925|5001421|160|40093106|89|02|TUBO DE CAUCHO|23.04000|1152|1152|63.00|50.000|6|5.86527|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
1925|5100854|160|73182291|178|99|ARANDELA|2.00938|643|643|35.20|320.000|6|223.19485|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 11:25:05|
1925|5700316|160|39199099|85|00|ETIQUETA|9.43000|943|943|51.00|100.000|6|12.80000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:26:01|
1925|5700302|160|85371006|54|00|MODULO DE CONTROL INTELIGENTE|214.35000|4287|4287|231.80|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:39:01|
3471|5600782|160|73181599|49|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.36574|158|158|8.64|432.000|6|8.64000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 15:41:01|
3471|5600764|160|39269099|20|06|SUJETADOR AUTOMOTRIZ|1.28000|384|384|21.00|300.000|6|6.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 19:00:03|
1925|5700302|160|73181599|37|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.55444|499|499|27.00|900.000|6|70.70000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:39:01|
1925|5700316|160|40093106|57|02|TUBO DE CAUCHO|44.40000|2220|2220|120.00|50.000|6|6.14000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:26:01|
1925|5001423|160|73182403|167|00|PASADOR DE CHAVETA|0.18199|99|99|5.44|544.000|6|31.58445|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
3471|5600785|160|87083099|65|01|FRENOS HIDRAULICOS|2829.64286|198075|198075|10835.30|70.000|6|70.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 19:35:02|
3471|5600860|160|73181606|29|03|TUERCA|0.18500|37|37|2.00|200.000|6|4.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:30:07|
1925|5001392|160|87082101|45|00|CINTURON DE SEGURIDAD|421.80000|42180|42180|2280.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:03|
1925|5700357|160|87082999|132|99|PARTE DE LA CARROCERIA|106.90000|1069|1069|58.50|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-21 11:53:02|
1925|5700345|160|87082999|20|99|PARTE DE LA CARROCERÍA|4.02308|523|523|28.60|130.000|6|130.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:59:02|
1925|5700218|160|87089999|172|99|TUBOS PREFORMADOS PARA REFRIGERANTE|22.75000|2275|2275|123.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:05:03|
1925|5100824|160|73269099|4|99|BASTIDOR PARA EMBALAJE|228.00000|1368|1368|73.92|6.000|6|35.80261|1||1|6||||CHN|CHN| | | | |1|A1|2025-11-12 16:35:04|
1925|5700283|160|87082999|20|99|CUBIERTA|22.85000|1371|1371|75.00|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 10:05:03|
1925|5001421|160|39269099|115|06|DISTRIBUIDOR DE VENTILACION|74.22000|7422|7422|406.00|100.000|6|3.40490|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
1925|5700302|160|85371099|91|99|MODULO DE CONTROL|910.20588|61894|61894|3346.28|68.000|6|128.98000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:39:01|
1925|5700302|160|40169304|156|01|EMPAQUE DEL TANQUE DE GASOLINA|2.59000|518|518|28.00|200.000|6|18.11000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:39:01|
1925|5001421|160|85122099|188|00|LUCES AUTOMOTRIZ|139.10714|3895|3895|213.08|28.000|6|248.96385|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
3471|5600766|160|94012001|254|00|PARTE PARA ASIENTO|25.77500|3093|3093|169.20|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 18:35:03|
1925|5700306|160|87082919|125|00|PUERTA|4577.90000|45779|45779|2475.00|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:04:03|
1925|5700306|160|85371004|113|00|PANEL DE CONTROL DE AIRE|127.44000|12744|12744|689.00|100.000|6|11.93000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:04:03|
1925|5001421|160|39269099|167|06|TAQUETE HEMBRA DE PLASTICO|0.18275|1280|1280|70.04|7004.000|6|230.02786|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
3471|5600785|160|87082999|60|99|PARTE DE LA CARROCERIA|12.24286|857|857|46.90|70.000|6|70.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 19:35:02|
1925|5700226|160|85071099|15|00|BATERIA DE PLOMO ACIDO DE GEL|681.35000|68135|68135|3683.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 18:32:01|
3471|5600862|160|39199099|20|00|ETIQUETA AUTOADHESIVA|0.18000|18|18|1.00|100.000|6|2.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:01|
1925|5700339|160|70091099|35|02|ESPEJO|69.28750|5543|5543|303.20|80.000|6|30.19000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:51:00|
1925|5700339|160|94019999|27|01|PARTE PARA ASIENTO|13.16000|658|658|36.00|50.000|6|10.55000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:51:00|
3471|5600862|160|49089099|49|99|ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO|3.33000|333|333|18.00|100.000|6|2.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:01|
1925|5700240|160|70091099|48|02|ESPEJO|70.11000|7011|7011|379.00|100.000|6|24.05000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 11:24:02|
3471|5600764|160|87089412|179|91|PARTE DE LA DIRECCION|639.81667|38389|38389|2100.00|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 19:00:03|
1925|5700275|160|87082999|38|99|PARTE PARA CARROCERIA|240.93333|14456|14456|790.80|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 09:51:01|
3471|5600946|160|87082999|78|99|PARTE DE LA CARROCERIA|4.80769|500|500|27.04|104.000|6|104.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 20:35:00|
1925|5700351|160|87082999|57|99|PARTE DE CARROCERÍA|2.03500|407|407|22.00|200.000|6|200.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 14:22:01|
3471|5600766|160|87089999|232|99|SOPORTE|51.73333|3104|3104|169.80|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 18:35:03|
1925|5700283|160|87082999|63|99|PARTE DE LA CARROCERÍA|113.33333|1020|1020|55.80|9.000|6|9.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 10:05:03|
3471|5600946|160|39269099|7|06|SELLO|13.68750|9855|9855|532.80|720.000|6|14.40000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 20:35:00|
3471|5600946|160|87089203|124|99|SILENCIADOR|1779.91667|64077|64077|3464.28|36.000|6|36.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 20:35:00|
1925|5100856|160|73262006|53|99|ABRAZADERA|0.36250|29|29|1.60|80.000|6|3.89742|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 11:27:03|
3471|5600764|160|73181599|63|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.36563|3181|3181|174.00|8700.000|6|174.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 19:00:03|
1925|5001390|160|87082999|19|99|PARTE DE LA CARROCERÍA|407.90000|8158|8158|441.00|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:03|
1925|5700218|160|90328999|118|00|CONTROLADOR|592.55000|23702|23702|1281.20|40.000|6|40.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:05:03|
1925|5700339|160|87082999|19|99|PARTE PARA CARROCERIA|18.60000|186|186|10.20|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:51:00|
1925|5700369|160|87089203|17|99|PROTECTOR ASILANTE DE CALOR PARA SILENCIADOR|21.38750|1711|1711|93.60|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-21 18:50:03|
3471|5600862|160|73181599|94|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.37000|777|777|42.00|2100.000|6|42.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:01|
3471|5600798|160|87082999|148|99|SOPORTE|10.18056|733|733|39.60|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:30:06|
1925|5001423|160|87082999|190|99|PARTE PARA CARROCERIA|90.00000|720|720|39.36|8.000|6|8.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
1925|5700277|160|84123199|19|00|CILINDRO DE MOVIMIENTO RECTILINEO|56.70000|567|567|31.00|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 09:58:01|
1925|5700306|160|87089999|49|99|TUBO PREFORMADO|30.15000|1206|1206|65.20|40.000|6|40.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:04:03|
1925|5700351|160|87082999|33|99|PARTE DE LA CARROCERÍA|140.76000|14076|14076|761.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 14:22:01|
3471|5600766|160|87082999|176|99|PARTE DE LA CARROCERIA|66.90000|4014|4014|219.60|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 18:35:03|
1925|5100856|160|73181599|7|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.36546|1111|1111|60.80|3040.000|6|148.10193|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 11:27:03|
3471|5600946|160|98020019|239|00|ETIQUETA AUTOADHESIVA|6.29167|906|906|48.96|144.000|6|2.88000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 20:35:00|
1925|5700308|160|85371006|13|00|MODULO DE CONTROL INTELIGENTE|214.37500|8575|8575|463.60|40.000|6|40.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-28 11:14:03|
1925|5001421|160|39269099|162|06|CINCHO DE PLASTICO|0.54864|970|970|53.04|1768.000|6|58.06528|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
1925|5001421|160|73181599|33|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.54918|134|134|7.32|244.000|6|8.01353|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-19 12:01:02|
