Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
1614|6000073|160||COVE267WHQX04|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 09:59:00|
3471|6400158|160|2025-12-12|COVE267W9X2H4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:22:06|
1614|6000090|160||COVE267X09XB2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-19 17:38:06|
1614|6000080|160||COVE267X1IVX1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 11:17:06|
1925|6610024|160|2025-12-17|COVE267WR3GD3|CIF|USD|28322.64|28322.64|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 11:29:02|
3471|6400243|160|2025-12-26|COVE267WUL816|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-22 15:02:02|
3471|6400250|160|2025-12-27|COVE267XDZ258|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 14:24:03|
3471|6400199|160|2025-12-13|COVE267WK5XU4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 23:26:00|
3471|6400129|160|2025-12-06|COVE257VVEFA8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 16:00:06|
3471|6400067|160|2025-12-13|COVE267WFWOT1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 09:45:04|
1614|6000516|160||COVE267X8OBY4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 13:35:03|
1925|6100103|160|2025-12-17|COVE267WOOQR4|CIF|USD|39418.10|39418.10|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 18:55:02|
1925|6000046|160|2025-12-22|COVE267WFQE74|CIF|USD|122.16|122.16|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:05:03|
3178|6000872|160|2025-12-16|COVE267XA2U53|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-22 14:02:04|
3471|6400252|160|2025-12-27|COVE267WXIHN8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 14:24:04|
3178|6000971|160|2025-12-21|COVE267XE7NP7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-24 12:02:13|
3577|6300031|521|2025-12-24|COVE267WK4KJ6|DAP|USD|4602.50|4602.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-09 11:36:01|
3471|6400045|160|2025-12-10|COVE257W0NFJ5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 16:14:05|
1614|6000079|160||COVE267X1IPE7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 11:17:05|
1925|6100031|160|2025-12-18|COVE267X25HC7|CIF|USD|128.82|128.82|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:10:07|
1925|6000109|160|2025-12-27|COVE267X41CV4|CIF|USD|68244.94|68244.94|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-29 11:24:04|
3471|6400234|160|2025-12-26|COVE267WRA5D5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-22 15:22:02|
3471|6400248|160|2025-12-26|COVE267XBIB18|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-26 09:32:03|
1614|6000515|160||COVE267X8O7K3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 13:35:02|
1925|6000029|160|2025-12-16|COVE267W9VIP5|CIF|USD|61114.19|61114.19|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:00:07|
3178|6000235|160|2025-12-14|COVE267WY29R6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 20:38:02|
1925|6100029|160|2025-12-17|COVE267WTS7W4|CIF|USD|589.56|589.56|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 11:40:02|
3471|6400232|160|2025-12-19|COVE267WMSLZ3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 15:10:03|
3178|6000944|160|2025-12-21|COVE267XD1RC8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-23 16:25:03|
3471|6400215|160|2025-12-24|COVE267X0RJN6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 12:39:02|
3471|6400211|160|2025-12-24|COVE267WK9UM8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-17 11:17:03|
1925|6000042|160|2025-12-22|COVE267WD91Y5|CIF|USD|1815.03|1815.03|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:06:02|
3178|6000917|160|2025-12-21|COVE267XCCPO8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-23 13:03:05|
3471|6400198|160|2025-12-13|COVE267WK4C62|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 23:25:03|
1614|6000088|160||COVE267X09HQ7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-19 17:37:05|
1925|6100032|160|2025-12-18|COVE267X25W04|CIF|USD|48585.03|48585.03|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:13:01|
1614|6000088|160||COVE267X09HU8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-19 17:37:05|
3178|6000535|160|2025-12-12|COVE267X1RE05|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-19 13:00:04|
3471|6400217|160|2025-12-24|COVE267WM3MT5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-19 18:01:03|
3471|6400209|160|2025-12-24|COVE267WK7OD6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-17 11:17:02|
1614|6000516|160||COVE267X8OC01|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 13:35:03|
1614|6000081|160||COVE267X2FAM4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 11:17:06|
3178|6000841|160|2025-12-16|COVE267X9XLI7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-22 13:43:05|
1925|6100027|160|2025-12-17|COVE267WTKZ21|CIF|USD|290.34|290.34|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 11:36:01|
1925|6000047|160|2025-12-22|COVE267WC0ZK4|CIF|USD|24774.43|24774.43|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:05:04|
1614|6001099|160||COVE267X8O7K3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 16:34:05|
1925|6000041|160|2025-12-22|COVE267WAZN55|CIF|USD|76400.83|76400.83|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:06:02|
1614|6000079|160||COVE267X1IPD7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 11:17:05|
1925|6100032|160|2025-12-18|COVE267X25W43|CIF|USD|72169.18|72169.18|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:13:01|
3178|6000847|160|2025-12-21|COVE267XE5TJ7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-24 12:17:03|
1925|6100022|160|2025-12-17|COVE267WOOQR4|CIF|USD|39418.10|39418.10|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 16:58:03|
1925|6100034|160|2025-12-18|COVE267X26NX1|CIF|USD|89009.50|89009.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:24:04|
3178|6000738|160|2025-12-16|COVE267X8RJY4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-22 11:22:03|
3471|6400244|160|2025-12-26|COVE267WPC6D7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-22 15:23:02|
1614|6000727|160||COVE267X2FAM4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 18:31:03|
3471|6400196|160|2025-12-13|COVE267WK5N77|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 23:24:02|
1925|6000048|160|2025-12-22|COVE267WG37R2|CIF|USD|476.76|476.76|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:05:03|
1925|6100030|160|2025-12-18|COVE267X24FW5|CIF|USD|48874.52|48874.52|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:09:04|
3471|6400124|160|2025-12-19|COVE267WLSEV5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-19 15:06:02|
1614|6000507|160||COVE267X83O16|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 13:34:02|
1925|6000113|160|2025-12-27|COVE267X10EO4|CIF|USD|28544.88|28544.88|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-29 11:24:03|
1925|6000031|160|2025-12-16|COVE267W9L023|CIF|USD|63595.21|63595.21|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 13:59:04|
3471|6400162|160|2025-12-19|COVE267WLR2E4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 14:30:03|
3471|6000246|160|2025-12-26|COVE267WX18A6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 12:50:05|
1925|6000042|160|2025-12-22|COVE267WD9211|CIF|USD|784.24|784.24|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:06:02|
1925|6100036|160|2025-12-18|COVE267X27MN5|CIF|USD|44917.46|44917.46|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:28:02|
1925|6000115|160|2025-12-27|COVE267X0Z884|CIF|USD|20859.08|20859.08|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-29 11:23:04|
3471|6400325|160|2025-12-31|COVE267XK8A83|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-30 10:05:05|
3178|6000918|160|2025-12-21|COVE267XCDYE2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-23 13:04:02|
1614|6000517|160||COVE267X8OK83|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 13:35:03|
1925|6000030|160|2025-12-16|COVE267W9YL97|CIF|USD|299.76|299.76|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 13:59:02|
1925|6100108|160|2025-12-17|COVE267WTKZ21|CIF|USD|290.34|290.34|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 19:01:03|
3178|6000841|160|2025-12-16|COVE267X9XLL3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-22 13:43:05|
1614|6000093|160||COVE267X0AGL2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-19 17:38:05|
1925|6100103|160|2025-12-17|COVE267WOOQY5|CIF|USD|81859.40|81859.40|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 18:55:02|
1925|6100034|160|2025-12-18|COVE267X26NW4|CIF|USD|49826.14|49826.14|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:24:04|
3178|6000943|160|2025-12-21|COVE267XCYLB8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-23 16:25:03|
1925|6100610|160|2025-12-17|COVE267WTS7V1|CIF|USD|294.70|294.70|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 19:04:01|
3178|6000847|160|2025-12-21|COVE267XE5TL7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-24 12:17:03|
1614|6001100|160||COVE267X8OBY4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 16:48:06|
1925|6100033|160|2025-12-18|COVE267X26CF5|CIF|USD|128.82|128.82|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:24:02|
1925|6000044|160|2025-12-22|COVE267WF0KW2|CIF|USD|392.90|392.90|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:06:01|
3577|6300086|521|2026-01-13|COVE267X2R653|DAP|USD|40.70|40.70|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-19 18:47:00|
3043|6000223|523|2026-01-14|COVE267XHT1Q2|DAP|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2026-01-27 16:17:01|
1614|6001098|160||COVE267X83O81|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 16:24:01|
3471|6400324|160|2025-12-31|COVE267XK8A83|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-30 10:05:05|
3471|6400217|160|2025-12-24|COVE267WM3QG2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-19 18:01:03|
1925|6000051|160|2025-12-22|COVE267WD7XM1|CIF|USD|12989.97|12989.97|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:05:05|
3471|6400236|160|2025-12-26|COVE267WS9D67|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-22 15:02:01|
3471|6400201|160|2025-12-13|COVE267XJL371|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 23:25:01|
3471|6400237|160|2025-12-26|COVE267WS9D67|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-22 15:02:01|
1925|6100035|160|2025-12-18|COVE267X273D7|CIF|USD|395.42|395.42|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:26:01|
3471|6400212|160|2025-12-24|COVE267WK9UM8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-17 11:17:04|
3178|6000972|160|2025-12-21|COVE267XE7YQ1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-24 12:02:13|
3178|6000865|160|2025-12-16|COVE267XAS6O8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-22 17:22:03|
1925|6000050|160|2025-12-22|COVE267WG8ZN5|CIF|USD|114.12|114.12|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:05:04|
1925|6100023|160|2025-12-17|COVE267WQLK71|CIF|USD|976.50|976.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 11:56:01|
1614|6000518|160||COVE267X8ONQ7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 13:35:05|
1614|6000093|160||COVE267X0AGF4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-19 17:38:05|
3178|6000846|160|2025-12-21|COVE267XE5TS5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-24 12:17:03|
3471|6400207|160|2025-12-24|COVE267WK5T51|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-17 11:39:02|
1614|6000517|160||COVE267X8OK52|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 13:35:03|
1925|6000046|160|2025-12-22|COVE267WFQE84|CIF|USD|981.45|981.45|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:05:03|
1925|6000033|160|2025-12-16|COVE267W9WA72|CIF|USD|75334.71|75334.71|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 13:59:03|
1614|6000089|160||COVE267X09T62|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-19 17:38:04|
1925|6000114|160|2025-12-27|COVE267X2JVI2|CIF|USD|449.42|449.42|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-29 11:24:03|
1925|6000111|160|2025-12-27|COVE267X1IW85|CIF|USD|72044.42|72044.42|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-29 11:24:04|
1614|6000077|160||COVE267X1ICL1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 11:17:03|
3178|6000871|160|2025-12-16|COVE267XA1922|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-22 14:02:03|
3471|6400364|160|2025-12-30|COVE267XC5VN4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 13:12:02|
3471|6400207|160|2025-12-24|COVE267WK5SV8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-17 11:39:02|
3471|6400235|160|2025-12-26|COVE267WRA5D5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-22 15:23:03|
3577|6300070|521|2026-01-06|COVE267X7UK04|DAP|USD|1533.19|1533.19|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-21 17:23:01|
1925|6000041|160|2025-12-22|COVE267WAZN78|CIF|USD|38747.12|38747.12|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:06:02|
3577|6300125|521|2026-01-19|COVE267XEW5N5|DAP|USD|12428.24|12428.24|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-27 11:03:00|
1614|6000085|160||COVE267X2LYR2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 11:18:03|
1614|6000510|160||COVE267X8L9A2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 13:34:06|
3471|6400194|160|2025-12-13|COVE267WK4WL2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 23:25:02|
1614|6000089|160||COVE267X09T53|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-19 17:38:04|
1925|6000027|160|2025-11-16|COVE267W91606|CIF|USD|30121.80|30121.80|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:00:03|
3471|6400236|160|2025-12-26|COVE267WS8YL2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-22 15:02:01|
1614|6000082|160||COVE267X3PNZ4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 11:18:02|
1925|6100041|160|2025-12-18|COVE267X2A2Y4|CIF|USD|871.26|871.26|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:36:03|
3471|6400237|160|2025-12-26|COVE267WS8YL2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-22 15:02:01|
3471|6400238|160|2025-12-26|COVE267WT45K6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-22 09:57:03|
3178|6000943|160|2025-12-21|COVE267XCYLG3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-23 16:25:03|
1614|6000086|160||COVE267X2Q2O8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 11:18:04|
3178|6000737|160|2025-12-16|COVE267X8REQ7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-22 11:22:02|
3471|6400240|160|2025-12-26|COVE267WTNHZ2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-26 09:17:02|
1925|6100037|160|2025-12-18|COVE267X280J8|CIF|USD|496.60|496.60|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:30:02|
