Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
3178|6000314|160|2025-12-14|COVE267WXPB22|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 18:27:04|
3471|6400101|160|2025-12-11|COVE267WV6WL6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 09:13:03|
3471|6400083|160|2025-12-13|COVE257W6EHX2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:14:05|
3471|6400016|160|2025-12-15|COVE267W9CX91|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 11:16:04|
3577|6300040|521|2026-01-06|COVE267WF4PV8|DAP|USD|953.58|953.58|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-07 11:44:01|
3178|6000237|160|2025-12-14|COVE267X0HZ37|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-16 20:15:01|
3471|6400096|160|2025-12-11|COVE267WTFMB8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 09:00:04|
1925|6700025|160|2025-11-23|COVE257VUNIN6|CIF|USD|34994.66|34994.66|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-13 10:52:07|
3178|6000151|160|2025-12-04|COVE267WJ7KD6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 16:05:02|
3178|6000153|160|2025-12-04|COVE267WJ80P2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 16:05:03|
3178|6000154|160|2025-12-04|COVE267WKLJR1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-09 12:32:04|
3471|6400167|160|2025-11-30|COVE267WB1P71|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 14:52:02|
3471|6400028|160|2025-12-09|COVE257VVZNM8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 13:48:01|
3178|6000150|160|2025-12-04|COVE267WJG2E2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 17:37:04|
3471|6400009|160|2025-12-11|COVE267WHR1Y4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 14:49:01|
3471|6400173|160|2025-11-30|COVE267WEPTN1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 15:07:03|
3471|6400068|160|2025-12-13|COVE267WFWOT1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 11:57:01|
3471|6400004|160|2025-12-11|COVE257W0XXQ3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 11:02:04|
1925|6700024|160|2025-11-23|COVE257VUPSG1|CIF|USD|52881.85|52881.85|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-13 10:50:03|
3471|6400147|160|2025-12-03|COVE267W9S646|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-03 00:54:02|
3178|6000151|160|2025-12-04|COVE267WJ7KB6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 16:05:02|
3471|6400084|160|2025-12-13|COVE257W6EL76|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:14:04|
3471|6400076|160|2025-12-15|COVE257W3EG43|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:37:03|
3471|6400079|160|2025-12-13|COVE257W3ENH5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:17:05|
3471|6400011|160|2025-12-15|COVE267WHE597|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 11:16:03|
3178|6000515|160|2025-12-12|COVE267WSFGF8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-13 21:53:00|
3471|6400030|160|2025-12-08|COVE257W7TRH7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 16:54:01|
3178|6000238|160|2025-12-14|COVE267WXQV75|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 18:27:05|
3178|6000539|160|2025-12-12|COVE267WZV944|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-16 17:25:05|
3471|6400010|160|2025-12-15|COVE267WHE597|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 11:27:03|
3471|6400082|160|2025-12-13|COVE257W3FD67|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:45:03|
3471|6400147|160|2025-12-03|COVE267W8E3W5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-03 00:54:02|
3471|6400106|160|2025-12-09|COVE257W76SR2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-05 12:14:04|
3471|6400020|160|2025-12-09|COVE267W9A6E6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 19:42:02|
3471|6400046|160|2025-12-10|COVE257W0PD15|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 16:06:03|
3471|6400067|160|2025-12-13|COVE257W61KB7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 09:45:04|
3471|6400176|160|2025-12-21|COVE267WEZJG1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:44:01|
3471|6400013|160|2025-12-15|COVE267W994U2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:38:09|
3471|6400094|160|2025-12-11|COVE267WTKAS2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 08:44:02|
3471|6400049|160|2025-12-10|COVE257W0SH02|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 14:59:02|
3178|6000238|160|2025-12-14|COVE267WXQV82|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 18:27:05|
1614|6000070|160||COVE267WGKBL2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 20:03:02|
3471|6400029|160|2025-12-08|COVE257W7TRH7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 16:54:02|
3471|6500051|160|2025-12-10|COVE267WESIR4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 17:40:05|
3471|6400101|160|2025-12-11|COVE267WTM962|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 09:13:03|
3471|6400005|160|2025-12-11|COVE257W0XXQ3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 11:02:03|
3471|6400049|160|2025-12-10|COVE257W0VA73|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 14:59:02|
3471|6400012|160|2025-12-15|COVE267W994U2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:38:09|
3178|6000236|160|2025-12-14|COVE267X0AZL5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-16 19:17:03|
3471|6400010|160|2025-12-15|COVE267WHE5L7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 11:27:03|
3577|6300069|521|2026-01-12|COVE267WS1VU4|DAP|USD|108.00|108.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-15 13:55:01|
3471|6400112|160|2025-12-09|COVE257W75DM7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-05 12:21:04|
3153|6001838|240|2026-01-09|COVE267WOGJN3|DAP|USD|27884.80|27884.80|USA| |41-1564760|TEAM INDUSTRIES, INC.|PARK AVENUE NW||105|56621|BAGLEY|2026-01-14 14:09:04|
3471|6400097|160|2025-12-11|COVE267WTFMB8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 09:00:02|
3471|6400007|160|2025-12-11|COVE257W0ZO96|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 14:48:02|
3471|6400129|160|2025-12-06|COVE257VVEWP3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 16:00:06|
3471|6400085|160|2025-12-13|COVE267WGYVQ5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:14:07|
3178|6000148|160|2025-12-04|COVE267WJ65D6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 17:08:02|
3178|6000518|160|2025-12-12|COVE267WSFY47|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-13 22:28:02|
3471|6400064|160|2025-12-13|COVE267WG59J3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 18:20:10|
3471|6400130|160|2025-12-06|COVE257VVEFA8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 13:02:01|
3178|6000232|160|2025-12-14|COVE267WY2LW6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 22:15:01|
3471|6400182|160|2025-12-21|COVE267WK5BL4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 11:23:05|
3178|6000516|160|2025-12-12|COVE267WSFH56|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-13 21:54:01|
3471|6400085|160|2025-12-13|COVE257W6DGS4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:14:07|
3471|6400048|160|2025-12-10|COVE257W0SH02|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 14:59:03|
3471|6400100|160|2025-12-11|COVE267WTM962|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 09:26:01|
3471|6400096|160|2025-12-11|COVE267WTFQX4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 09:00:04|
3178|6000517|160|2025-12-12|COVE267WSFWL5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-13 21:54:01|
3471|6400099|160|2025-12-11|COVE267WTC134|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 09:13:01|
3471|6400179|160|2025-12-21|COVE267WI1Z63|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:11:04|
3471|6400175|160|2025-12-21|COVE267WD4NM2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:44:02|
3043|6000065|523|2025-12-26|COVE267WFXMJ7|DAP|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2026-01-07 16:39:01|
3577|6300024|521|2026-01-02|COVE267WAMGM6|DAP|USD|953.58|953.58|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-05 19:02:01|
3178|6000149|160|2025-12-04|COVE267WJM167|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 17:32:04|
3471|6400175|160|2025-12-21|COVE267WESDQ7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:44:02|
3471|6400003|160|2025-12-11|COVE257W0Y333|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:17:01|
3471|6400065|160|2025-12-13|COVE257W59DY7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:13:05|
3471|6400059|160|2025-12-11|COVE267WG5224|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:17:02|
3471|6400030|160|2025-12-08|COVE267W97DH3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 16:54:01|
3471|6400181|160|2025-12-21|COVE267WI7UC1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:11:03|
1614|6000070|160||COVE267WGKBO5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 20:03:02|
1614|6000069|160||COVE267WGFED7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 20:03:00|
3471|6400177|160|2025-12-21|COVE267WEZNX3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:44:02|
3471|6400084|160|2025-12-13|COVE257W6EHX2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:14:04|
3471|6400156|160|2025-12-12|COVE267W9X2H4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:21:04|
3471|6400014|160|2025-12-15|COVE267WJG463|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 18:05:09|
3471|6400086|160|2025-12-13|COVE267WGYVQ5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:14:04|
3471|6400053|160|2025-12-10|COVE257W0WK55|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 10:23:01|
3577|6300038|521|2026-01-06|COVE267WF1PK2|DAP|USD|953.58|953.58|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-07 11:44:02|
3471|6400003|160|2025-12-11|COVE257W0WKH6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:17:01|
3471|6400087|160|2025-12-13|COVE257W6J9I5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:45:02|
3178|6000536|160|2025-12-12|COVE267WXD8A4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 16:40:07|
1614|6000072|160||COVE267WH51Q7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 20:04:00|
3178|6000155|160|2025-12-04|COVE267WJEQ33|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 16:36:04|
3178|6000534|160|2025-12-12|COVE267WXD745|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 16:40:06|
3471|6400123|160|2025-11-28|COVE267W8KNY8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-05 12:14:03|
3471|6400166|160|2025-11-30|COVE267WB1E57|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 14:52:01|
3471|6400064|160|2025-12-13|COVE267WG4ZZ1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 18:20:10|
3471|6400066|160|2025-12-13|COVE257W598Y1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:14:05|
3471|6400153|160|2025-12-09|COVE267W9WYV4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-05 12:13:02|
1614|6000071|160||COVE267WH2JB6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 20:03:02|
3471|6400203|160|2025-12-19|COVE267WHBC32|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 12:45:04|
3471|6400088|160|2025-12-13|COVE257W6J9I5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:45:02|
3178|6000236|160|2025-12-14|COVE267X0AZI4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-16 19:17:03|
3471|6400013|160|2025-12-15|COVE267W994K2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:38:09|
3471|6400016|160|2025-12-15|COVE267WH61N8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 11:16:04|
3471|6400083|160|2025-12-13|COVE257W6EL76|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:14:05|
1614|6000071|160||COVE267WH2J95|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 20:03:02|
3471|6400059|160|2025-12-11|COVE257W20T38|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:17:02|
3471|6400181|160|2025-12-21|COVE267WI7ZD4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:11:03|
3471|6400099|160|2025-12-11|COVE267WTBUE1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 09:13:01|
3471|6400098|160|2025-12-11|COVE267WTBUE1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 09:13:02|
3471|6400122|160|2025-11-28|COVE267W8L698|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-05 12:13:03|
3471|6400060|160|2025-12-11|COVE267WG5224|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:16:01|
3471|6400103|160|2025-12-11|COVE267WA22O1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-14 11:40:04|
3178|6000520|160|2025-12-12|COVE267WSHVS4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-13 22:28:01|
3178|6000519|160|2025-12-12|COVE267WSHV71|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-13 22:28:01|
3471|6400062|160|2025-12-13|COVE257W11D53|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 16:01:02|
3471|6400079|160|2025-12-13|COVE257W3EMH4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:17:05|
3471|6400155|160|2025-12-12|COVE267W9X2H4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:22:04|
3043|6000116|523|2025-12-30|COVE267WU7E02|DAP|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2026-01-15 16:13:01|
3471|6400029|160|2025-12-08|COVE267W97DH3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 16:54:02|
3178|6000233|160|2025-12-14|COVE267WY23Q2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 20:38:02|
3043|6000064|523|2025-12-23|COVE267WFUDM3|DAP|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2026-01-07 16:40:01|
3471|6400006|160|2025-12-11|COVE257W0ZO96|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 14:49:01|
3471|6400183|160|2025-12-21|COVE267WK5BL4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 11:23:05|
3178|6000147|160|2025-12-04|COVE267WJ1UO3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 16:23:03|
3471|6400002|160|2025-12-11|COVE257W0Y333|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:17:03|
3178|6000155|160|2025-12-04|COVE267WJEPY1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 16:36:04|
3471|6400081|160|2025-12-13|COVE257W3FDO1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:44:02|
3471|6400080|160|2025-12-13|COVE257W3ENH5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:17:05|
3178|6000230|160|2025-12-14|COVE267WY1TK4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-16 08:31:01|
3471|6400022|160|2025-12-09|COVE257VUTBA2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 11:46:02|
3471|6400017|160|2025-12-15|COVE267W9CX91|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 11:16:03|
3178|6000230|160|2025-12-14|COVE267WY1TJ3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-16 08:31:01|
3178|6000232|160|2025-12-14|COVE267WY2LV4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 22:15:01|
3178|6000152|160|2025-12-04|COVE267WJGLN5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 18:28:08|
3178|6000240|160|2025-12-14|COVE267WXRWD1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 18:27:05|
3471|6400095|160|2025-12-11|COVE267WTK4H6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 08:44:01|
3471|6400178|160|2025-12-21|COVE267WI1Z63|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:11:03|
