Patente|Pedimento|SeccionAduanera|NumeroGuia|TipoGuia|FechaPagoReal
3471|6400218|160|EGLV143559688246|M|2026-01-19 18:01:02|
3471|6400120|160|ZIMUSHH31978973|M|2026-01-05 12:21:05|
1925|6100610|160|031F609949|M|2026-01-22 19:04:01|
1925|6000045|160|EGLV143574071165|M|2026-01-22 14:06:03|
3471|6400147|160|EGLV143559711192|M|2026-01-03 00:54:02|
3178|6000909|160|EGLV143574071009|M|2026-01-23 18:25:01|
3471|6400095|160|031F605855|M|2026-01-15 08:44:01|
3471|6400064|160|EGLV143574070096|M|2026-01-08 18:20:10|
3471|6400100|160|031F605855|M|2026-01-15 09:26:01|
1614|6000090|160|EGLV143574069420|M|2026-01-19 17:38:06|
3043|6600094|523|000006095078|M|2026-01-19 18:27:01|
3471|6400122|160|ZIMUSHH31978973|M|2026-01-05 12:13:03|
3471|6400085|160|EGLV143559711345|M|2026-01-08 17:14:07|
3471|6400046|160|031F605854|M|2026-01-07 16:06:03|
3471|6400129|160|EGLV143574069373|M|2026-01-02 16:00:06|
1925|6000046|160|EGLV143574071165|M|2026-01-22 14:05:03|
3043|6600096|523|000006096738|M|2026-01-19 18:33:01|
3178|6000520|160|EGLV143574070088|M|2026-01-13 22:28:01|
3577|6300038|521|489-62298961|M|2026-01-07 11:44:02|
3178|6000944|160|EGLV143574071009|M|2026-01-23 16:25:03|
3577|6300069|521|8699880766|H|2026-01-15 13:55:01|
3178|6000237|160|EGLV143574070100|M|2026-01-16 20:15:01|
3577|6300031|521|784-41691613|M|2026-01-09 11:36:01|
3471|6400077|160|EGLV 143559711345|M|2026-01-08 16:17:04|
3471|6400081|160|EGLV143559711345|M|2026-01-08 15:44:02|
3043|6600094|523|000006095074|M|2026-01-19 18:27:01|
3043|6600094|523|000006096738|M|2026-01-19 18:27:01|
3471|6400164|160|SHACB25075754|M|2026-01-05 12:38:08|
1614|6000070|160|EGLV143559711353|M|2026-01-07 20:03:02|
3043|6600095|523|000006096741|M|2026-01-19 18:48:01|
3471|6400237|160|031F613363|M|2026-01-22 15:02:01|
3471|6400213|160|EGLV143559688246|M|2026-01-20 16:17:03|
3043|6600119|520|031246080650|M|2026-01-19 18:46:03|
1614|6000069|160|EGLV143559711353|M|2026-01-07 20:03:00|
3471|6400148|160|EGLV143559711192|M|2026-01-02 17:08:05|
3471|6400018|160|EGLV143574069072|M|2026-01-02 19:08:01|
3471|6400215|160|EGLV143559688246|M|2026-01-20 12:39:02|
1925|6000033|160|EGLV143559711337|M|2026-01-22 13:59:03|
3577|6300039|521|8699880766|H|2026-01-15 13:54:01|
3471|6400173|160|SHACB25074765|M|2026-01-07 15:07:03|
3471|6400027|160|EGLV143574069403|M|2026-01-02 13:47:02|
3178|6000236|160|EGLV143574070100|M|2026-01-16 19:17:03|
1925|6000031|160|EGLV143559711337|M|2026-01-22 13:59:04|
3471|6400098|160|031F605855|M|2026-01-15 09:13:02|
3178|6000516|160|EGLV143574070088|M|2026-01-13 21:54:01|
3471|6400088|160|EGLV143559711345|M|2026-01-08 15:45:02|
3471|6400112|160|EGLV143559711299|M|2026-01-05 12:21:04|
3178|6000519|160|EGLV143574070088|M|2026-01-13 22:28:01|
3471|6400029|160|EGLV143574069382|M|2026-01-02 16:54:02|
3471|6400097|160|031F605855|M|2026-01-15 09:00:02|
3471|6400121|160|ZIMUSHH31978973|M|2026-01-05 12:21:00|
3897|6600515|240|000006094063|M|2026-01-15 11:00:08|
3043|6600118|520|031251895421|M|2026-01-19 18:30:04|
3178|6000517|160|EGLV143574070088|M|2026-01-13 21:54:01|
3178|6000865|160|EGLV143574070363|M|2026-01-22 17:22:03|
3043|6600094|523|000006096740|M|2026-01-19 18:27:01|
3577|6300086|521|489-62300335|M|2026-01-19 18:47:00|
3043|6600094|523|000006096741|M|2026-01-19 18:27:01|
3043|6600096|523|000006096739|M|2026-01-19 18:33:01|
3577|6300025|521|4685066853|H|2026-01-06 11:18:01|
3577|6300025|521|489-62297756|M|2026-01-06 11:18:01|
3471|6400082|160|EGLV143559711345|M|2026-01-08 15:45:03|
3043|6600094|523|000006096739|M|2026-01-19 18:27:01|
1925|6000041|160|EGLV143574071165|M|2026-01-22 14:06:02|
3178|6000156|160|EGLV143559711205|M|2026-01-08 18:45:03|
3471|6400167|160|SHACB25074765|M|2026-01-07 14:52:02|
3043|6600119|520|031251892418|M|2026-01-19 18:46:03|
3178|6000151|160|EGLV143559711205|M|2026-01-08 16:05:02|
1614|6000077|160|EGLV143559688220|M|2026-01-20 11:17:03|
3471|6400238|160|031F613363|M|2026-01-22 09:57:03|
3178|6000230|160|EGLV143574070100|M|2026-01-16 08:31:01|
3471|6400003|160|EGLV143574070070|M|2026-01-08 15:17:01|
1614|6000092|160|EGLV143574069420|M|2026-01-19 17:38:06|
3043|6600119|520|031250715283|M|2026-01-19 18:46:03|
3471|6400123|160|ZIMUSHH31978973|M|2026-01-05 12:14:03|
3178|6000152|160|EGLV143559711205|M|2026-01-08 18:28:08|
3471|6400103|160|031F605855|M|2026-01-14 11:40:04|
1614|6000086|160|EGLV143559688220|M|2026-01-20 11:18:04|
3471|6400065|160|EGLV143574070096|M|2026-01-08 17:13:05|
3471|6400247|160|EGLV143559689064|M|2026-01-26 11:44:04|
3471|6400074|160|EGLV143559688025|M|2026-01-08 11:02:04|
3178|6000910|160|EGLV143574071009|M|2026-01-23 18:25:03|
3471|6400094|160|031F605855|M|2026-01-15 08:44:02|
1614|6000071|160|EGLV143559711353|M|2026-01-07 20:03:02|
1925|6000027|160|EGLV143559711337|M|2026-01-22 14:00:03|
3043|6600096|523|000006095075|M|2026-01-19 18:33:01|
3471|6400078|160|EGLV143559711345|M|2026-01-08 16:17:04|
3471|6400089|160|EGLV143559688106|M|2026-01-08 16:37:02|
1614|6000082|160|EGLV143559688220|M|2026-01-20 11:18:02|
3043|6600096|523|000006095078|M|2026-01-19 18:33:01|
3471|6400235|160|031F613363|M|2026-01-22 15:23:03|
3471|6400045|160|031F605854|M|2026-01-07 16:14:05|
1925|6100038|160|EGLV143574070495|M|2026-01-24 13:04:01|
3043|6600096|523|000006096740|M|2026-01-19 18:33:01|
3178|6000871|160|EGLV143574070363|M|2026-01-22 14:02:03|
3471|6400130|160|EGLV143574069373|M|2026-01-02 13:02:01|
3471|6400210|160|EGLV143559688246|M|2026-01-17 11:17:03|
1614|6000087|160|EGLV143574069420|M|2026-01-19 17:37:01|
3043|6600119|520|031249537168|M|2026-01-19 18:46:03|
3577|6300091|521|489-62300335|M|2026-01-19 18:47:01|
3471|6400104|160|EGLV143559711299|M|2026-01-05 12:14:03|
1925|6000034|160|EGLV143559711337|M|2026-01-22 13:59:01|
3471|6400165|160|SHACB25076420|M|2026-01-08 16:37:01|
3471|6400176|160|COSU6437934360|M|2026-01-16 10:44:01|
1614|6000075|160|EGLV143559688220|M|2026-01-20 11:17:02|
3897|6600731|240|000006115163|M|2026-01-23 09:20:03|
3577|6300021|521|489-62298482|M|2026-01-05 19:02:01|
3577|6300021|521|9511668073|H|2026-01-05 19:02:01|
3043|6600095|523|000006095077|M|2026-01-19 18:48:01|
1925|6700025|160|EGLV143581025084|M|2026-01-13 10:52:07|
3577|6300039|521|489-62298961|M|2026-01-15 13:54:01|
1925|6000044|160|EGLV143574071165|M|2026-01-22 14:06:01|
3471|6400070|160|EGLV143574070096|M|2026-01-09 09:46:02|
3178|6000147|160|EGLV143559711205|M|2026-01-08 16:23:03|
3178|6000561|160|EGLV143574070363|M|2026-01-22 17:22:04|
1614|6000085|160|EGLV143559688220|M|2026-01-20 11:18:03|
3043|6600118|520|031249537168|M|2026-01-19 18:30:04|
3471|6400048|160|031F605854|M|2026-01-07 14:59:03|
3471|6400177|160|COSU6437934360|M|2026-01-16 10:44:02|
3471|6400066|160|EGLV143574070096|M|2026-01-08 17:14:05|
3471|6400207|160|EGLV143559688246|M|2026-01-17 11:39:02|
3471|6400102|160|031F605855|M|2026-01-14 11:08:04|
3043|6600096|523|000006095074|M|2026-01-19 18:33:01|
1614|6000091|160|EGLV143574069420|M|2026-01-19 17:38:04|
1925|6100029|160|031F609949|M|2026-01-22 11:40:02|
3471|6400236|160|031F613363|M|2026-01-22 15:02:01|
3043|6600118|520|031245468587|M|2026-01-19 18:30:04|
3178|6000515|160|EGLV143574070088|M|2026-01-13 21:53:00|
1925|6100109|160|031F609949|M|2026-01-22 19:03:01|
3471|6400026|160|EGLV143574069403|M|2026-01-02 17:51:03|
3577|6300070|521|5021439006|H|2026-01-21 17:23:01|
3471|6400186|160|EGLV143559688271|M|2026-01-20 17:50:04|
3577|6300120|521|023-50675424|M|2026-01-26 14:38:00|
3043|6600094|523|000006095075|M|2026-01-19 18:27:01|
3043|6600095|523|000006096737|M|2026-01-19 18:48:01|
3178|6000233|160|EGLV143574070100|M|2026-01-15 20:38:02|
3577|6300087|521|023-50624210|M|2026-01-20 13:29:02|
3178|6000535|160|EGLV143574070088|M|2026-01-19 13:00:04|
3043|6600119|520|031250086199|M|2026-01-19 18:46:03|
3043|6600118|520|031250086199|M|2026-01-19 18:30:04|
1925|6000032|160|EGLV143559711337|M|2026-01-22 13:59:01|
3043|6600094|523|000006095079|M|2026-01-19 18:27:01|
3471|6400243|160|031F613363|M|2026-01-22 15:02:02|
1614|6000078|160|EGLV143559688220|M|2026-01-20 11:17:04|
3471|6500051|160|031F605854|M|2026-01-07 17:40:05|
3043|6600095|523|000006095080|M|2026-01-19 18:48:01|
3471|6400067|160|EGLV143574070096|M|2026-01-09 09:45:04|
3471|6400239|160|031F613363|M|2026-01-22 09:57:02|
3471|6400203|160|EGLV143574070223|M|2026-01-09 12:45:04|
3471|6400220|160|EGLV143559688921|M|2026-01-20 12:40:04|
3471|6400146|160|EGLV143559711192|M|2026-01-03 00:54:01|
3471|6400002|160|EGLV143574070070|M|2026-01-08 15:17:03|
3043|6600096|523|000006095076|M|2026-01-19 18:33:01|
1925|6700024|160|EGLV143581025084|M|2026-01-13 10:50:03|
3471|6400087|160|EGLV143559711345|M|2026-01-08 15:45:02|
3178|6000146|160|EGLV143559711205|M|2026-01-08 16:23:04|
3471|6400007|160|EGLV143574070070|M|2026-01-08 14:48:02|
3577|6300088|521|489-62300335|M|2026-01-21 17:18:01|
3471|6400068|160|EGLV143574070096|M|2026-01-09 11:57:01|
3471|6400219|160|EGLV143559688921|M|2026-01-20 12:40:05|
1925|6100022|160|031F609949|M|2026-01-22 16:58:03|
1925|6100103|160|031F609949|M|2026-01-22 18:55:02|
3577|6300091|521|3109103126|H|2026-01-19 18:47:01|
3043|6600094|523|000006095076|M|2026-01-19 18:27:01|
3471|6400242|160|031F613363|M|2026-01-22 15:02:02|
3471|6400182|160|COSU6437934360|M|2026-01-16 11:23:05|
3471|6400209|160|EGLV143559688246|M|2026-01-17 11:17:02|
3471|6400181|160|COSU6437934360|M|2026-01-16 10:11:03|
3043|6600189|520|031425914770|M|2026-01-31 13:51:01|
3178|6000149|160|EGLV143559711205|M|2026-01-08 17:32:04|
3471|6400214|160|EGLV143559688246|M|2026-01-20 16:17:03|
3178|6000235|160|EGLV143574070100|M|2026-01-15 20:38:02|
3471|6400106|160|EGLV143559711299|M|2026-01-05 12:14:04|
3471|6400008|160|EGLV143574070070|M|2026-01-08 15:45:04|
3471|6400241|160|031F613363|M|2026-01-26 09:17:02|
3471|6400185|160|EGLV143559688271|M|2026-01-20 18:24:04|
3043|6600096|523|000006095077|M|2026-01-19 18:33:01|
1614|6000512|160|PENDIENTE|M|2026-01-23 19:24:02|
3471|6400004|160|EGLV143574070070|M|2026-01-08 11:02:04|
3471|6400211|160|EGLV143559688246|M|2026-01-17 11:17:03|
3043|6600188|520|031456141839|M|2026-01-31 13:50:02|
1925|6100026|160|031F609949|M|2026-01-22 11:33:02|
3471|6400084|160|EGLV143559711345|M|2026-01-08 17:14:04|
3043|6000066|523|000006083840|M|2026-01-14 11:19:02|
1614|6000517|160|EGLV143574071173|M|2026-01-28 13:35:03|
3043|6600095|523|000006095075|M|2026-01-19 18:48:01|
3178|6000943|160|EGLV143574071009|M|2026-01-23 16:25:03|
3178|6000154|160|EGLV143559711205|M|2026-01-09 12:32:04|
3178|6000954|160|EGLV143574071009|M|2026-01-24 13:42:01|
3471|6400154|160|EGLV143559688114|M|2026-01-08 17:22:05|
3471|6400080|160|EGLV143559711345|M|2026-01-08 16:17:05|
3471|6400019|160|EGLV143574069403|M|2026-01-02 19:08:02|
3178|6000238|160|EGLV143574070100|M|2026-01-15 18:27:05|
3471|6400200|160|EGLV147502110842|M|2026-01-28 23:25:01|
1614|6000093|160|EGLV143574069420|M|2026-01-19 17:38:05|
3178|6000737|160|EGLV143574070363|M|2026-01-22 11:22:02|
3178|6000972|160|EGLV143574071009|M|2026-01-24 12:02:13|
3178|6000953|160|EGLV143574071009|M|2026-01-24 13:42:01|
3471|6400044|160|031F605854|M|2026-01-07 16:14:05|
3178|6000148|160|EGLV143559711205|M|2026-01-08 17:08:02|
1614|6000518|160|EGLV143574071173|M|2026-01-28 13:35:05|
3471|6400096|160|031F605855|M|2026-01-15 09:00:04|
1925|6100030|160|EGLV143574070495|M|2026-01-24 12:09:04|
3577|6300038|521|1359361043|H|2026-01-07 11:44:02|
1925|6100104|160|031F609949|M|2026-01-22 18:56:01|
1925|6000028|160|EGLV143559711337|M|2026-01-22 14:00:05|
3471|6400184|160|SHACB25074765|M|2026-01-07 15:07:03|
3471|6400011|160|EGLV143559688203|M|2026-01-08 11:16:03|
3471|6400253|160|EGLV143559688238|M|2026-01-22 17:27:05|
3577|6300109|521|023-50686860|M|2026-01-27 11:03:01|
3471|6400005|160|EGLV143574070070|M|2026-01-08 11:02:03|
3471|6400010|160|EGLV143559688203|M|2026-01-08 11:27:03|
3577|6300120|521|887850712194|H|2026-01-26 14:38:00|
3043|6000223|523|000006094063|M|2026-01-27 16:17:01|
3471|6400175|160|COSU6437934360|M|2026-01-16 10:44:02|
3471|6400099|160|031F605855|M|2026-01-15 09:13:01|
1925|6000109|160|EGLV143574071254|M|2026-01-29 11:24:04|
3471|6400013|160|EGLV143559688203|M|2026-01-08 16:38:09|
1925|6100105|160|031F609949|M|2026-01-22 18:57:02|
3043|6600095|523|000006095078|M|2026-01-19 18:48:01|
3471|6400156|160|EGLV143559688114|M|2026-01-08 17:21:04|
1614|6000076|160|EGLV143559688220|M|2026-01-20 11:17:03|
3577|6300070|521|489-62299812|M|2026-01-21 17:23:01|
1614|6000727|160|EGLV143559688220|M|2026-01-20 18:31:03|
3471|6400022|160|EGLV143574069403|M|2026-01-02 11:46:02|
3471|6400364|160|EGLV143574071386|M|2026-01-28 13:12:02|
3471|6400052|160|031F605854|M|2026-01-08 10:23:02|
3471|6400012|160|EGLV143559688203|M|2026-01-08 16:38:09|
1925|6000112|160|EGLV143574071254|M|2026-01-29 11:24:02|
3471|6000246|160|EGLV143574071327|M|2026-01-28 12:50:05|
3178|6000735|160|EGLV143574070363|M|2026-01-22 13:43:03|
3577|6300060|521|3448476415|H|2026-01-23 16:53:01|
1925|6000117|160|EGLV143574071254|M|2026-01-29 11:23:03|
3471|6400072|160|ZIMUNGB20833209|M|2026-01-09 18:35:07|
1925|6000114|160|EGLV143574071254|M|2026-01-29 11:24:03|
3178|6000234|160|EGLV143574070100|M|2026-01-15 22:14:01|
3043|6600096|523|000006095080|M|2026-01-19 18:33:01|
3471|6400063|160|EGLV143574070096|M|2026-01-08 18:20:10|
3577|6300040|521|1359365092|H|2026-01-07 11:44:01|
1925|6000111|160|EGLV143574071254|M|2026-01-29 11:24:04|
1614|6000084|160|EGLV143559688220|M|2026-01-20 11:18:03|
3471|6400365|160|EGLV143574071386|M|2026-01-28 13:12:01|
3471|6400079|160|EGLV143559711345|M|2026-01-08 16:17:05|
3043|6600118|520|031250715283|M|2026-01-19 18:30:04|
3043|6600189|520|031456348902|M|2026-01-31 13:51:01|
1925|6100040|160|EGLV143574070495|M|2026-01-24 12:58:04|
3043|6000115|523|000006084151|M|2026-01-21 12:11:01|
3471|6400009|160|EGLV143574070070|M|2026-01-08 14:49:01|
3043|6600188|520|031452743256|M|2026-01-31 13:50:02|
1925|6000052|160|EGLV143574071165|M|2026-01-22 14:05:02|
3043|6600188|520|031448145731|M|2026-01-31 13:50:02|
3471|6400155|160|EGLV143559688114|M|2026-01-08 17:22:04|
1925|6000047|160|EGLV143574071165|M|2026-01-22 14:05:04|
3471|6400160|160|EGLV143559711192|M|2026-01-03 12:28:01|
3471|6400157|160|EGLV143559688114|M|2026-01-08 17:22:05|
3178|6000846|160|EGLV143574071009|M|2026-01-24 12:17:03|
3471|6400256|160|EGLV143559688238|M|2026-01-28 14:25:02|
1614|6001099|160|EGLV143574071173|M|2026-01-28 16:34:05|
3178|6000918|160|EGLV143574071009|M|2026-01-23 13:04:02|
3178|6000155|160|EGLV143559711205|M|2026-01-08 16:36:04|
1925|6000120|160|EGLV143574071254|M|2026-01-29 11:23:04|
3043|6600189|520|031448145731|M|2026-01-31 13:51:01|
1925|6100107|160|031F609949|M|2026-01-22 19:00:05|
3577|6300109|521|887889709452|H|2026-01-27 11:03:01|
3043|6600188|520|031452684249|M|2026-01-31 13:50:02|
3043|6600189|520|031424540422|M|2026-01-31 13:51:01|
3178|6000153|160|EGLV143559711205|M|2026-01-08 16:05:03|
3471|6400234|160|031F613363|M|2026-01-22 15:22:02|
3178|6000738|160|EGLV143574070363|M|2026-01-22 11:22:03|
3471|6400183|160|COSU6437934360|M|2026-01-16 11:23:05|
3043|6600189|520|031426452930|M|2026-01-31 13:51:01|
3043|6600095|523|000006095079|M|2026-01-19 18:48:01|
