Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SecuenciaObservacion|Observaciones|FechaPagoReal
3471|6400148|160|87082999|62|1|25CFTT406465-9|2026-01-02 17:08:05|
3471|6400019|160|87082999|44|2|No.Parte|2026-01-02 19:08:02|
3471|6400029|160|87082999|94|1|25CFTT406467-7|2026-01-02 16:54:02|
3471|6400098|160|87082999|33|3|5HYV-221040-6001-H1M|2026-01-15 09:13:02|
3471|6400025|160|87088005|114|1|25CFTT406475-5|2026-01-02 17:50:08|
3471|6400061|160|87082999|59|2|No.Parte|2026-01-09 16:01:03|
3178|6000520|160|87082999|22|2|NO. FACTURA: 25CFTT406482-9-IN|2026-01-13 22:28:01|
3178|6000520|160|87082999|39|1|5HYV-230630-6000-H1|2026-01-13 22:28:01|
1925|6000110|160|73269099|1|1|No. De parte: TBT070|2026-01-29 11:24:01|
1925|6000111|160|83023091|116|1|No. De parte: 5HYV-222070-6000|2026-01-29 11:24:04|
3178|6000520|160|87089999|7|1|5HYV-030010-6000|2026-01-13 22:28:01|
3178|6000518|160|98020019|25|3|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
3471|6400061|160|40169999|19|1|25CFTT406483-1|2026-01-09 16:01:03|
3471|6400021|160|87082999|66|2|25CFTT406475-3|2026-01-02 11:46:03|
3471|6400100|160|98020019|194|1|25CFTT406481-7 FRACCION ORIGINAL 7318159903|2026-01-15 09:26:01|
3471|6400025|160|85371006|60|2|No.Parte|2026-01-02 17:50:08|
3471|6400148|160|87088005|76|3|5HYV-450160-6000|2026-01-02 17:08:05|
3471|6400029|160|87082999|97|3|5HYV-043026-6000|2026-01-02 16:54:02|
3471|6400029|160|87089412|141|4|5HYV-101100-6002-0HQ00|2026-01-02 16:54:02|
3471|6400096|160|87082999|47|1|25CFTT406481-2|2026-01-15 09:00:04|
3471|6400025|160|39235001|2|2|No.Parte|2026-01-02 17:50:08|
3471|6400014|160|87082901|58|1|25CFTT406514-5|2026-01-09 18:05:09|
3178|6000518|160|98020019|96|2|73218159903|2026-01-13 22:28:02|
3178|6000518|160|85124001|154|1|5HYV-805300-9002|2026-01-13 22:28:02|
3471|6400251|160|87082999|64|2|No.Parte|2026-01-28 14:24:03|
1925|6000111|160|98020019|48|1|FA. ORIGINAL: 7318240300No. De parte: 30903-0403610|2026-01-29 11:24:04|
3178|6000518|160|87089999|138|1|5HYV-352200-9000|2026-01-13 22:28:02|
3178|6000518|160|98020019|48|2|7318229199|2026-01-13 22:28:02|
3471|6400061|160|84818022|28|2|No.Parte|2026-01-09 16:01:03|
3471|6400104|160|84807103|2|1|25CFMABTTP122|2026-01-05 12:14:03|
3471|6400100|160|98020019|215|1|25CFTT406481-6 FRACCION ORIGINAL 8708800900|2026-01-15 09:26:01|
3471|6400146|160|98020019|156|2|No.Parte|2026-01-03 00:54:01|
3471|6400019|160|98020019|181|2|No.Parte|2026-01-02 19:08:02|
3471|6400130|160|73269099|3|2|No.Parte|2026-01-02 13:02:01|
3471|6400029|160|87089999|161|2|No.Parte|2026-01-02 16:54:02|
3471|6400102|160|98020019|106|3|30006-060016870|2026-01-14 11:08:04|
3471|6400025|160|87087099|103|3|5HYV-07Z0AA-6000|2026-01-02 17:50:08|
3471|6400014|160|73181504|23|3|9AYV-804106-6700|2026-01-09 18:05:09|
3178|6000518|160|98020019|41|3|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
3178|6000518|160|39269099|225|1|9060-040311|2026-01-13 22:28:02|
1925|6000115|160|87082999|51|1|No. De parte: 5HYV-234010-6000-H1M|2026-01-29 11:23:04|
1925|6000111|160|87082999|80|1|No. De parte: 5HYV-043069-9000|2026-01-29 11:24:04|
3178|6000518|160|98020019|99|3|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
3178|6000518|160|98020019|16|2|7318159903|2026-01-13 22:28:02|
3471|6400061|160|87082999|51|2|No.Parte|2026-01-09 16:01:03|
3471|6400146|160|39269099|8|1|25CFTT406465-7|2026-01-03 00:54:01|
3471|6400094|160|85365099|29|1|25CFTT406481-1|2026-01-15 08:44:02|
3471|6400029|160|98020019|193|3|30024-122130110|2026-01-02 16:54:02|
3471|6400146|160|87088005|90|1|25CFTT406465-8|2026-01-03 00:54:01|
3471|6400019|160|84073304|21|2|No.Parte|2026-01-02 19:08:02|
3471|6400029|160|87082999|113|1|25CFTT406467-7|2026-01-02 16:54:02|
3471|6400094|160|87088005|54|2|No.Parte|2026-01-15 08:44:02|
3471|6400129|160|87089199|13|3|5HYV-181100-6001|2026-01-02 16:00:06|
3471|6400063|160|98020019|142|3|5HYV-070203-6000|2026-01-08 18:20:10|
3178|6000517|160|73181599|5|1|TBT085-01-06|2026-01-13 21:54:01|
3178|6000520|160|87082999|47|1|5HYV-237000-6000-44|2026-01-13 22:28:01|
3471|6400251|160|98020019|98|2|No.Parte|2026-01-28 14:24:03|
1925|6000113|160|87082999|63|1|No. De parte: 5HYV-031439-6000-H1M|2026-01-29 11:24:03|
3178|6000518|160|98020019|210|1|5HYV-280300-6002|2026-01-13 22:28:02|
3178|6000518|160|98020019|6|3|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
3471|6400014|160|98020019|225|1|25CFTT406514-5 FRACCION ORIGINAL 7318160603|2026-01-09 18:05:09|
3471|6400148|160|98020019|112|2|No.Parte|2026-01-02 17:08:05|
3471|6400100|160|87089999|144|4|5HYV-355080-9000|2026-01-15 09:26:01|
3471|6400029|160|98020019|175|3|30006-060030810|2026-01-02 16:54:02|
3471|6400025|160|85044099|39|3|9DSV-150500-6R01|2026-01-02 17:50:08|
3471|6400019|160|98020019|153|2|No.Parte|2026-01-02 19:08:02|
3471|6400129|160|87087099|12|1|25CFTT406474-3|2026-01-02 16:00:06|
3471|6400100|160|40169999|32|3|5HYV-002015-6002|2026-01-15 09:26:01|
3471|6400146|160|40093106|16|3|5HYV-182510-6000|2026-01-03 00:54:01|
3178|6000154|160|98020019|7|3|FRACCION ORIGINAL: 7318159903|2026-01-09 12:32:04|
3178|6000518|160|98020019|24|2|7318159903|2026-01-13 22:28:02|
1925|6700025|160|87082920|85|1|25CFTT176702-3-INNo. De parte: 5HYV-220004-1C00|2026-01-13 10:52:07|
1925|6000119|160|98020019|41|1|No. De parte: 5HYV-133000-6001-21|2026-01-29 11:46:00|
1925|6000119|160|87082919|73|1|No. De parte: 5HYV-807200-9001-0RT00|2026-01-29 11:46:00|
3178|6000518|160|87089999|137|1|5HYV-352102-9000|2026-01-13 22:28:02|
3178|6000516|160|87082999|95|2|NO. FACTURA: 25CFTT406482-1-IN|2026-01-13 21:54:01|
3471|6400061|160|98020019|194|3|5HYV-190011-6000|2026-01-09 16:01:03|
3471|6400129|160|87087099|11|1|25CFTT406474-3|2026-01-02 16:00:06|
3178|6000232|160|87089999|5|1|5HYV-030080-6000|2026-01-15 22:15:01|
3471|6400029|160|87082923|91|3|5BWV-348001-5001|2026-01-02 16:54:02|
3471|6400029|160|87089203|132|2|No.Parte|2026-01-02 16:54:02|
3471|6400146|160|98020019|221|3|5HYV-19TA01-4100-12|2026-01-03 00:54:01|
3471|6400120|160|82079099|15|1|25CFMABTTP120|2026-01-05 12:21:05|
3178|6000232|160|87089999|66|2|25CFTT406510-9-IN|2026-01-15 22:15:01|
3471|6400025|160|87082999|75|2|No.Parte|2026-01-02 17:50:08|
3471|6400014|160|98020019|197|1|25CFTT406514-5 FRACCION ORIGINAL 7318159903|2026-01-09 18:05:09|
3178|6000518|160|87082919|155|2|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
3178|6000518|160|85371006|104|1|5HYV-150810-6000|2026-01-13 22:28:02|
1925|6000119|160|98020019|125|1|FA. ORIGINAL: 9401999901No. De parte: 5HYV-135000-4500-22|2026-01-29 11:46:00|
1925|6000113|160|87082999|67|1|No. De parte: 5HYV-032020-6001-H1M|2026-01-29 11:24:03|
1925|6700025|160|39269099|91|1|25CFTT176702-3-INNo. De parte: 5SYV-044034-6000|2026-01-13 10:52:07|
3178|6000518|160|98020019|4|2|7318159903|2026-01-13 22:28:02|
3471|6400061|160|98020019|190|3|5HYV-190009-6000|2026-01-09 16:01:03|
3471|6400025|160|87082999|81|1|25CFTT406475-5|2026-01-02 17:50:08|
3178|6000232|160|87082999|27|1|5HYV-031584-6000-H1M|2026-01-15 22:15:01|
3471|6400029|160|84833004|63|1|25CFTT406467-5|2026-01-02 16:54:02|
3471|6400029|160|87082999|103|1|25CFTT406467-5|2026-01-02 16:54:02|
3471|6400146|160|98020019|142|2|No.Parte|2026-01-03 00:54:01|
3471|6400146|160|98020019|167|1|25CFTT406465-7, FRACCION ORIGINAL 7318160603|2026-01-03 00:54:01|
3471|6400100|160|87089412|120|2|No.Parte|2026-01-15 09:26:01|
3471|6400148|160|94019999|99|1|25CFTT406465-10|2026-01-02 17:08:05|
3471|6400061|160|87089999|118|3|5HYV-355300-9001|2026-01-09 16:01:03|
3178|6000518|160|87087006|92|2|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
1925|6700025|160|39263002|23|1|25CFTT176702-5-INNo. De parte: 5HYV-041011-1C00|2026-01-13 10:52:07|
1614|6000516|160|87088005|27|2|25CFTT177761|2026-01-28 13:35:03|
1925|6000113|160|98020019|39|1|FA. ORIGINAL: 7318159903No. De parte: 5BWV-040016-5000|2026-01-29 11:24:03|
1925|6700025|160|40091102|8|1|25CFTT176702-5-INNo. De parte: 5HY0-002003|2026-01-13 10:52:07|
3178|6000520|160|87089999|6|2|NO. FACTURA: 25CFTT406482-9-IN|2026-01-13 22:28:01|
3471|6400061|160|87088005|98|3|5HYV-060310-6000A|2026-01-09 16:01:03|
3471|6400025|160|73181504|25|3|9AYV-804106-6700|2026-01-02 17:50:08|
3471|6400094|160|39235001|2|1|25CFTT406481-1|2026-01-15 08:44:02|
3471|6400029|160|98020019|166|2|No.Parte|2026-01-02 16:54:02|
3471|6400146|160|98020019|200|3|5HYV-170500-6000-10|2026-01-03 00:54:01|
3471|6400027|160|87082999|10|2|No.Parte|2026-01-02 13:47:02|
3471|6400029|160|87082999|108|1|25CFTT406467-5|2026-01-02 16:54:02|
3471|6400100|160|39174001|3|2|25CFTT406481-7|2026-01-15 09:26:01|
3471|6400019|160|98020019|205|3|7030-221140|2026-01-02 19:08:02|
3471|6400014|160|85124001|40|4|5SYV-805300-8301|2026-01-09 18:05:09|
3178|6000520|160|87082999|23|1|5HYV-031539-6000-H1M|2026-01-13 22:28:01|
1925|6700025|160|98020019|48|1|25CFTT176702-3-INFA ORIGINAL: 7318.15.99.03No. De parte: 5HY#-040001-1000|2026-01-13 10:52:07|
1614|6000510|160|90328999|47|2|25CFTT177761-11|2026-01-28 13:34:06|
1614|6000510|160|98020019|72|1|30006-102020810|2026-01-28 13:34:06|
3178|6000520|160|87082999|33|1|5HYV-032230-6000-H1M|2026-01-13 22:28:01|
3178|6000518|160|87089999|184|2|NO. FACTURA: 25CFTT406482-2-IN|2026-01-13 22:28:02|
3471|6400061|160|40093106|13|2|No.Parte|2026-01-09 16:01:03|
3471|6400025|160|85365099|54|3|5HYV-169500-6001|2026-01-02 17:50:08|
3471|6400100|160|87089999|126|4|5HYV-002003-6000|2026-01-15 09:26:01|
3471|6400029|160|98020019|286|3|Q890-310000-40001|2026-01-02 16:54:02|
3471|6400019|160|87082999|40|1|25CFTT406475-1|2026-01-02 19:08:02|
3471|6400029|160|87089999|161|1|25CFTT406467-5|2026-01-02 16:54:02|
3471|6400029|160|98020019|190|1|25CFTT406467-5,FRACCION ORIGINAL 7318159903|2026-01-02 16:54:02|
3471|6400100|160|98020019|159|1|25CFTT406481-7 FRACCION ORIGINAL 7318159903|2026-01-15 09:26:01|
3471|6400148|160|98020019|117|2|No.Parte|2026-01-02 17:08:05|
3471|6400061|160|87082999|63|1|25CFTT406483|2026-01-09 16:01:03|
3178|6000516|160|87082999|20|1|5HYV-031584-6000-H1M|2026-01-13 21:54:01|
1925|6700025|160|87083099|80|1|25CFTT176702-3-INNo. De parte: 5HYV-082000-1201|2026-01-13 10:52:07|
1614|6000510|160|98020019|81|2|25CFTT177761-11|2026-01-28 13:34:06|
1925|6000113|160|87082999|75|1|No. De parte: 5HYV-032260-6001-H1M|2026-01-29 11:24:03|
3178|6000518|160|85182202|107|2|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
3178|6000516|160|94019999|43|2|NO. FACTURA: 25CFTT406482-5-IN|2026-01-13 21:54:01|
3471|6400061|160|85365099|34|3|5HYV-010220-6000|2026-01-09 16:01:03|
3471|6400019|160|98020019|133|2|No.Parte|2026-01-02 19:08:02|
3471|6400100|160|98020019|169|3|30006-102080110|2026-01-15 09:26:01|
3471|6400146|160|87089999|115|3|5HYV-002012-6001|2026-01-03 00:54:01|
3471|6400025|160|98020019|182|2|No.Parte|2026-01-02 17:50:08|
3471|6400129|160|98020019|17|1|25CFTT406474-3 FRACCION ORIGINAL 7318160604|2026-01-02 16:00:06|
3471|6400029|160|98020019|218|1|25CFTT406467-5,FRACCION ORIGINAL 7318229199|2026-01-02 16:54:02|
3178|6000232|160|87082999|36|1|5HYV-032260-6001-H1M|2026-01-15 22:15:01|
3471|6400146|160|84879006|34|1|25CFTT406465-8|2026-01-03 00:54:01|
3471|6400203|160|85044099|3|3|NO.PARTE|2026-01-09 12:45:04|
3178|6000518|160|85371006|72|2|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
3178|6000518|160|49019991|158|2|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
1614|6000510|160|98020019|93|2|25CFTT177761-11|2026-01-28 13:34:06|
1925|6000119|160|87088005|80|1|No. De parte: 9AWV-060610-8000|2026-01-29 11:46:00|
3178|6000518|160|98020019|19|3|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
3178|6000518|160|87089999|122|1|5HYV-182420-6001|2026-01-13 22:28:02|
3471|6400061|160|87082999|71|2|No.Parte|2026-01-09 16:01:03|
3471|6400029|160|98020019|277|1|25CFTT406467-7,FRACCION ORIGINAL 7318159903|2026-01-02 16:54:02|
3471|6400100|160|39269099|16|1|25CFTT406481-6|2026-01-15 09:26:01|
3471|6400146|160|87089412|107|3|5HYV-107300-6000|2026-01-03 00:54:01|
3471|6400029|160|87089412|141|3|NO.PARTE|2026-01-02 16:54:02|
3471|6400148|160|98020019|128|3|5BWV-040007-5000|2026-01-02 17:08:05|
3471|6400019|160|87089999|119|1|25CFTT406475-1|2026-01-02 19:08:02|
3471|6400100|160|87089999|131|3|5HYV-030062-6000|2026-01-15 09:26:01|
3471|6400025|160|87082999|74|3|5HY0-030600|2026-01-02 17:50:08|
3471|6400014|160|98020019|187|1|25CFTT406514-5 FRACCION ORIGINAL 7318159903|2026-01-09 18:05:09|
3178|6000516|160|87082999|65|2|NO. FACTURA: 25CFTT406482-5-IN|2026-01-13 21:54:01|
1925|6700025|160|39263002|77|1|25CFTT176702-3-INNo. De parte: 5HYV-043042-1000|2026-01-13 10:52:07|
1925|6000119|160|73202005|56|1|No. De parte: 5HYV-220015-6000|2026-01-29 11:46:00|
1925|6000117|160|87082999|34|1|No. De parte: 5HYV-041043-6001-0RT00|2026-01-29 11:23:03|
1925|6700024|160|87082999|89|1|25CFTT176702-7-INNo. De parte: 5BY0-230515-0MP0M|2026-01-13 10:50:03|
3178|6000515|160|73269099|3|1|TBM056-1|2026-01-13 21:53:00|
3471|6400014|160|87089999|167|2|No.Parte|2026-01-09 18:05:09|
3471|6400025|160|40093106|11|1|25CFTT406475-5|2026-01-02 17:50:08|
3178|6000232|160|87082919|69|1|5SYV-807300-8300-0RT00|2026-01-15 22:15:01|
3471|6400146|160|87082999|81|3|9030-220004|2026-01-03 00:54:01|
3471|6400026|160|73269099|11|3|TBT085-01-01|2026-01-02 17:51:03|
3471|6400146|160|87082999|60|2|25CFTT406465-8|2026-01-03 00:54:01|
3471|6400029|160|87082999|97|2|No.Parte|2026-01-02 16:54:02|
3471|6400100|160|40093106|21|2|No.Parte|2026-01-15 09:26:01|
3471|6400146|160|85365099|48|1|25CFTT406465-8|2026-01-03 00:54:01|
3471|6400061|160|87082999|60|2|No.Parte|2026-01-09 16:01:03|
3178|6000516|160|87082999|81|1|5HYV-221030-6001-H1M|2026-01-13 21:54:01|
1925|6700024|160|39263002|37|1|25CFTT176702-6-INNo. De parte: 5HYV-042011-1001|2026-01-13 10:50:03|
1925|6000109|160|87089199|21|1|No. De parte: 5HYV-181100-9002|2026-01-29 11:24:04|
1925|6000112|160|73269099|2|1|No. De parte: TBT085|2026-01-29 11:24:02|
1925|6700024|160|87082999|39|1|25CFTT176702-6-INNo. De parte: 5HYV-042051-1L00|2026-01-13 10:50:03|
1925|6700024|160|73269099|215|1|25CFTT176702-7-INNo. De parte: 5SYV-260213-6000|2026-01-13 10:50:03|
3471|6400014|160|98020019|193|1|25CFTT406514-5 FRACCION ORIGINAL 7318159903|2026-01-09 18:05:09|
3471|6400025|160|98020019|206|2|No.Parte|2026-01-02 17:50:08|
3471|6400094|160|39269099|12|3|6GU#-150001-6000-M1|2026-01-15 08:44:02|
3471|6400019|160|98020019|164|3|30219-122810|2026-01-02 19:08:02|
3471|6400019|160|98020019|126|3|30004-080030810|2026-01-02 19:08:02|
3471|6400019|160|98020019|131|1|25CFTT406475-1,FRACCION ORIGINAL 7318159903|2026-01-02 19:08:02|
3471|6400026|160|63079099|3|1|25CFTT406475-6|2026-01-02 17:51:03|
1905|6006286|160|98020019|24|2|FRACCION ORIGINAL: 3902.10.99.00|2026-01-15 18:02:18|
3471|6400025|160|85389001|63|2|No.Parte|2026-01-02 17:50:08|
3471|6400063|160|87089999|120|3|5HYV-355090-9000|2026-01-08 18:20:10|
1925|6700024|160|40169101|34|1|25CFTT176702-6-INNo. De parte: 5HYV-040003-1000|2026-01-13 10:50:03|
1925|6700024|160|87082999|127|1|25CFTT176702-7-INNo. De parte: 5HY0-031415-1MP0M|2026-01-13 10:50:03|
1925|6000117|160|87089999|14|1|No. De parte: 5HYV-030008-6000|2026-01-29 11:23:03|
3471|6400249|160|98020019|231|1|25CFTT177764, FRACCION ORIGINAL 7318140100|2026-01-28 14:24:02|
3178|6000518|160|40169901|182|2|NO. FACTURA: 25CFTT406482-2-IN|2026-01-13 22:28:02|
3178|6000516|160|87082999|21|2|NO. FACTURA: 25CFTT406482-5-IN|2026-01-13 21:54:01|
3471|6400014|160|87083099|133|1|25CFTT406514-5|2026-01-09 18:05:09|
3471|6400148|160|87089999|83|1|25CFTT406465-10|2026-01-02 17:08:05|
3178|6000232|160|98020019|50|2|25CFTT406510-9-IN|2026-01-15 22:15:01|
3471|6400019|160|87082999|91|3|5SYV-030330-8000-H1M|2026-01-02 19:08:02|
3471|6400148|160|98020019|138|1|25CFTT406465-10, FRACCION ORIGINAL 8544309901|2026-01-02 17:08:05|
3471|6400146|160|98020019|233|1|25CFTT406465-7, FRACCION ORIGINAL 8708509999|2026-01-03 00:54:01|
3471|6400029|160|40169999|42|3|5HYV-020004-6001|2026-01-02 16:54:02|
3471|6400100|160|84879006|48|1|25CFTT406481-7|2026-01-15 09:26:01|
3471|6400148|160|98020019|115|1|25CFTT406465-10, FRACCION ORIGINAL 7318159903|2026-01-02 17:08:05|
3471|6400014|160|87088007|143|3|5HYV-050410-6000A|2026-01-09 18:05:09|
1925|6700024|160|87082999|106|1|25CFTT176702-7-INNo. De parte: 5HY0-030450|2026-01-13 10:50:03|
1925|6700024|160|73202005|171|1|25CFTT176702-7-INNo. De parte: 5HYV-220006-1P00|2026-01-13 10:50:03|
1614|6000518|160|98020019|93|3|FRACCION: 85443099|2026-01-28 13:35:05|
1614|6000518|160|98020019|72|2|25CFTT177761-3|2026-01-28 13:35:05|
3178|6000518|160|85389001|181|2|NO. FACTURA: 25CFTT406482-2-IN|2026-01-13 22:28:02|
3178|6000516|160|39269099|54|2|NO. FACTURA: 25CFTT406482-5-IN|2026-01-13 21:54:01|
3471|6400014|160|85365099|48|3|5HYV-169540-6000|2026-01-09 18:05:09|
3471|6400019|160|98020019|145|2|No.Parte|2026-01-02 19:08:02|
3471|6400100|160|98020019|210|2|25CFTT406481-7|2026-01-15 09:26:01|
3471|6400029|160|87089999|152|1|25CFTT406467-5|2026-01-02 16:54:02|
3471|6400120|160|83112005|23|2|No.Parte|2026-01-05 12:21:05|
3471|6400025|160|83021002|27|1|25CFTT406475-5|2026-01-02 17:50:08|
