Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClavePermiso|FirmaDescargo|NumeroPermiso|ValorComercialDolares|CantidadMUMTarifa|FechaPagoReal
1925|6000111|160|98020019|202|C1||1931R826001518|201.00|12.00000|2026-01-29 11:24:04|
1614|6000508|160|98020019|68|C1||1931R826001501|28.80|120.00000|2026-01-28 13:34:05|
3178|6000154|160|98020019|117|C1||1931R825051346|7.20|144.00000|2026-01-09 12:32:04|
3178|6000847|160|98020019|118|C1||1931R826001628|6.40|160.00000|2026-01-24 12:17:03|
1614|6000084|160|98020019|108|C1||1931R825050602|7.20|720.00000|2026-01-20 11:18:03|
1925|6100109|160|98020019|109|C1||1931R825050647|3414.80|40.00000|2026-01-22 19:03:01|
1614|6000508|160|98020019|56|C1||1931R825050575|16.80|840.00000|2026-01-28 13:34:05|
3178|6000561|160|98020019|168|C1||1931R825038867|1835.28|72.00000|2026-01-22 17:22:04|
1614|6000088|160|98020019|138|C1||1931R825050575|4.32|144.00000|2026-01-19 17:37:05|
1614|6000082|160|98020019|80|C1||1931R826001314|31.20|1560.00000|2026-01-20 11:18:02|
3471|6400174|160|98020019|170|C1||1931R825050575|73.44|272.00000|2026-01-16 10:44:03|
3178|6000847|160|98020019|108|C1||1931R825050602|25.60|640.00000|2026-01-24 12:17:03|
1925|6100040|160|98020019|153|C1||1931R825051346|1.60|160.00000|2026-01-24 12:58:04|
3577|6300031|521|98020019|17|C1||1931R826001628|349.20|120.00000|2026-01-09 11:36:01|
3471|6400174|160|98020019|222|C1||1931R825051346|6.80|136.00000|2026-01-16 10:44:03|
1925|6610024|160|98020019|103|C1||1931R825034288|36.64|916.00000|2026-01-22 11:29:02|
1925|6100022|160|98020019|195|C1||1931R826001314|70.04|7004.00000|2026-01-22 16:58:03|
3471|6400240|160|98020019|160|C1||1931R825051346|9.60|120.00000|2026-01-26 09:17:02|
1925|6100103|160|98020019|61|C1||1931R825050550|76.16|272.00000|2026-01-22 18:55:02|
1614|6000516|160|98020019|62|C1||1931R825050385|19.20|1920.00000|2026-01-28 13:35:03|
3178|6000146|160|98020019|178|C1||1931R825050493|291.60|60.00000|2026-01-08 16:23:04|
3471|6400247|160|98020019|22|C1||1931R826001628|88.00|800.00000|2026-01-26 11:44:04|
3471|6400002|160|98020019|179|C1||1931R825050575|44.00|400.00000|2026-01-08 15:17:03|
3471|6400251|160|98020019|107|C1||1931R826001518|1005.00|60.00000|2026-01-28 14:24:03|
3471|6400002|160|98020019|175|C1||1931R825050616|76.00|400.00000|2026-01-08 15:17:03|
3178|6000909|160|98020019|24|C1||1931R826001628|88.20|60.00000|2026-01-23 18:25:01|
1925|6100040|160|98020019|4|C1||1931R825050575|371.20|1280.00000|2026-01-24 12:58:04|
1614|6000082|160|98020019|210|C1||1931R825050385|7.20|720.00000|2026-01-20 11:18:02|
3178|6000230|160|98020019|111|C1||1931R825051346|5.00|100.00000|2026-01-16 08:31:01|
3577|6300109|521|98020019|7|C1||1931R825050575|300.00|10000.00000|2026-01-27 11:03:01|
3178|6000539|160|98020019|17|C1||1931R825050424|22.00|200.00000|2026-01-16 17:25:05|
3178|6000535|160|98020019|2|C1||1931R825050612|6.00|200.00000|2026-01-19 13:00:04|
3471|6400002|160|98020019|127|C1||1931R825050575|216.00|800.00000|2026-01-08 15:17:03|
3178|6000847|160|98020019|78|C1||1931R826001628|73.60|160.00000|2026-01-24 12:17:03|
3471|6400079|160|98020019|97|C1||1931R825050423|9681.12|144.00000|2026-01-08 16:17:05|
1925|6000043|160|98020019|76|C1||1931R825050575|48.00|300.00000|2026-01-22 14:06:03|
3178|6000954|160|98020019|304|C1||1931R825050550|22.40|160.00000|2026-01-24 13:42:01|
1925|6100107|160|98020019|106|C1||1931R825050575|51.68|2584.00000|2026-01-22 19:00:05|
3178|6000954|160|98020019|277|C1||1931R825050424|64.00|320.00000|2026-01-24 13:42:01|
3471|6400215|160|98020019|192|C1||1931R825050424|48.00|240.00000|2026-01-20 12:39:02|
3471|6400255|160|98020019|86|C1||1931R825050575|33.60|240.00000|2026-01-28 14:24:04|
3178|6000954|160|98020019|169|C1||1931R825050575|19.20|960.00000|2026-01-24 13:42:01|
1925|6100107|160|98020019|42|C1||1931R825056909|744.57|9.00000|2026-01-22 19:00:05|
3178|6000841|160|98020019|79|C1||1931R825051346|5.76|72.00000|2026-01-22 13:43:05|
3471|6400102|160|98020019|125|C1||1931R825050547|140.00|2000.00000|2026-01-14 11:08:04|
3178|6000516|160|98020019|1|C1||1931R825050602|6.00|600.00000|2026-01-13 21:54:01|
1614|6000088|160|98020019|156|C1||1931R825050547|3.60|72.00000|2026-01-19 17:37:05|
3471|6400247|160|98020019|62|C1||1931R826001628|424.00|400.00000|2026-01-26 11:44:04|
3471|6400247|160|98020019|34|C1||1931R826001628|612.00|400.00000|2026-01-26 11:44:04|
1925|6100107|160|98020019|196|C1||1931R826001628|2.72|68.00000|2026-01-22 19:00:05|
1925|6100107|160|98020019|67|C1||1931R826001009|171.36|204.00000|2026-01-22 19:00:05|
1925|6000109|160|98020019|106|C1||1931R825050575|184.80|9240.00000|2026-01-29 11:24:04|
1925|6100109|160|98020019|17|C1||1931R825050385|8.16|816.00000|2026-01-22 19:03:01|
1614|6000088|160|98020019|165|C1||1931R825053462|1.44|72.00000|2026-01-19 17:37:05|
1614|6001100|160|98020019|76|C1|STVX3YA3|1931R826001314|293.76|72.00000|2026-01-28 16:48:06|
3178|6000943|160|98020019|121|C1||1931R826001314|70.40|320.00000|2026-01-23 16:25:03|
1925|6100026|160|98020019|198|C1||1931R825050534|6.80|136.00000|2026-01-22 11:33:02|
3178|6000954|160|98020019|284|C1||1931R825038867|6933.28|272.00000|2026-01-24 13:42:01|
1614|6000518|160|98020019|89|C1||1931R826001628|165.60|120.00000|2026-01-28 13:35:05|
3178|6000847|160|98020019|83|C1||1931R826001628|128.00|160.00000|2026-01-24 12:17:03|
3178|6000972|160|98020019|83|C1||1931R825050575|6.40|40.00000|2026-01-24 12:02:13|
3178|6000847|160|98020019|121|C1||1931R826001628|32.00|320.00000|2026-01-24 12:17:03|
3178|6000841|160|98020019|74|C1||1931R825056909|1240.95|15.00000|2026-01-22 13:43:05|
3471|6400217|160|98020019|166|C1||1931R825034285|4.80|480.00000|2026-01-19 18:01:03|
3178|6000539|160|98020019|24|C1||1931R825034288|65.00|1300.00000|2026-01-16 17:25:05|
3178|6000847|160|98020019|35|C1||1931R826001628|96.00|320.00000|2026-01-24 12:17:03|
3178|6000154|160|98020019|37|C1||1931R825050575|17.28|576.00000|2026-01-09 12:32:04|
1925|6000119|160|98020019|92|C1||1931R825050575|14.40|480.00000|2026-01-29 11:46:00|
3471|6400148|160|98020019|126|C1||1931R825050550|179.20|640.00000|2026-01-02 17:08:05|
3471|6400249|160|98020019|247|C1||1931R825053462|1.60|80.00000|2026-01-28 14:24:02|
3471|6400100|160|98020019|167|C1||1931R825050575|20.00|200.00000|2026-01-15 09:26:01|
3178|6000954|160|98020019|181|C1||1931R825050575|208.00|2080.00000|2026-01-24 13:42:01|
3471|6400251|160|98020019|112|C1||1931R826001009|147.20|160.00000|2026-01-28 14:24:03|
3471|6400249|160|98020019|225|C1||1931R825050575|3.20|160.00000|2026-01-28 14:24:02|
3471|6400255|160|98020019|92|C1||1931R825050547|44.80|640.00000|2026-01-28 14:24:04|
1614|6000088|160|98020019|169|C1||1931R825034636|14432.00|64.00000|2026-01-19 17:37:05|
3577|6300039|521|98020019|23|C1||1931R825050575|8.00|800.00000|2026-01-15 13:54:01|
3471|6400234|160|98020019|102|C1||1931R825050575|108.00|3600.00000|2026-01-22 15:22:02|
3471|6400146|160|98020019|191|C1||1931R825050424|30.40|3040.00000|2026-01-03 00:54:01|
1614|6000084|160|98020019|50|C1||1931R825051346|69.60|240.00000|2026-01-20 11:18:03|
3471|6400247|160|98020019|30|C1||1931R826001628|2784.00|800.00000|2026-01-26 11:44:04|
1925|6000113|160|98020019|97|C1||1931R825056909|6288.00|80.00000|2026-01-29 11:24:03|
3471|6400234|160|98020019|106|C1||1931R825051346|2.40|240.00000|2026-01-22 15:22:02|
3471|6400002|160|98020019|178|C1||1931R825050575|6.00|100.00000|2026-01-08 15:17:03|
3471|6400174|160|98020019|154|C1||1931R825050575|163.20|5440.00000|2026-01-16 10:44:03|
3178|6000954|160|98020019|247|C1||1931R825034288|256.00|6400.00000|2026-01-24 13:42:01|
3178|6000954|160|98020019|268|C1||1931R825051346|6.40|320.00000|2026-01-24 13:42:01|
1925|6100040|160|98020019|37|C1||1931R825050575|6.40|320.00000|2026-01-24 12:58:04|
1614|6000078|160|98020019|103|C1||1931R825050423|3379.00|50.00000|2026-01-20 11:17:04|
3178|6000954|160|98020019|224|C1||1931R825050385|3.20|320.00000|2026-01-24 13:42:01|
3471|6400048|160|98020019|130|C1||1931R825050575|220.32|11016.00000|2026-01-07 14:59:03|
3471|6400174|160|98020019|214|C1||1931R825050575|24.48|272.00000|2026-01-16 10:44:03|
1925|6100028|160|98020019|29|C1||1931R825050575|8.16|272.00000|2026-01-22 17:03:05|
1614|6000508|160|98020019|173|C1||1931R826000899|229.20|120.00000|2026-01-28 13:34:05|
3471|6400255|160|98020019|82|C1||1931R825050575|20.00|400.00000|2026-01-28 14:24:04|
3178|6000535|160|98020019|103|C1||1931R825050424|44.00|200.00000|2026-01-19 13:00:04|
1925|6100103|160|98020019|202|C1||1931R826001314|10.88|272.00000|2026-01-22 18:55:02|
3471|6400255|160|98020019|2|C1||1931R826000899|8.80|80.00000|2026-01-28 14:24:04|
1925|6000041|160|98020019|6|C1||1931R825050544|86.40|480.00000|2026-01-22 14:06:02|
1925|6000109|160|98020019|103|C1||1931R825050575|100.80|1440.00000|2026-01-29 11:24:04|
1925|6000029|160|98020019|120|C1||1931R825050385|1.44|144.00000|2026-01-22 14:00:07|
3471|6400249|160|98020019|204|C1||1931R825050575|20.00|400.00000|2026-01-28 14:24:02|
3178|6000954|160|98020019|212|C1||1931R825050547|51.20|1280.00000|2026-01-24 13:42:01|
3178|6000561|160|98020019|135|C1||1931R825050385|11.52|1152.00000|2026-01-22 17:22:04|
1614|6000078|160|98020019|109|C1||1931R825050424|48.00|240.00000|2026-01-20 11:17:04|
3471|6400094|160|98020019|81|C1||1931R825050550|130.00|1000.00000|2026-01-15 08:44:02|
1614|6000082|160|98020019|201|C1||1931R825050547|4.80|480.00000|2026-01-20 11:18:02|
1925|6100040|160|98020019|214|C1||1931R825050530|23.52|112.00000|2026-01-24 12:58:04|
3471|6400052|160|98020019|137|C1||1931R825050575|293.76|1088.00000|2026-01-08 10:23:02|
1925|6100022|160|98020019|14|C1||1931R825050575|4.08|204.00000|2026-01-22 16:58:03|
1614|6000508|160|98020019|181|C1||1931R825050550|18.00|120.00000|2026-01-28 13:34:05|
3471|6400014|160|98020019|196|C1||1931R825050575|5.76|144.00000|2026-01-09 18:05:09|
1925|6000049|160|98020019|34|C1||1931R825050575|4.80|30.00000|2026-01-22 14:05:05|
1614|6000088|160|98020019|152|C1||1931R825050547|17.28|576.00000|2026-01-19 17:37:05|
1925|6100022|160|98020019|70|C1||1931R825050575|8.16|408.00000|2026-01-22 16:58:03|
1614|6000072|160|98020019|5|C1||1931R825050575|26.40|176.00000|2026-01-07 20:04:00|
1614|6000088|160|98020019|61|C1||1931R825050575|38.88|144.00000|2026-01-19 17:37:05|
1614|6000082|160|98020019|249|C1||1931R825050612|140.40|4680.00000|2026-01-20 11:18:02|
3178|6000954|160|98020019|172|C1||1931R825050575|57.60|1920.00000|2026-01-24 13:42:01|
3178|6000561|160|98020019|101|C1||1931R825050575|97.20|1944.00000|2026-01-22 17:22:04|
3178|6000518|160|98020019|180|C1||1931R825050424|6.00|600.00000|2026-01-13 22:28:02|
1614|6000510|160|98020019|64|C1||1931R825050575|43.20|1440.00000|2026-01-28 13:34:06|
3471|6400048|160|98020019|138|C1||1931R825051346|8.16|272.00000|2026-01-07 14:59:03|
3178|6000871|160|98020019|157|C1||1931R825050575|34.56|1152.00000|2026-01-22 14:02:03|
3471|6400083|160|98020019|75|C1||1931R825050575|5.76|192.00000|2026-01-08 17:14:05|
3471|6400067|160|98020019|69|C1||1931R825050612|5.10|170.00000|2026-01-09 09:45:04|
3471|6400215|160|98020019|200|C1||1931R825050612|140.40|4680.00000|2026-01-20 12:39:02|
3471|6400061|160|98020019|204|C1||1931R825050424|37.40|170.00000|2026-01-09 16:01:03|
1925|6000045|160|98020019|59|C1||1931R825050423|4679.52|48.00000|2026-01-22 14:06:03|
3471|6400236|160|98020019|161|C1||1931R825050493|88.02|18.00000|2026-01-22 15:02:01|
1925|6100022|160|98020019|134|C1||1931R825051346|34.00|68.00000|2026-01-22 16:58:03|
3471|6400061|160|98020019|161|C1||1931R825034285|10.20|340.00000|2026-01-09 16:01:03|
3471|6400008|160|98020019|109|C1||1931R825050575|42.00|600.00000|2026-01-08 15:45:04|
3471|6400240|160|98020019|147|C1||1931R825050385|4.80|480.00000|2026-01-26 09:17:02|
3471|6400094|160|98020019|71|C1||1931R825050550|112.00|400.00000|2026-01-15 08:44:02|
3471|6400067|160|98020019|78|C1||1931R825056909|7068.60|85.00000|2026-01-09 09:45:04|
3178|6000954|160|98020019|209|C1||1931R825050547|3.20|320.00000|2026-01-24 13:42:01|
1925|6100040|160|98020019|13|C1||1931R825050575|232.00|4640.00000|2026-01-24 12:58:04|
1925|6000049|160|98020019|77|C1||1931R825050424|26.40|240.00000|2026-01-22 14:05:05|
3471|6400182|160|98020019|107|C1||1931R825050423|18286.56|272.00000|2026-01-16 11:23:05|
3471|6400052|160|98020019|125|C1||1931R825050575|57.12|816.00000|2026-01-08 10:23:02|
1925|6100022|160|98020019|170|C1||1931R825050530|13.68|72.00000|2026-01-22 16:58:03|
3471|6400215|160|98020019|144|C1||1931R826001628|87.60|120.00000|2026-01-20 12:39:02|
3471|6400029|160|98020019|219|C1||1931R825050385|1.20|120.00000|2026-01-02 16:54:02|
3178|6000871|160|98020019|155|C1||1931R825050575|7.20|72.00000|2026-01-22 14:02:03|
1614|6000508|160|98020019|60|C1||1931R825050575|16.20|60.00000|2026-01-28 13:34:05|
3471|6400238|160|98020019|89|C1||1931R825050602|19.20|480.00000|2026-01-22 09:57:03|
3471|6400052|160|98020019|182|C1||1931R825050647|4184.44|52.00000|2026-01-08 10:23:02|
1614|6000088|160|98020019|157|C1||1931R825050547|110.88|1584.00000|2026-01-19 17:37:05|
3471|6400185|160|98020019|132|C1||1931R825050385|13.00|100.00000|2026-01-20 18:24:04|
1614|6000082|160|98020019|141|C1||1931R826000899|231.60|120.00000|2026-01-20 11:18:02|
3577|6300031|521|98020019|23|C1||1931R826001628|106.00|200.00000|2026-01-09 11:36:01|
1925|6100109|160|98020019|99|C1||1931R826001314|25.84|136.00000|2026-01-22 19:03:01|
1614|6000082|160|98020019|213|C1||1931R825050385|19.20|1920.00000|2026-01-20 11:18:02|
3471|6400044|160|98020019|93|C1||1931R825050612|231.20|272.00000|2026-01-07 16:14:05|
3471|6400052|160|98020019|179|C1||1931R825051346|36.72|1224.00000|2026-01-08 10:23:02|
3471|6400052|160|98020019|154|C1||1931R825050547|6.80|136.00000|2026-01-08 10:23:02|
3471|6400008|160|98020019|128|C1||1931R825050547|32.00|800.00000|2026-01-08 15:45:04|
3471|6400178|160|98020019|150|C1||1931R825050385|14.96|1496.00000|2026-01-16 10:11:03|
3471|6400014|160|98020019|183|C1||1931R825050575|80.64|288.00000|2026-01-09 18:05:09|
3471|6400002|160|98020019|123|C1||1931R825050575|8.00|200.00000|2026-01-08 15:17:03|
3471|6400052|160|98020019|133|C1||1931R825050575|81.60|544.00000|2026-01-08 10:23:02|
3471|6400217|160|98020019|159|C1||1931R825050575|121.50|450.00000|2026-01-19 18:01:03|
3471|6400079|160|98020019|90|C1||1931R825050575|40.32|576.00000|2026-01-08 16:17:05|
1614|6000088|160|98020019|66|C1||1931R825050547|34.56|432.00000|2026-01-19 17:37:05|
3178|6000230|160|98020019|7|C1||1931R825050575|25.00|500.00000|2026-01-16 08:31:01|
1925|6100040|160|98020019|53|C1||1931R825050547|72.00|1440.00000|2026-01-24 12:58:04|
3178|6000954|160|98020019|269|C1||1931R825051346|8.00|160.00000|2026-01-24 13:42:01|
3471|6400012|160|98020019|124|C1||1931R825038867|90.36|12.00000|2026-01-08 16:38:09|
1925|6100028|160|98020019|25|C1||1931R826001590|10.00|250.00000|2026-01-22 17:03:05|
1614|6000088|160|98020019|133|C1||1931R825050575|105.84|3528.00000|2026-01-19 17:37:05|
1925|6000119|160|98020019|114|C1||1931R826001628|169.20|120.00000|2026-01-29 11:46:00|
3178|6000954|160|98020019|174|C1||1931R825050575|12.80|320.00000|2026-01-24 13:42:01|
3471|6400249|160|98020019|263|C1||1931R825057868|2706.24|12.00000|2026-01-28 14:24:02|
3178|6000146|160|98020019|107|C1||1931R825051346|8.64|288.00000|2026-01-08 16:23:04|
3471|6400174|160|98020019|184|C1||1931R825050547|5.44|544.00000|2026-01-16 10:44:03|
3471|6400217|160|98020019|206|C1||1931R825051346|1.20|120.00000|2026-01-19 18:01:03|
3471|6400249|160|98020019|254|C1||1931R825051346|46.40|160.00000|2026-01-28 14:24:02|
3471|6400240|160|98020019|100|C1||1931R826001628|169.20|120.00000|2026-01-26 09:17:02|
3178|6000954|160|98020019|201|C1||1931R825050575|12.80|320.00000|2026-01-24 13:42:01|
3178|6000230|160|98020019|118|C1||1931R825051346|42.00|100.00000|2026-01-16 08:31:01|
1925|6100022|160|98020019|117|C1||1931R825034636|15334.00|68.00000|2026-01-22 16:58:03|
3471|6400247|160|98020019|51|C1||1931R826001628|108.00|400.00000|2026-01-26 11:44:04|
3471|6400083|160|98020019|98|C1||1931R825050385|1.92|192.00000|2026-01-08 17:14:05|
3471|6400046|160|98020019|87|C1||1931R825050544|97.92|544.00000|2026-01-07 16:06:03|
1614|6000508|160|98020019|74|C1||1931R825038867|1117.92|48.00000|2026-01-28 13:34:05|
1925|6100107|160|98020019|207|C1||1931R826001628|3.40|68.00000|2026-01-22 19:00:05|
3471|6400052|160|98020019|123|C1||1931R825050575|8.16|272.00000|2026-01-08 10:23:02|
3471|6400065|160|98020019|203|C1||1931R825050385|3.40|340.00000|2026-01-08 17:13:05|
3471|6400185|160|98020019|171|C1||1931R825050423|1195.00|500.00000|2026-01-20 18:24:04|
3471|6400059|160|98020019|119|C1||1931R825050547|84.00|1200.00000|2026-01-08 15:17:02|
1614|6000090|160|98020019|262|C1||1931R825050547|103.68|288.00000|2026-01-19 17:38:06|
3471|6400174|160|98020019|172|C1||1931R825050575|16.32|272.00000|2026-01-16 10:44:03|
3471|6400236|160|98020019|13|C1||1931R826001314|293.76|72.00000|2026-01-22 15:02:01|
3471|6400240|160|98020019|12|C1||1931R826001314|440.64|108.00000|2026-01-26 09:17:02|
3471|6400014|160|98020019|248|C1||1931R825050424|2.88|288.00000|2026-01-09 18:05:09|
3178|6000230|160|98020019|146|C1||1931R825050530|42.00|200.00000|2026-01-16 08:31:01|
1925|6000049|160|98020019|181|C1||1931R825050550|45.60|240.00000|2026-01-22 14:05:05|
1614|6000508|160|98020019|150|C1||1931R825050575|81.00|300.00000|2026-01-28 13:34:05|
1925|6100109|160|98020019|59|C1||1931R825050547|312.80|1360.00000|2026-01-22 19:03:01|
3178|6000561|160|98020019|113|C1||1931R825050575|30.24|216.00000|2026-01-22 17:22:04|
3178|6000518|160|98020019|15|C1||1931R825050575|16.00|400.00000|2026-01-13 22:28:02|
3471|6400012|160|98020019|120|C1||1931R825050424|5.76|576.00000|2026-01-08 16:38:09|
3471|6400083|160|98020019|108|C1||1931R825034636|1804.00|8.00000|2026-01-08 17:14:05|
3178|6000239|160|98020019|116|C1||1931R825050547|154.00|2200.00000|2026-01-17 12:44:03|
3471|6400061|160|98020019|137|C1||1931R825050575|15.30|510.00000|2026-01-09 16:01:03|
3471|6400059|160|98020019|118|C1||1931R825050547|45.00|500.00000|2026-01-08 15:17:02|
3471|6400050|160|98020019|129|C1||1931R825051346|6.80|136.00000|2026-01-07 17:58:03|
1925|6100103|160|98020019|54|C1||1931R825050385|4.08|408.00000|2026-01-22 18:55:02|
3471|6400083|160|98020019|92|C1||1931R825050547|23.04|768.00000|2026-01-08 17:14:05|
3471|6400240|160|98020019|115|C1||1931R825050575|21.60|720.00000|2026-01-26 09:17:02|
3471|6400014|160|98020019|200|C1||1931R825050575|14.40|288.00000|2026-01-09 18:05:09|
1925|6000111|160|98020019|192|C1||1931R825034595|2.40|120.00000|2026-01-29 11:24:04|
3471|6400234|160|98020019|107|C1||1931R825051346|7.20|240.00000|2026-01-22 15:22:02|
1614|6000508|160|98020019|166|C1||1931R825050385|52.80|480.00000|2026-01-28 13:34:05|
3178|6000909|160|98020019|68|C1||1931R826001437|603.20|160.00000|2026-01-23 18:25:01|
3471|6400059|160|98020019|136|C1||1931R825050550|140.00|1000.00000|2026-01-08 15:17:02|
3471|6400247|160|98020019|58|C1||1931R826001628|40.00|400.00000|2026-01-26 11:44:04|
3471|6400048|160|98020019|128|C1||1931R825050424|5.44|544.00000|2026-01-07 14:59:03|
1925|6000111|160|98020019|162|C1||1931R825050575|19.20|480.00000|2026-01-29 11:24:04|
3471|6400014|160|98020019|234|C1||1931R825050385|1.44|72.00000|2026-01-09 18:05:09|
1925|6100103|160|98020019|57|C1||1931R825050385|10.88|1088.00000|2026-01-22 18:55:02|
3178|6000237|160|98020019|89|C1||1931R825050423|6983.28|72.00000|2026-01-16 20:15:01|
3471|6400217|160|98020019|149|C1||1931R825050575|50.40|720.00000|2026-01-19 18:01:03|
1925|6000043|160|98020019|52|C1||1931R825038867|2760.00|120.00000|2026-01-22 14:06:03|
3471|6400102|160|98020019|121|C1||1931R825050547|4.00|400.00000|2026-01-14 11:08:04|
1925|6000027|160|98020019|39|C1||1931R825050385|2.88|288.00000|2026-01-22 14:00:03|
1925|6000109|160|98020019|96|C1||1931R826001314|31.20|1560.00000|2026-01-29 11:24:04|
1614|6000508|160|98020019|70|C1||1931R825050575|21.60|240.00000|2026-01-28 13:34:05|
3471|6400215|160|98020019|187|C1||1931R825050547|552.00|2400.00000|2026-01-20 12:39:02|
1925|6100022|160|98020019|146|C1||1931R826001314|6.80|136.00000|2026-01-22 16:58:03|
3471|6400052|160|98020019|135|C1||1931R825050575|146.88|1632.00000|2026-01-08 10:23:02|
3178|6000909|160|98020019|27|C1||1931R826001628|3.15|315.00000|2026-01-23 18:25:01|
1925|6700025|160|98020019|87|C1||1931R825050355|116.55|15.00000|2026-01-13 10:52:07|
3471|6400215|160|98020019|183|C1||1931R825051346|69.60|240.00000|2026-01-20 12:39:02|
3178|6000841|160|98020019|178|C1||1931R825051346|4.32|144.00000|2026-01-22 13:43:05|
3471|6400014|160|98020019|268|C1||1931R825051346|1.44|72.00000|2026-01-09 18:05:09|
3178|6000847|160|98020019|95|C1||1931R826001590|25.60|640.00000|2026-01-24 12:17:03|
3471|6400102|160|98020019|173|C1||1931R825050612|104.00|400.00000|2026-01-14 11:08:04|
1614|6000084|160|98020019|22|C1||1931R826001628|224.40|120.00000|2026-01-20 11:18:03|
3178|6000841|160|98020019|96|C1||1931R825050575|31.68|288.00000|2026-01-22 13:43:05|
3471|6400249|160|98020019|222|C1||1931R825050575|16.00|160.00000|2026-01-28 14:24:02|
3471|6400146|160|98020019|133|C1||1931R825050575|40.00|800.00000|2026-01-03 00:54:01|
3471|6400065|160|98020019|195|C1||1931R825050550|30.60|85.00000|2026-01-08 17:13:05|
1925|6000111|160|98020019|218|C1||1931R826001358|33.60|240.00000|2026-01-29 11:24:04|
3471|6400255|160|98020019|109|C1||1931R826001314|20.00|400.00000|2026-01-28 14:24:04|
1925|6100028|160|98020019|30|C1||1931R825050424|14.96|136.00000|2026-01-22 17:03:05|
1614|6000512|160|98020019|49|C1||1931R825034288|160.00|3200.00000|2026-01-23 19:24:02|
1614|6000072|160|98020019|66|C1||1931R825038867|2038.96|88.00000|2026-01-07 20:04:00|
1925|6100022|160|98020019|122|C1||1931R825051346|1.36|68.00000|2026-01-22 16:58:03|
3471|6400215|160|98020019|20|C1||1931R826001314|64.80|1080.00000|2026-01-20 12:39:02|
3471|6400148|160|98020019|113|C1||1931R825050575|20.80|260.00000|2026-01-02 17:08:05|
3471|6400059|160|98020019|135|C1||1931R825056909|3659.04|44.00000|2026-01-08 15:17:02|
3178|6000847|160|98020019|123|C1||1931R826001628|8.00|160.00000|2026-01-24 12:17:03|
3178|6000841|160|98020019|85|C1||1931R825051346|1.44|72.00000|2026-01-22 13:43:05|
3471|6400213|160|98020019|79|C1||1931R826001628|55.20|240.00000|2026-01-20 16:17:03|
3471|6400217|160|98020019|202|C1||1931R825051346|2.40|120.00000|2026-01-19 18:01:03|
3178|6000841|160|98020019|81|C1||1931R825051346|1.44|72.00000|2026-01-22 13:43:05|
1925|6000047|160|98020019|67|C1||1931R826001628|176.40|120.00000|2026-01-22 14:05:04|
3471|6400083|160|98020019|110|C1||1931R825050575|15.36|384.00000|2026-01-08 17:14:05|
3471|6400185|160|98020019|115|C1||1931R825050575|148.50|550.00000|2026-01-20 18:24:04|
1614|6000086|160|98020019|101|C1||1931R825051346|43.20|120.00000|2026-01-20 11:18:04|
1925|6100022|160|98020019|22|C1||1931R825050575|4.08|136.00000|2026-01-22 16:58:03|
3471|6400052|160|98020019|111|C1||1931R825050575|315.52|1088.00000|2026-01-08 10:23:02|
3178|6000909|160|98020019|70|C1||1931R826001358|44.80|320.00000|2026-01-23 18:25:01|
1925|6000029|160|98020019|183|C1||1931R825050575|12.96|144.00000|2026-01-22 14:00:07|
3178|6000237|160|98020019|45|C1||1931R825050385|2.00|200.00000|2026-01-16 20:15:01|
1925|6000111|160|98020019|156|C1||1931R825050575|16.80|840.00000|2026-01-29 11:24:04|
3471|6400014|160|98020019|294|C1||1931R825050575|11.52|288.00000|2026-01-09 18:05:09|
3471|6400065|160|98020019|185|C1||1931R825050547|40.80|510.00000|2026-01-08 17:13:05|
3178|6000841|160|98020019|88|C1||1931R825051346|4.32|72.00000|2026-01-22 13:43:05|
1614|6000084|160|98020019|87|C1||1931R826001628|220.80|120.00000|2026-01-20 11:18:03|
3178|6000954|160|98020019|221|C1||1931R825050385|3.20|320.00000|2026-01-24 13:42:01|
3178|6000237|160|98020019|46|C1||1931R825053462|2.00|100.00000|2026-01-16 20:15:01|
3471|6400061|160|98020019|169|C1||1931R825050550|30.60|510.00000|2026-01-09 16:01:03|
1925|6000119|160|98020019|110|C1||1931R826001628|46.80|120.00000|2026-01-29 11:46:00|
3471|6400185|160|98020019|146|C1||1931R825053462|6.00|600.00000|2026-01-20 18:24:04|
3471|6400081|160|98020019|120|C1||1931R825050575|34.56|384.00000|2026-01-08 15:44:02|
1614|6001100|160|98020019|66|C1|STVX3YA3|1931R825050550|43.20|720.00000|2026-01-28 16:48:06|
1925|6000049|160|98020019|120|C1||1931R825050608|10.80|30.00000|2026-01-22 14:05:05|
3471|6400255|160|98020019|110|C1||1931R825050575|4.80|80.00000|2026-01-28 14:24:04|
1614|6000072|160|98020019|347|C1||1931R825050612|56.76|1892.00000|2026-01-07 20:04:00|
3471|6400215|160|98020019|152|C1||1931R825050575|9.60|240.00000|2026-01-20 12:39:02|
3577|6300042|521|98020019|80|C1||1931R825034636|76.11|3.00000|2026-01-23 16:53:01|
3471|6400185|160|98020019|157|C1||1931R825050385|36.00|300.00000|2026-01-20 18:24:04|
3471|6400052|160|98020019|158|C1||1931R825050385|2.72|272.00000|2026-01-08 10:23:02|
1925|6000051|160|98020019|101|C1||1931R825050602|19.20|480.00000|2026-01-22 14:05:05|
