Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SubdivisionFraccion|DescripcionMercancia|PrecioUnitario|ValorAduana|ValorComercial|ValorDolares|CantidadUMComercial|UnidadMedidaComercial|CantidadUMTarifa|UnidadMedidaTarifa|ValorAgregado|ClaveVinculacion|MetodoValorizacion|CodigoMercanciaProducto|MarcaMercanciaProducto|ModeloMercanciaProducto|PaisOrigenDestino|PaisCompradorVendedor|EntidadFedOrigen|EntidadFedDestino|EntidadFedComprador|EntidadFedVendedor|TipoOperacion|ClaveDocumento|FechaPagoReal
1925|6100040|160|98020019|32|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|4.80938|1539|1539|86.40|320.000|6|3.96418|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
3178|6000154|160|98020019|23|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|1.61285|1858|1858|103.68|1152.000|6|31.38690|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
3178|6000841|160|98020019|88|00|ETIQUETA AUTOADHESIVA|1.06944|77|77|4.32|72.000|6|0.07000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 13:43:05|
1614|6000084|160|87082999|8|99|PASAMANOS DE CHOFER|22.80833|2737|2737|153.60|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:03|
3178|6000154|160|87089999|74|99|SOPORTE|1.43403|413|413|23.04|288.000|6|288.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
1614|6001100|160|98020019|61|00|ARANDELA DE ACERO|0.17500|84|84|4.80|480.000|6|91.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 16:48:06|
3178|6000154|160|84879006|61|00|ENGRASADORAS DE COPA STAUFFER|1.07523|1858|1858|103.68|1728.000|6|95.21730|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
3178|6000954|160|98020019|299|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.71250|456|456|25.60|640.000|6|5.12000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:42:01|
3577|6300042|521|98020019|81|00|ETIQUETA AUTOADHESIVA|22.00000|22|22|1.20|1.000|6|0.01000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 16:53:01|
3178|6000154|160|85371099|172|99|MODULO DE CONTROL INTELIGENTE|770.04861|110887|110887|6186.24|144.000|6|4.65800|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
1614|6000514|160|87082201|33|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|28.15833|3379|3379|192.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
3471|6400014|160|85365099|48|08|INTERRUPTOR AUTOMOTRIZ|33.26389|2395|2395|133.92|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3471|6400185|160|87084099|94|99|PARTE DE CAJA DE CAMBIOS|16.21400|8107|8107|455.00|500.000|6|500.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 18:24:04|
1925|6000047|160|87089999|62|99|PEDAL|68.28333|8194|8194|463.20|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:05:04|
3471|6400061|160|98020019|212|00|TUERCA|0.53646|2575|2575|144.00|4800.000|6|96.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 16:01:03|
3577|6300042|521|39269020|5|00|EMBLEMAS|7.53000|753|753|42.00|100.000|6|0.10000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 16:53:01|
1925|6100030|160|87082999|67|08|REFUERZO DE CARROCERIA|7.48125|1197|1197|67.20|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:09:04|
3471|6400061|160|39174001|4|00|ACCESORIO PARA TUBERIA|34.51389|2485|2485|138.96|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 16:01:03|
3178|6000561|160|87082999|196|99|PARTE PARA CARROCERIA|9.08333|654|654|36.72|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:22:04|
3471|6400185|160|87084099|62|99|PARTE DE CAJA DE CAMBIOS|52.73700|52737|52737|2960.00|1000.000|6|1000.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 18:24:04|
3471|6400072|160|87089999|38|99|CONJUNTO DE SOLDADURA PARCIAL DEL LARGUERO IZQUIERDO EXTERNO|491.11392|38798|38798|2159.07|79.000|6|79.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:35:07|
3471|6400255|160|87089999|74|99|TUBOS PREFORMADOS PARA REFRIGERANTE|14.42500|1154|1154|65.60|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:04|
3178|6000154|160|98020019|120|00|ETIQUETA AUTOADHESIVA|0.18056|26|26|1.44|144.000|6|4.65800|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
3178|6000954|160|98020019|193|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|1.06875|342|342|19.20|320.000|6|64.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:42:01|
1925|6100030|160|87082999|59|99|PARTE DE LA CARROCERIA|103.87500|5817|5817|326.48|56.000|6|56.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:09:04|
3178|6000154|160|82060001|124|00|JUEGO DE HERRAMIENTAS|49.29167|7098|7098|396.00|144.000|12|7.93500|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
1614|6000516|160|87082999|82|99|PARTE PARA CARROCERIA|386.80000|3868|3868|219.80|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:03|
3471|6400014|160|87082999|95|99|PARTE DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|3.75347|1081|1081|60.48|288.000|6|288.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3471|6400219|160|87082999|6|99|SOPORTE DE FIJACIÓN DEL PESTILLO DE LA PUERTA DELANTERA IZQUIERDA|8.90000|178|178|10.00|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 12:40:05|
3178|6000871|160|87082999|34|99|PARTE PARA CARROCERIA|242.48611|17459|17459|979.92|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:02:03|
3471|6400061|160|87082999|79|99|PARTE DE LA CARROCERIA|6.97647|593|593|33.15|85.000|6|85.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 16:01:03|
1925|6100040|160|87089999|146|99|TUBO DE CONEXION|18.88750|3022|3022|169.60|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
3577|6300042|521|98020019|92|00|ETIQUETAS AUTOADHESIVAS|1.08000|108|108|6.00|100.000|6|0.10000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 16:53:01|
3471|6400061|160|87082999|56|99|PARTE DE LA CARROCERIA|56.31765|4787|4787|267.75|85.000|6|85.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 16:01:03|
1925|6100103|160|85389001|66|00|CUBIERTA PARA INTERRUPTOR|1.61765|550|550|30.60|340.000|6|340.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 18:55:02|
3471|6400185|160|98020019|156|00|ARANDELA DE ACERO|2.13750|855|855|48.00|400.000|6|8.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 18:24:04|
3471|6400014|160|39174001|3|00|ACCESORIO PARA TUBERIA|33.97222|2446|2446|136.80|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
1614|6000518|160|98020019|197|00|ETIQUETA AUTOADHESIVA|1.40833|169|169|9.60|120.000|6|0.00100|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:05|
3471|6400014|160|40093106|19|02|TUBO DE CAUCHO|20.91667|1506|1506|84.24|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3178|6000954|160|87089412|113|04|COLUMNA DE DIRECCION|34.38750|5502|5502|308.80|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:42:01|
1925|6100038|160|85371099|115|99|MODULO DE CONTROL|872.12500|139540|139540|7832.00|160.000|6|14.51566|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:04:01|
3577|6300031|521|98020019|31|00|PARTES PARA AUTO|1.07500|215|215|12.00|200.000|6|20.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 11:36:01|
1614|6000508|160|87089999|111|99|PEDAL ELECTRONICO DE ACELERADOR|273.84375|17526|17526|995.84|64.000|6|64.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
3471|6400014|160|98020019|278|00|ETIQUETA AUTOADHESIVA|7.51389|541|541|30.24|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3471|6400185|160|98020019|162|00|PARTE DEL EJE|13.71800|6859|6859|385.00|500.000|6|10.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 18:24:04|
1925|6100103|160|98020019|34|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|4.85294|660|660|36.72|136.000|6|6.27359|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 18:55:02|
3178|6000154|160|98020019|31|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.35764|103|103|5.76|288.000|6|15.86950|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
1925|6100033|160|73269099|1|99|Las demás.|1159.86667|17398|17398|976.50|15.000|6|1642.50000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-24 12:24:02|
3178|6000847|160|98020019|126|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|1.95938|1254|1254|70.40|640.000|6|5.12000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:17:03|
3178|6000154|160|87088007|83|00|BRAZO DE LA SUSPENSION|299.34722|21553|21553|1202.40|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
3178|6000561|160|85044099|262|00|CABLE CON CONECTOR|34.74074|7504|7504|421.20|216.000|6|216.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:22:04|
1614|6000089|160|73269099|7|99|EMBALAJE METALICO|232.33333|1394|1394|78.24|6.000|6|930.00000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-19 17:38:04|
3471|6400069|160|87089412|11|02|VOLANTE|219.56471|18663|18663|1043.80|85.000|6|85.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 11:58:02|
1614|6000516|160|87082999|13|99|PARTE PARA CARROCERIA|69.70000|697|697|39.60|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:03|
3471|6400014|160|87082999|106|99|PARTE DE CARROCERIA|10.01389|721|721|40.32|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
1925|6100038|160|94019999|94|01|PARTE PARA ASIENTO|5.34375|1710|1710|96.00|320.000|6|34.51027|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:04:01|
1925|6100040|160|40093106|144|02|TUBO DE CAUCHO|17.28125|2765|2765|155.20|160.000|6|7.57724|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
3471|6400061|160|94019999|123|01|PARTE PARA ASIENTO|26.28889|1183|1183|66.15|45.000|6|0.90000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 16:01:03|
3471|6400251|160|98020019|86|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|5.10500|1021|1021|58.00|200.000|6|4.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:03|
1925|6000109|160|40169999|80|99|MANGA DE CAUCHO|3.69167|443|443|25.20|120.000|6|2.52000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
3471|6400185|160|87084099|86|99|TORNILLO|1.06909|2352|2352|132.00|2200.000|6|2200.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 18:24:04|
3471|6400242|160|98020019|95|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|1.06250|255|255|14.40|240.000|6|4.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:02:02|
3471|6400014|160|87089999|154|99|TUBERIA PREFORMADA|81.00000|5832|5832|326.16|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3577|6300042|521|98020019|74|00|ETIQUETA AUTOADHESIVA|0.72000|36|36|2.00|50.000|6|0.05000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 16:53:01|
3178|6000953|160|73181599|13|05|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.35556|32|32|1.80|90.000|6|0.36000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-24 13:42:01|
3178|6000154|160|70091099|125|02|ESPEJO|67.50000|270|270|15.08|4.000|6|0.64900|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
3178|6000561|160|87082101|236|00|CINTURON DE SEGURIDAD|218.79167|15753|15753|884.16|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:22:04|
1614|6000082|160|98020019|242|00|PASADOR|3.92083|941|941|52.80|240.000|6|18.96000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:02|
1925|6000119|160|85124001|71|00|Sistema de limpia parabrisas|1163.12500|55830|55830|3172.32|48.000|6|144.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:46:00|
1614|6000508|160|98020019|164|00|CALCOMANIA|0.52917|127|127|7.20|240.000|6|0.24000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
3471|6400014|160|39269099|12|06|SUJETADOR AUTOMOTRIZ|1.07407|232|232|12.96|216.000|6|4.32000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
1925|6100040|160|98020019|225|00|ABRAZADERA DE ACERO|3.38438|1083|1083|60.80|320.000|6|15.15448|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
3178|6000847|160|87082999|70|99|PARTE PARA CARROCERIA|170.14667|12761|12761|716.25|75.000|6|75.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:17:03|
3178|6000154|160|98020019|116|00|ETIQUETA AUTOADHESIVA|0.35764|103|103|5.76|288.000|6|9.31610|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
1614|6000508|160|85365099|119|08|INTERRUPTOR AUTOMOTRIZ|30.62500|3675|3675|208.80|120.000|6|3.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
1925|6000109|160|84879006|47|00|ENGRASADORAS DE COPA STAUFFER|1.05625|1521|1521|86.40|1440.000|6|115.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
3471|6400213|160|87082919|23|00|PUERTA|4409.60000|66144|66144|3712.50|15.000|6|15.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 16:17:03|
1925|6100105|160|87082999|136|99|PARTE PARA CARROCERIA|64.16667|385|385|21.42|6.000|6|6.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 18:57:02|
3471|6400067|160|40169999|14|99|SOPORTE DE CAUCHO|1.60882|547|547|30.60|340.000|6|6.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 09:45:04|
3577|6300042|521|85365099|30|08|INTERRUPTOR AUTOMOTRIZ|69.50000|139|139|7.74|2.000|6|0.06000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 16:53:01|
3178|6000972|160|87082999|77|08|REFUERZO DE CARROCERIA|7.48125|1197|1197|67.20|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:02:13|
3178|6000154|160|98020019|30|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|4.83941|5575|5575|311.04|1152.000|6|39.16940|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
3178|6000561|160|87089999|62|99|TUBOS PREFORMADOS PARA REFRIGERANTE|21.91667|1578|1578|88.56|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:22:04|
3471|6400215|160|98020019|169|00|ABRAZADERA DE ACERO|4.98958|2395|2395|134.40|480.000|6|9.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 12:39:02|
1925|6000111|160|98020019|204|00|PARACHOQUES|86.00000|516|516|29.34|6.000|6|5.53000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
1614|6000518|160|87082999|174|99|PARTE PARA CARROCERIA|6.69167|803|803|45.60|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:05|
3471|6400014|160|87082999|85|99|PARTE DE CARROCERIA|73.12500|5265|5265|294.48|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
1925|6100040|160|87088005|196|00|PARTE DE LA SUSPENSION|91.56667|2747|2747|154.20|30.000|6|30.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
1925|6100034|160|85365099|86|08|INTERRUPTOR AUTOMOTRIZ|30.82500|4932|4932|276.80|160.000|6|22.21488|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:24:04|
3178|6000154|160|98020019|32|00|MONTAJE DE LA PLACA DE PROTECCION|0.53819|155|155|8.64|288.000|6|15.86950|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
1614|6000518|160|87082999|45|99|PARTE PARA CARROCERIA|194.64000|9732|9732|553.00|50.000|6|50.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:05|
1925|6000111|160|98020019|217|00|EMPAQUE|5.45833|655|655|37.20|120.000|6|48.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
1614|6000078|160|98020019|100|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.35556|128|128|7.20|360.000|6|2.88000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:17:04|
1925|6000049|160|98020019|193|00|ABRAZADERA DE ACERO|2.30000|460|460|26.00|200.000|6|8.49870|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:05:05|
3178|6000154|160|87089203|73|99|PARTE DEL ESCAPE|40.33333|5808|5808|324.00|144.000|6|144.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
3577|6300042|521|98020019|84|00|CALAVERA|308.00000|308|308|17.20|1.000|6|0.45000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 16:53:01|
1925|6100038|160|39269099|81|06|EMPAQUE|2.49375|798|798|44.80|320.000|6|29.03131|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:04:01|
1925|6100040|160|39269099|188|06|SELLO|13.18375|10547|10547|592.00|800.000|6|167.31359|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
1925|6100022|160|87082999|101|99|PARTE PARA CARROCERIA|4.13235|281|281|15.64|68.000|6|68.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 16:58:03|
3471|6400185|160|40169304|11|01|EMPAQUE|3.56333|2138|2138|120.00|600.000|6|12.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 18:24:04|
1925|6000109|160|87089999|85|99|TUBOS PREFORMADOS PARA REFRIGERANTE|133.22500|15987|15987|908.40|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
3471|6400365|160|84798999|18|99|HERRAMENTAL PARA PLANTA DE ENSAMBLE|177324.00000|177324|177324|10075.78|1.000|6|1.00000|6||1|6||||CHN|CHN| | | | |1|A1|2026-01-28 13:12:01|
3178|6000154|160|98020019|38|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.17882|103|103|5.76|576.000|6|13.98130|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
1925|6100034|160|98020019|111|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|1.95938|1254|1254|70.40|640.000|6|102.87058|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:24:04|
3577|6300042|521|87082999|45|99|PARTE PARA CARROCERIA|47.00000|235|235|13.10|5.000|6|5.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 16:53:01|
3471|6400014|160|40091102|16|00|MANGUERA|3.93056|283|283|15.84|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3471|6400249|160|98020019|19|00|CINCHO DE PLASTICO PARA USO AUTOMOTRIZ|1.05556|760|760|43.20|720.000|6|14.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
1925|6000119|160|98020019|139|00|ETIQUETA|6.15833|739|739|42.00|120.000|6|0.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:46:00|
1614|6000078|160|39172991|89|99|ACCESORIOS PARA TUBERIA PLASTICA|1.78333|214|214|12.00|120.000|6|24.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:17:04|
1925|6100022|160|87082999|140|99|PARTE PARA CARROCERÍA|104.60000|1046|1046|58.20|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 16:58:03|
3577|6300060|521|84123199|4|00|CILINDRO NEUMATICO|124.50000|249|249|13.88|2.000|6|2.00000|6||1|6||||CHN|CHN| | | | |1|A1|2026-01-23 16:53:01|
3178|6000954|160|98020019|295|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.71250|912|912|51.20|1280.000|6|10.24000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:42:01|
1925|6100036|160|87082201|32|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|15.85625|2537|2537|142.40|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:28:02|
3178|6000847|160|85444299|44|04|CABLE CON CONEXIONES|23.69375|3791|3791|212.80|160.000|6|52.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:17:03|
1925|6100028|160|87082919|198|00|PUERTA|4426.75000|17707|17707|984.80|4.000|6|4.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:03:05|
3471|6400213|160|87089999|72|99|SOPORTE|7.30833|877|877|49.20|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 16:17:03|
1925|6000119|160|98020019|158|00|ACCESORIO PARA TUBERIA|33.61667|4034|4034|229.20|120.000|6|20.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:46:00|
1614|6000514|160|87082999|51|99|PARTE PARA CARROCERIA|21.11667|2534|2534|144.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
3471|6400014|160|39191001|4|00|ESPONJA ADHESIVA|1.78472|257|257|14.40|144.000|6|2.88000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
1925|6100038|160|87082999|66|99|CUBIERTA|17.81875|2851|2851|160.00|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:04:01|
1925|6100036|160|87082999|59|99|PARTE PARA CARROCERIA|114.20000|9136|9136|512.80|80.000|6|80.00000|6||1|1||||CHN|CHN| | | | |1|IN|2026-01-24 12:28:02|
3471|6400061|160|87082999|77|99|PARTE PARA CARROCERIA|230.30000|16121|16121|901.60|70.000|6|70.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 16:01:03|
3471|6400250|160|73269099|8|99|EMBALAJE METALICO|141.33333|424|424|24.12|3.000|6|195.00000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-28 14:24:03|
1925|6000113|160|85371099|37|01|CARGADOR|62.30000|7476|7476|424.80|120.000|6|3.36000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:03|
1614|6000082|160|98020019|231|00|ETIQUETA AUTOADHESIVA|1.42500|171|171|9.60|120.000|6|0.12000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:02|
1925|6100022|160|98020019|120|00|ABRAZADERA DE ACERO|2.51716|2054|2054|114.24|816.000|6|287.91834|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 16:58:03|
3577|6300042|521|87082999|48|99|PARTE PARA CARROCERIA|7.50000|75|75|4.20|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 16:53:01|
1647|6004627|240|87032199|2|00|VEHICULO UTILITARIO|140769.83750|0|11261587|653520.00|80.000|6|80.00000|6|3817277|0|0||CFMOTO|CM1000UZ-8K|USA|CHN| | | | |2|RT|2026-01-30 19:58:02|
3471|6400079|160|40169901|6|00|PIEZA DE CAUCHO DE USO TECNICO|1.60764|463|463|25.92|288.000|6|5.76000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-08 16:17:05|
1925|6100030|160|87089999|3|99|TUBERIA PREFORMADA|80.71250|12914|12914|724.80|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:09:04|
3178|6000909|160|87087099|77|99|RIN CON NEUMATICO|1087.35156|139181|139181|7811.84|128.000|6|128.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 18:25:01|
1614|6000082|160|98020019|143|00|DISTRIBUIDOR DE VENTILACION|59.51042|5713|5713|320.64|96.000|6|14.88000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-20 11:18:02|
1925|6000109|160|87082919|27|00|PUERTA|4355.73333|65336|65336|3712.50|15.000|6|15.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
1614|6000508|160|98020019|55|00|CINCHO METALICO|0.52917|127|127|7.20|240.000|6|0.72000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
3178|6000154|160|98020019|109|00|ETIQUETA AUTOADHESIVA|0.18056|26|26|1.44|144.000|6|4.65800|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
1925|6100038|160|87082999|41|99|PARTE PARA CARROCERIA|157.67188|10091|10091|566.40|64.000|6|64.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 13:04:01|
1925|6100040|160|98020019|51|00|TUERCA|0.53438|171|171|9.60|320.000|6|3.96418|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-24 12:58:04|
3471|6400072|160|87082999|9|99|SOPORTE DE MONTAJE DE BISAGRA SUPERIOR DE PUERTA DELANTERA DERECHA|6.47500|259|259|14.40|40.000|6|40.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:35:07|
3471|6400255|160|98020019|108|00|DISTRIBUIDOR DE VENTILACION|58.79167|1411|1411|80.16|24.000|6|0.48000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:04|
1925|6000119|160|98020019|85|00|CINCHO METALICO|0.52917|127|127|7.20|240.000|6|0.72000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:46:00|
