Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SubdivisionFraccion|DescripcionMercancia|PrecioUnitario|ValorAduana|ValorComercial|ValorDolares|CantidadUMComercial|UnidadMedidaComercial|CantidadUMTarifa|UnidadMedidaTarifa|ValorAgregado|ClaveVinculacion|MetodoValorizacion|CodigoMercanciaProducto|MarcaMercanciaProducto|ModeloMercanciaProducto|PaisOrigenDestino|PaisCompradorVendedor|EntidadFedOrigen|EntidadFedDestino|EntidadFedComprador|EntidadFedVendedor|TipoOperacion|ClaveDocumento|FechaPagoReal
3471|6400174|160|87082999|98|99|PARTE DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|8.59559|2338|2338|130.56|272.000|6|272.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 10:44:03|
3178|6000871|160|87082999|33|99|PARTE PARA CARROCERIA|449.87500|32391|32391|1818.00|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:02:03|
3471|6400238|160|87082999|43|99|PARTE DE CARROCERIA|15.56667|1868|1868|105.60|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 09:57:03|
3178|6000236|160|87082999|28|99|PARTE PARA CARROCERIA|4.65000|465|465|26.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 19:17:03|
3178|6000944|160|73269099|3|99|EMBALAJE METALICO|944.50000|1889|1889|106.00|2.000|6|51.00000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-23 16:25:03|
1925|6000045|160|87082999|63|99|PARTE DE CARROCERÍA|20.34167|4882|4882|276.00|240.000|6|240.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:06:03|
1925|6610024|160|87082999|15|99|PARTE PARA CARROCERÍA|37.76471|2568|2568|142.80|68.000|6|68.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 11:29:02|
3471|6400249|160|87082999|64|99|PARTE DE CARROCERIA|39.07500|3126|3126|177.60|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
1925|6000029|160|39269099|249|06|CINCHO DE PLASTICO|0.89092|2630|2630|147.60|2952.000|6|42.91815|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:00:07|
3471|6400255|160|87088007|52|00|BRAZO DE LA SUSPENSION|295.31250|23625|23625|1342.40|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:04|
1614|6001100|160|98020019|58|00|ARANDELA DE ACERO|0.17500|84|84|4.80|480.000|6|57.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 16:48:06|
1925|6100026|160|98020019|56|00|CINCHO AUTOMOTRIZ|1.07353|73|73|4.08|68.000|6|17.56481|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 11:33:02|
1925|6000111|160|87082999|143|99|ACCESORIOS PARA TUBERIA PLASTICA|1.75833|211|211|12.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
1925|6000029|160|87089999|56|99|TUBERIA PERFORMADA PARA AUTOMOVIL|38.65625|1237|1237|69.44|32.000|6|32.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:00:07|
3178|6000561|160|85371004|244|00|PANEL DE CONTROL DE AIRE|122.04167|8787|8787|493.20|72.000|6|7.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:22:04|
1925|6000027|160|94019999|27|01|PARTE PARA ASIENTO|6.41667|924|924|51.84|144.000|6|15.48627|1||0|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:00:03|
3471|6400182|160|87088007|72|00|BRAZO DE LA SUSPENSION|299.05882|40672|40672|2271.20|136.000|6|136.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 11:23:05|
1925|6100026|160|98020019|208|00|PARTES PARA AUTO|0.89706|61|61|3.40|68.000|6|7.30314|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 11:33:02|
3178|6000561|160|84253101|213|00|CABRESTANTE|1264.25000|10114|10114|567.68|8.000|6|8.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:22:04|
3178|6000236|160|87082999|87|99|PARTE PARA CARROCERIA|70.43333|2113|2113|118.20|30.000|6|30.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 19:17:03|
3178|6000737|160|73269099|2|99|EMBALAJE METALICO|945.00000|1890|1890|106.08|2.000|6|51.00000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-22 11:22:02|
1925|6000049|160|87082999|104|99|PARTE PARA CARROCERIA|87.56667|10508|10508|594.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:05:05|
1925|6100109|160|87088007|48|00|BRAZO DE LA SUSPENSION|300.50000|601|601|33.40|2.000|6|2.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 19:03:01|
3471|6400251|160|85122099|32|00|FARO|762.73684|28984|28984|1646.92|38.000|6|0.76000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:03|
1925|6100026|160|87088007|32|00|BRAZO DE LA SUSPENSION|300.33333|1802|1802|100.20|6.000|6|6.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 11:33:02|
1614|6000508|160|39172991|49|99|ACCESORIOS PARA TUBERIA PLASTICA|1.75833|211|211|12.00|120.000|6|24.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
3471|6400251|160|87082919|51|00|PUERTA|4355.76000|108894|108894|6187.50|25.000|6|25.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:03|
1925|6100109|160|98020019|148|00|PARTE PARA ASIENTO|20.33333|122|122|6.78|6.000|6|3.25506|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 19:03:01|
1614|6000508|160|84836099|2|00|JUNTAS DE ARTICULACION|119.32500|14319|14319|813.60|120.000|6|103.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
3471|6400234|160|84833004|38|99|BUJE DE LA COLUMNA DE DIRECCION|7.60417|1825|1825|103.20|240.000|6|4.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:22:02|
3178|6000841|160|87082919|59|00|PUERTA|4386.65000|87733|87733|4924.20|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 13:43:05|
1925|6610024|160|87082201|71|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOVILES|8.63235|1174|1174|65.28|136.000|6|136.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 11:29:02|
3178|6000230|160|87082999|71|99|PARTE PARA CARROCERIA|9.11111|328|328|18.36|36.000|6|36.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 08:31:01|
1925|6100029|160|63079099|1|99|CORREA PARA BATERIA|22.47059|1528|1528|85.00|68.000|6|27.32588|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-22 11:40:02|
1925|6000049|160|87088005|171|00|PARTE DE LA SUSPENSION|102.41667|1229|1229|69.48|12.000|6|12.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:05:05|
3178|6000230|160|39269020|51|00|LOGOTIPO|26.11000|2611|2611|146.00|100.000|6|11.76170|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 08:31:01|
1925|6000043|160|87089412|30|91|PARTE DE LA DIRECCION|79.25000|12680|12680|716.80|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:06:03|
3178|6000909|160|39263002|55|99|REFLECTOR DE USO AUTOMOTRIZ|1.78125|570|570|32.00|320.000|6|64.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 18:25:01|
3178|6000909|160|84073304|73|00|MOTOR|15049.22222|406329|406329|22806.09|27.000|6|27.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 18:25:01|
3471|6400249|160|87089999|172|99|TUBO DE CONEXION|10.91250|873|873|49.60|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
1925|6000045|160|98020019|10|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.53075|4246|4246|240.00|8000.000|6|262.97217|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:06:03|
1614|6000508|160|84213199|81|00|SUBCONJUNTO DE FILTRO DE AIRE|159.10417|7637|7637|433.92|48.000|6|110.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
1614|6000510|160|98020019|91|00|PARTE DEL EJE|1189.34259|128449|128449|7298.64|108.000|6|216.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
1925|6100028|160|98020019|29|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.54044|147|147|8.16|272.000|6|15.93836|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:03:05|
3471|6400251|160|87089999|79|99|TUBERIA PREFORMADA|212.06250|16965|16965|964.00|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:03|
3471|6400244|160|87082999|14|99|PARTE DE LA CARROCERIA|6.54167|785|785|44.40|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:23:02|
3178|6000561|160|84879006|185|00|ENGRASADORAS DE COPA STAUFFER|1.06944|924|924|51.84|864.000|6|69.12000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:22:04|
1925|6000045|160|84879006|7|00|ENGRASADORAS DE COPA STAUFFER|0.35417|340|340|19.20|960.000|6|31.55666|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:06:03|
3178|6000230|160|39191001|115|00|ESPONJA ADHESIVA|1.79000|358|358|20.00|200.000|6|23.52350|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 08:31:01|
3178|6000561|160|98020019|166|00|PARACHOQUES|86.58333|6234|6234|349.92|72.000|6|66.31000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:22:04|
1925|6100109|160|87082201|175|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOVILES|7.37500|1003|1003|55.76|136.000|6|136.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 19:03:01|
3178|6000230|160|87083099|159|01|COMPONENTE DE FRENOS|5.54000|554|554|31.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 08:31:01|
3178|6000943|160|87082999|66|99|PARTE PARA CARROCERIA|1.96250|314|314|17.60|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 16:25:03|
1925|6000049|160|87089999|76|99|SOPORTE|2.82917|679|679|38.40|240.000|6|240.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:05:05|
3471|6400244|160|87082999|29|99|PARTE DE LA CARROCERIA|15.91667|1910|1910|108.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:23:02|
1614|6000508|160|87082999|96|99|PARTE PARA CARROCERIA|56.30000|1126|1126|64.00|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
3577|6300060|521|84123199|17|00|CILINDRO NEUMATICO|204.00000|408|408|22.76|2.000|6|2.00000|6||1|6||||CHN|CHN| | | | |1|A1|2026-01-23 16:53:01|
1614|6001100|160|85071099|3|00|BATERIA DE PLOMO ACIDO DE GEL|648.17500|77781|77781|4419.60|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 16:48:06|
3471|6400249|160|87082999|87|99|PARTE DE LA CARROCERIA|133.92000|6696|6696|380.50|50.000|6|50.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
1925|6000027|160|39269099|178|06|DISTRIBUIDOR DE VENTILACION|59.15278|8518|8518|478.08|144.000|6|61.32404|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:00:03|
1614|6000510|160|87087006|30|00|TAPAS PARA RUEDAS|3.34500|1338|1338|76.00|400.000|6|400.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
3577|6300060|521|84123199|13|00|CILINDRO NEUMATICO|182.46667|2737|2737|152.70|15.000|6|15.00000|6||1|6||||CHN|CHN| | | | |1|A1|2026-01-23 16:53:01|
1925|6000031|160|87089412|30|91|PARTE DE LA DIRECCION|79.45833|5721|5721|321.12|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 13:59:04|
3471|6400242|160|85122099|13|00|FARO|766.54545|25296|25296|1430.22|33.000|6|0.66000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:02:02|
3471|6400174|160|87082999|84|99|PARTE DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|83.44853|11349|11349|633.76|136.000|6|136.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 10:44:03|
1925|6100028|160|98020019|107|00|PARTE PARA ASIENTO|27.86667|1254|1254|69.75|45.000|6|36.93729|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:03:05|
1925|6100028|160|40091102|127|00|MANGUERA|3.95588|269|269|14.96|68.000|6|27.32588|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:03:05|
3471|6400174|160|40093205|14|01|TUBO|87.56618|11909|11909|665.04|136.000|6|2.72000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 10:44:03|
1925|6000029|160|85371099|193|99|MODULO DE CONTROL INTELIGENTE|872.12500|6977|6977|391.60|8.000|6|1.08698|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:00:07|
1925|6000029|160|87082999|41|99|PARTE DE CARROCERÍA|15.50000|1116|1116|62.64|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:00:07|
1925|6100028|160|87082999|85|99|PARTE DE LA CARROCERÍA|111.50000|2230|2230|124.00|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:03:05|
1925|6000113|160|98020019|55|00|SUJETADOR DE PLASTICO AUTOMOTRIZ|0.52500|63|63|3.60|120.000|6|0.24000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:03|
1925|6000045|160|87082201|78|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOVILES|15.74167|1889|1889|106.80|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:06:03|
3471|6400251|160|90328999|82|00|SENSOR DE TEMPERATURA|11.96250|957|957|54.40|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:03|
1614|6000516|160|39263002|34|99|REFLECTOR DE USO AUTOMOTRIZ|212.59375|13606|13606|773.12|64.000|6|19.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:03|
1925|6100105|160|87082999|67|99|PARTE PARA CARROCERÍA|10.07353|685|685|38.08|68.000|6|68.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 18:57:02|
1925|6000109|160|90328999|72|00|CONTROLADOR|563.70000|22548|22548|1281.20|40.000|6|40.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
1925|6100022|160|84818022|155|00|VALVULA ELECTRONICA|283.19118|19257|19257|1071.00|68.000|6|3.13142|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 16:58:03|
3178|6000841|160|98020019|176|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.35631|1582|1582|88.80|4440.000|6|5.77000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 13:43:05|
1925|6000043|160|98020019|77|00|TUERCA DE ACERO|1.23819|1783|1783|100.80|1440.000|6|55.84666|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:06:03|
3471|6400180|160|87082999|9|99|PARTE DE LA CARROCERIA|32.05882|2180|2180|121.72|68.000|6|68.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 10:11:02|
1925|6100610|160|73269099|7|99|EMBALAJE METÁLICO|1170.60000|5853|5853|325.50|5.000|6|547.50000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-22 19:04:01|
1925|6100109|160|87082999|135|99|PARTE DE CARROCERÍA|3.23529|220|220|12.24|68.000|6|68.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 19:03:01|
3178|6000230|160|98020019|26|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.18000|36|36|2.00|200.000|6|5.69960|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 08:31:01|
1925|6000043|160|87082901|89|00|GUARDABARROS|28.83333|3460|3460|195.60|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:06:03|
1925|6000031|160|87088005|98|00|PARTE DE LA SUSPENSION|137.36111|9890|9890|555.12|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 13:59:04|
3471|6400242|160|84253101|9|00|CABRESTANTE|1261.60000|25232|25232|1426.60|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:02:02|
1925|6000119|160|98020019|149|00|ETIQUETA AUTOADHESIVA|0.17500|21|21|1.20|120.000|6|0.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:46:00|
3471|6400244|160|87082999|6|99|PARTE DE LA CARROCERIA|21.22500|2547|2547|144.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:23:02|
1614|6000508|160|85365099|115|08|INTERRUPTOR AUTOMOTRIZ|33.96667|4076|4076|231.60|120.000|6|3.24000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
3471|6400249|160|98020019|232|00|TUERCA|0.17500|56|56|3.20|320.000|6|6.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
1925|6000049|160|87088005|112|00|PARTE DE LA SUSPENSION|137.09524|11516|11516|651.00|84.000|6|84.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:05:05|
1925|6000115|160|87082999|28|99|PARTE DE LA CARROCERÍA|152.41111|13717|13717|779.40|90.000|6|90.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:23:04|
3471|6400234|160|87082999|62|99|PARTE DE LA CARROCERIA|4.05000|81|81|4.60|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:22:02|
3178|6000561|160|98020019|271|00|PASADOR DE CHAVETA|0.17708|51|51|2.88|288.000|6|0.29000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:22:04|
1925|6100107|160|87089999|179|99|TUBOS PREFORMADOS PARA REFRIGERANTE|117.23529|7972|7972|443.36|68.000|6|68.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 19:00:05|
3471|6400180|160|87082999|72|99|PARTE DE CARROCERIA|14.50368|3945|3945|220.32|272.000|6|272.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 10:11:02|
1925|6610024|160|40169999|162|99|SOPORTE DE CAUCHO|1.61765|440|440|24.48|272.000|6|99.53623|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 11:29:02|
3178|6000738|160|87082999|7|99|PARTE PARA CARROCERIA|6.94444|500|500|28.08|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 11:22:03|
3178|6000237|160|98020019|46|00|ABRAZADERA|0.36000|36|36|2.00|100.000|6|39.40410|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 20:15:01|
1925|6000043|160|39269099|149|06|DISTRIBUIDOR DE VENTILACION|72.16667|2598|2598|146.88|36.000|6|20.04640|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:06:03|
3471|6400236|160|87083099|75|01|COMPONENTE DE FRENOS|5.48333|658|658|37.20|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:02:01|
3471|6400242|160|87082999|25|99|PARTE DE LA CARROCERIA|7.43000|1486|1486|84.00|200.000|6|200.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:02:02|
1925|6000111|160|87089999|128|99|TUBOS PREFORMADOS PARA REFRIGERANTE|115.27500|13833|13833|786.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
3471|6400236|160|87089999|120|99|TUBOS PREFORMADOS PARA REFRIGERANTE|203.40000|16272|16272|920.00|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:02:01|
1614|6000512|160|87082999|2|99|PARTE PARA CARROCERIA|106.82500|12819|12819|728.40|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 19:24:02|
1925|6000051|160|94019999|85|01|PARTE PARA ASIENTO|2.12083|509|509|28.80|240.000|6|32.70833|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:05:05|
3178|6000871|160|87089999|8|99|SOPORTE|2.13889|154|154|8.64|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:02:03|
1925|6000111|160|87082999|70|99|PARTE DE LA CARROCERIA|19.36250|1549|1549|88.00|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
3471|6400242|160|98020019|97|00|ABRAZADERA|2.29896|2207|2207|124.80|960.000|6|19.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:02:02|
1925|6610024|160|87082999|48|99|PARTE PARA CARROCERÍA|73.54412|5001|5001|278.12|68.000|6|68.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 11:29:02|
3471|6400238|160|87089999|65|99|SOPORTE|49.35000|5922|5922|334.80|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 09:57:03|
3178|6000236|160|84123199|6|00|CILINDRO DE MOVIMIENTO RECTILINEO|55.43000|5543|5543|310.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 19:17:03|
3178|6000871|160|87082999|111|99|PARTE PARA CARROCERIA|15.50000|1116|1116|62.64|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:02:03|
1925|6000031|160|87082919|74|00|PUERTA|4386.62500|70186|70186|3939.36|16.000|6|16.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 13:59:04|
3178|6000230|160|87082999|179|99|PARTE PARA CARROCERIA|8.40000|840|840|47.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 08:31:01|
3178|6000909|160|98020019|67|00|ESPEJO|67.16875|10747|10747|603.20|160.000|6|137.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 18:25:01|
1925|6100026|160|87089999|125|99|SOPORTE|35.05882|2384|2384|132.60|68.000|6|68.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 11:33:02|
3471|6400244|160|87082999|25|99|PARTE DE LA CARROCERIA|388.75000|31100|31100|1758.40|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:23:02|
1925|6000113|160|87082999|36|08|SOPORTE DE CABINA|3.16667|1140|1140|64.80|360.000|6|360.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:03|
1925|6000031|160|87082919|120|00|PUERTA|4386.66667|78960|78960|4431.78|18.000|6|18.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 13:59:04|
1925|6000051|160|98020019|105|00|ABRAZADERA|2.47667|2972|2972|168.00|1200.000|6|19.08774|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:05:05|
1925|6000029|160|87089999|235|99|TUBOS PREFORMADOS PARA REFRIGERANTE|8.01389|577|577|32.40|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:00:07|
3471|6400244|160|87082999|30|99|PARTE DE LA CARROCERIA|134.60000|4038|4038|228.30|30.000|6|30.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 15:23:02|
1925|6000111|160|87088099|91|00|BARRA ESTABILIZADORA|85.70833|10285|10285|584.40|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
3577|6300060|521|84123199|12|00|CILINDRO NEUMATICO|174.40000|872|872|48.65|5.000|6|5.00000|6||1|6||||CHN|CHN| | | | |1|A1|2026-01-23 16:53:01|
1925|6000033|160|87082999|98|99|PARTE DE CARROCERÍA|5.70139|821|821|46.08|144.000|6|144.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 13:59:03|
1925|6100109|160|98020019|4|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|5.03309|1369|1369|76.16|272.000|6|13.49903|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 19:03:01|
3471|6400180|160|87082999|75|99|PARTE DE CARROCERIA|8.41912|1145|1145|63.92|136.000|6|136.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 10:11:02|
1925|6000047|160|87082999|24|99|PARTE DE LA CARROCERÍA|175.65625|11242|11242|635.52|64.000|6|64.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:05:04|
1925|6100028|160|98020019|108|00|PARTE PARA ASIENTO|27.86667|1254|1254|69.75|45.000|6|45.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:03:05|
3178|6000236|160|87082923|8|00|TAPA PARA CINTURON DE SEGURIDAD|0.71500|286|286|16.00|400.000|6|400.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-16 19:17:03|
1925|6000051|160|98020019|100|00|ARANDELA|0.17708|85|85|4.80|480.000|6|65.41666|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:05:05|
3178|6000943|160|87089999|104|99|DEPOSITO|55.94375|8951|8951|502.40|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 16:25:03|
3178|6000841|160|98020019|182|00|SOPORTE METALICO|4.63194|1334|1334|74.88|288.000|6|233.28000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 13:43:05|
1925|6000117|160|87082999|22|99|PARTE DE CARROCERÍA|77.60833|9313|9313|529.20|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:23:03|
1614|6000512|160|98020019|52|00|PARACHOQUES|86.08333|1033|1033|58.68|12.000|6|11.05000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 19:24:02|
1925|6000047|160|87082999|2|99|PARTE DE CARROCERÍA|12.73333|764|764|43.20|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:05:04|
1925|6100028|160|87088005|54|00|PARTE DE LA SUSPENSION|358.70833|8609|8609|478.80|24.000|6|24.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 17:03:05|
3178|6000909|160|98020019|45|00|PARTE PARA ASIENTO|27.61739|3176|3176|178.25|115.000|6|40.25000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-23 18:25:01|
1925|6000117|160|87082999|4|99|PARTE DE LA CARROCERIA|63.36667|1901|1901|108.00|30.000|6|30.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:23:03|
1925|6000051|160|87082999|78|99|PARTE DE LA CARROCERÍA|175.68750|2811|2811|158.88|16.000|6|16.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-22 14:05:05|
