Patente|Pedimento|SeccionAduanera|RfcTransportista|CurpTransportista|NombreTransportista|PaisTransporte|IdentificadorTransporte|FechaPagoReal
3471|6400049|160|||WAN HAI LINES LTD|SGP|WANHAIA09|2026-01-07 14:59:02|
3178|6000150|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-08 17:37:04|
3471|6400053|160|||WAN HAI LINES LTD|SGP|WANHAIA09|2026-01-08 10:23:01|
3471|6400080|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 16:17:05|
3471|6400196|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 23:24:02|
3471|6500051|160|||WAN HAI LINES LTD|SGP|WANHAIA09|2026-01-07 17:40:05|
3471|6400156|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 17:21:04|
3471|6400030|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 16:54:01|
3471|6400211|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-17 11:17:03|
3471|6400364|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 13:12:02|
3471|6400242|160|||WAN HAI LINES LTD|LBR|KOTAPEONY|2026-01-22 15:02:02|
3043|6000223|523|||KANSAS CITY SOUTHERN DE MEXICO|MEX|SNLU195482|2026-01-27 16:17:01|
1925|6000042|160|||EVER FEAT|LBR|EVERFEAT|2026-01-22 14:06:02|
3471|6400096|160|||WAN HAI LINES LTD|SGP|WANHAIA16|2026-01-15 09:00:04|
1925|6700024|160|||EVER LUCKY|PAN|EVERLUCKY|2026-01-13 10:50:03|
1614|6000077|160|||EVER LUNAR|TWN|0762-078E|2026-01-20 11:17:03|
3471|6400200|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 23:25:01|
1614|6000084|160|||EGLV143559688220|TWN|0762-078E|2026-01-20 11:18:03|
3471|6400059|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 15:17:02|
3471|6400069|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-09 11:58:02|
3471|6400177|160|||COSCO SHIPPING LINES MEXICO S DE R.L.|MLT|SHANGHAI|2026-01-16 10:44:02|
3471|6400237|160|||WAN HAI LINES MEXICO|LBR|KOTAPEONY|2026-01-22 15:02:01|
1614|6000087|160|||EVER LUNAR|TWN|0762-078E|2026-01-19 17:37:01|
3471|6400365|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 13:12:01|
3471|6400021|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 11:46:03|
3471|6400076|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 16:37:03|
3471|6400070|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-09 09:46:02|
3043|6600118|520|||FERROMEX|USA|1|2026-01-19 18:30:04|
1614|6000513|160|||EVER FASHION|LBR|0763-024E|2026-01-28 13:34:04|
1925|6100041|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-24 12:36:03|
3471|6400207|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-17 11:39:02|
1614|6000072|160|||EVER LIBERAL|GBR|0761-068E|2026-01-07 20:04:00|
3471|6400100|160|||WAN HAI LINES LTD|SGP|WANHAIA16|2026-01-15 09:26:01|
3471|6400199|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 23:26:00|
1614|6000069|160|||EVER LIBERAL|GBR|0761-068E|2026-01-07 20:03:00|
3178|6000971|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-24 12:02:13|
1925|6000031|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-22 13:59:04|
3471|6400002|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 15:17:03|
3178|6000232|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-15 22:15:01|
1614|6000727|160|||EVER LUNAR|TWN|0762-078E|2026-01-20 18:31:03|
3471|6400083|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 17:14:05|
3471|6400018|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 19:08:01|
3471|6400254|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-22 17:27:05|
1925|6000032|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-22 13:59:01|
1614|6000518|160|||EVER FASHION|LBR|0763-024E|2026-01-28 13:35:05|
1925|6100033|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-24 12:24:02|
3178|6000872|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-22 14:02:04|
1925|6000050|160|||EVER FEAT|LBR|EVERFEAT|2026-01-22 14:05:04|
3471|6400252|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 14:24:04|
3471|6400176|160|||COSCO SHIPPING LINES MEXICO S DE R.L.|MLT|SHANGHAI|2026-01-16 10:44:01|
1614|6000509|160|||EVER FASHIONVIAJE|LBR|0763-024E|2026-01-28 13:34:03|
1614|6000083|160|||EVER LUNAR|TWN|0762-078E|2026-01-20 11:18:02|
1925|6000030|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-22 13:59:02|
1614|6000514|160|||EVER FASHION|LBR|0763-024E|2026-01-28 13:34:06|
3471|6400238|160|||WAN HAI LINES MEXICO|LBR|KOTAPEONY|2026-01-22 09:57:03|
3471|6400234|160|||WAN HAI LINES LTD|LBR|KOTAPEONY|2026-01-22 15:22:02|
3471|6400089|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 16:37:02|
3471|6400011|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 11:16:03|
1925|6000052|160|||EVER FEAT|LBR|EVERFEAT|2026-01-22 14:05:02|
3471|6400122|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-01-05 12:13:03|
3178|6000917|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-23 13:03:05|
3471|6400105|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-05 14:54:04|
1614|6000092|160|||EVER LUNAR|TWN|0762-078E|2026-01-19 17:38:06|
3471|6400219|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-20 12:40:05|
3471|6000246|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 12:50:05|
3471|6400182|160|||COSCO SHIPPING LINES MEXICO S DE R.L.|MLT|SHANGHAI|2026-01-16 11:23:05|
3471|6400185|160|||CMA CGM|TWN|EVERLUNAR|2026-01-20 18:24:04|
3178|6000735|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-22 13:43:03|
